date,,2020-02-28_FY,2019-02-22_FY,2018-02-23_FY,2017-02-24_FY,2016-02-26_FY,2015-02-27_FY,2014-02-28_FY,2013-02-22_FY,2012-02-24_FY,2011-02-25_FY,2010-02-26_FY,2009-02-27_FY,2008-02-29_FY,2007-02-23_FY,2006-02-24_FY,2005-02-25_FY,2004-02-27_FY,2003-02-28_FY,2002-02-22_FY,2001-02-23_FY,2000-02-25_FY,1999-02-26_FY,1998-02-28_FY,1997-02-28_FY
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11500000.0,0.0,0.0,0.0,0.0,3800000.0,0.0,0.0,0.0,0.0,0.0,1400000.0
,commonStockRepurchased,-8700000.0,-4200000.0,-33800000.0,-48400000.0,-56400000.0,-36300000.0,-49900000.0,-19900000.0,-47700000.0,-10800000.0,-4600000.0,-58700000.0,-165300000.0,-54000000.0,8800000.0,4100000.0,1600000.0,0.0,-3900000.0,-56500000.0,-36700000.0,9800000.0,-43500000.0,0.0
,dividendsPaid,-69100000.0,-64300000.0,-61000000.0,-58500000.0,-57000000.0,-52500000.0,-50200000.0,-45800000.0,-31700000.0,-21600000.0,-26900000.0,-71300000.0,-333700000.0,-67200000.0,-49200000.0,-35600000.0,-35500000.0,-35400000.0,-57500000.0,-65900000.0,-67300000.0,-63100000.0,-210900000.0,-41800000.0
,otherFinancingActivites,-1200000.0,443500000.0,0.0,3300000.0,57000000.0,1500000.0,500000.0,4100000.0,600000.0,0.0,0.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-81900000.0,122300000.0,-97500000.0,-105900000.0,-90100000.0,-89800000.0,-101600000.0,-64200000.0,-334300000.0,211100000.0,13000000.0,-131700000.0,-484400000.0,-127100000.0,-101600000.0,-60300000.0,-56800000.0,-301500000.0,-11900000.0,-40500000.0,219400000.0,-53300000.0,-254400000.0,-40400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1100000.0,-2700000.0,4000000.0,-1200000.0,-3100000.0,-5400000.0,-600000.0,700000.0,-700000.0,1600000.0,1400000.0,-7200000.0,12700000.0,1900000.0,5600000.0,5700000.0,2900000.0,2700000.0,-1900000.0,2300000.0,-4300000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,282300000.0,-20800000.0,86000000.0,15200000.0,5400000.0,-25300000.0,51400000.0,38300000.0,-30100000.0,31100000.0,-6500000.0,-96300000.0,-313300000.0,103400000.0,207200000.0,34400000.0,133300000.0,59500000.0,30400000.0,-48400000.0,6200000.0,-35600000.0,0.0,0.0
,cashAtEndOfPeriod,543600000.0,262300000.0,283100000.0,197100000.0,181900000.0,176500000.0,201800000.0,150400000.0,112100000.0,142200000.0,111100000.0,117600000.0,213900000.0,527200000.0,423800000.0,296600000.0,262200000.0,128900000.0,55700000.0,25300000.0,73700000.0,67500000.0,0.0,0.0
,cashAtBeginningOfPeriod,261300000.0,283100000.0,197100000.0,181900000.0,176500000.0,201800000.0,150400000.0,112100000.0,142200000.0,111100000.0,117600000.0,213900000.0,527200000.0,423800000.0,216600000.0,262200000.0,128900000.0,69400000.0,25300000.0,73700000.0,67500000.0,103100000.0,174000000.0,209000000.0
,operatingCashFlow,360800000.0,131200000.0,227000000.0,170700000.0,186400000.0,84200000.0,178800000.0,187300000.0,101700000.0,72700000.0,-10900000.0,103700000.0,249700000.0,280500000.0,175500000.0,114700000.0,87900000.0,41800000.0,294600000.0,209800000.0,305700000.0,307700000.0,333400000.0,80800000.0
,capitalExpenditure,-73400000.0,-81400000.0,-87900000.0,-61100000.0,-93400000.0,-97500000.0,-86800000.0,-74000000.0,-64900000.0,-46000000.0,-35200000.0,-83000000.0,-79600000.0,-58200000.0,-71900000.0,-49200000.0,-43000000.0,-76500000.0,-123000000.0,-260500000.0,-188800000.0,-170400000.0,-126400000.0,-122000000.0
,freeCashFlow,287400000.0,49800000.0,139100000.0,109600000.0,93000000.0,-13300000.0,92000000.0,113300000.0,36800000.0,26700000.0,-46100000.0,20700000.0,170100000.0,222300000.0,103600000.0,65500000.0,44900000.0,-34700000.0,171600000.0,-50700000.0,116900000.0,137300000.0,207000000.0,-41200000.0
