Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-03-31
Cash and cash equivalents,73286000.0,15703000.0,43930000.0,43224000.0,6414000.0,18078000.0,14776000.0,38284000.0
Short-term investments,4385000.0,51500000.0,70458000.0,83438000.0,53817000.0,26349000.0,16615000.0,0.0
Cash and short-term investments,77671000.0,67203000.0,114388000.0,126662000.0,60231000.0,44427000.0,31391000.0,38284000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,83422000.0,68781000.0,116444000.0,129861000.0,61878000.0,45077000.0,31965000.0,38393000.0
Property Plant & Equipment Net,0.0,3113000.0,5572000.0,8313000.0,3367000.0,880000.0,756000.0,431000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,4385000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,2333000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,652000.0,4072000.0,6099000.0,8752000.0,3694000.0,2468000.0,849000.0,431000.0
Total assets,84074000.0,72853000.0,122543000.0,138613000.0,65572000.0,47545000.0,32814000.0,38824000.0
Payables,1998000.0,2242000.0,2183000.0,3352000.0,2520000.0,1654000.0,875000.0,1526000.0
Short-term debt,189000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,9817000.0,7804000.0,13209000.0,11243000.0,10174000.0,5774000.0,2086000.0,2628000.0
Long-term debt,383000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,572000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1135000.0,751000.0,1116000.0,520000.0,73000.0,70000.0,7000.0,41279000.0
Total liabilities,13123000.0,8555000.0,14325000.0,11763000.0,10247000.0,5844000.0,2093000.0,43907000.0
Other comprehensive income,234876000,365769000,358419000,294910000,150025000,86851000,46847000,0.0
Retained earnings (deficit),-164086000.0,-301480000.0,-250177000.0,-167917000.0,-94698000.0,-45178000.0,-16134000.0,-5590000.0
Total shareholders equity,70951000.0,64298000.0,108218000.0,126850000.0,55325000.0,41701000.0,30721000.0,-5083000.0
Investments,8770000.0,51500000.0,70458000.0,83438000.0,53817000.0,26349000.0,16615000.0,0.0
Net Debt,-72714000.0,-15703000.0,-43930000.0,-43224000.0,-6414000.0,-18078000.0,-14776000.0,-38284000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109000.0
Other Liabilities,2171000.0,0.0,0.0,0.0,0.0,0.0,0.0,1102000.0
