date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,751989000.0,1282357000.0,1063219000.0,691479000.0,571973000.0,547132000.0,484503000.0,316538000.0,315555000.0,239162000.0,200345000.0,33341000.0,-1012066000.0,390505000.0,318571000.0,217341000.0,64725000.0,-34704000.0,18727000.0,17426000.0
,depreciationAndAmortization,501728000.0,439224000.0,451988000.0,406114000.0,366927000.0,314096000.0,265101000.0,191270000.0,170905000.0,116930000.0,108962000.0,99473000.0,114571000.0,121652000.0,87690000.0,52119000.0,69544000.0,92622000.0,24614000.0,12198000.0
,deferredIncomeTax,0.0,0.0,-11401000.0,-8989000.0,-9642000.0,-14935000.0,-28469000.0,-11591000.0,0.0,0.0,1228000.0,5702000.0,-62163000.0,5322000.0,-23055000.0,-5659000.0,15803000.0,-12750000.0,5158000.0,-1948000.0
,stockBasedCompensation,60391000.0,127738000.0,128171000.0,93087000.0,63484000.0,74709000.0,59757000.0,48429000.0,51712000.0,0.0,0.0,37925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,851176000.0,147183000.0,104948000.0,248861000.0,285955000.0,-337804000.0,374798000.0,-939727000.0,344400000.0,565297000.0,-333582000.0,594996000.0,110219000.0,-373531000.0,150856000.0,100537000.0,49042000.0,66859000.0,1825000.0,7742000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76946000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,306677000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-32113000.0,1098013000.0,950830000.0,845882000.0,597021000.0,311066000.0,648870000.0,274072000.0,1213799000.0,869399000.0,304102000.0,637684000.0,42688000.0,-67531000.0,306000000.0,155144000.0,54607000.0,5565000.0,-61294000.0,-63119000.0
,otherNonCashItems,-483846000.0,356483000.0,-347329000.0,358489000.0,31785000.0,-4908000.0,18825000.0,30602000.0,16205000.0,-148752000.0,46801000.0,45740000.0,1567106000.0,79364000.0,16625000.0,0.0,0.0,47336000.0,14153000.0,70855000.0
,netCashProvidedByOperatingActivites,1830779000.0,1223380000.0,1131249000.0,710505000.0,450315000.0,651897000.0,661780000.0,745108000.0,291081000.0,361219000.0,616587000.0,213645000.0,-130373000.0,648210000.0,370481000.0,359656000.0,182175000.0,63941000.0,64882000.0,95391000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-184837000.0,-282557000.0,-55298000.0,-102579000.0,-52953000.0,0.0,0.0,-50732000.0
,acquisitionsNet,0.0,-356000000.0,-323000000.0,-118000000.0,-21000000.0,-1583000000.0,-147000000.0,-504000000.0,-53000000.0,-631000000.0,-70000000.0,-31000000.0,-240000000.0,-185000000.0,-1785000000.0,-76000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-20870000.0,-44762000.0,-34864000.0,-37661000.0,-40287000.0,-89885000.0,-65111000.0,0.0,-66936000.0,-54061000.0,-74058000.0,0.0,-97830000.0,0.0,0.0,0.0,0.0,-1012000.0,-1081000.0
,salesMaturitiesOfInvestments,0.0,20294000.0,22106000.0,31377000.0,35051000.0,42572000.0,88214000.0,69688000.0,0.0,231678000.0,76504000.0,3408000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,10516000.0,1650000.0,-733000.0,3673000.0,40734000.0,-16911000.0,57007000.0,47616000.0,-47022000.0,106633000.0,24964000.0,-2125000.0,-23402000.0,237520000.0,-229763000.0,-5713000.0,-2328000.0,5849000.0,-8852000.0,-213637000.0
,netCashUsedForInvestingActivites,-341585000.0,-721024000.0,-560684000.0,-141415000.0,-7439000.0,-1618959000.0,-151556000.0,-464994000.0,-197671000.0,-480255000.0,-62503000.0,-119362000.0,-419009000.0,-284421000.0,-2061933000.0,-115509000.0,-23319000.0,-284795000.0,-24130000.0,-265450000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1360027000.0,-4019687000.0,-4573353000.0,-2285432000.0,-3083296000.0,-3308262000.0,-2496853000.0,-2842239000.0,-158757000.0,-1318542000.0,-1906062000.0,-1302260000.0,0.0,0.0,0.0,0.0,0.0,-225850000.0,-238000000.0,-524045000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440173000.0,471833000.0,11867000.0,15572000.0,11450000.0,144643000.0,120980000.0,180000.0,92156000.0
,commonStockRepurchased,-93863000.0,-163563000.0,-190420000.0,-29549000.0,-27426000.0,-24523000.0,-16685000.0,-16628000.0,0.0,0.0,0.0,0.0,0.0,-635000000.0,0.0,0.0,0.0,0.0,0.0,-100000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13496000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-97589000.0,2301000.0,-11171000.0,-14088000.0,-23837000.0,-45011000.0,-38473000.0,-151044000.0,-30454000.0,-129386000.0,-11622000.0,20322000.0,-42092000.0,173476000.0,11586000.0,-1689000.0,-2975000.0,-322345000.0,-18018000.0,71441000.0
