Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,3431802.0,4320894.0,745001.0,6904500.0,3535458.0,1167503.0,11781074.0,0.0,3738544.0,7830517.0,367.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,3431802.0,4320894.0,745001.0,6904500.0,3535458.0,1167503.0,11781074.0,0.0,3738544.0,7830517.0,367.0
Receivables,13380464.0,13861932.0,23239325.0,27619599.0,26728741.0,24255596.0,12700106.0,0.0,1803909.0,2114868.0,450052.0
Inventories,71295520.0,60419276.0,31489945.0,21846130.0,25521747.0,28485584.0,25822467.0,0.0,5664119.0,2714183.0,1111463.0
Total current assets,91645276.0,79881896.0,56724192.0,57588509.0,56869653.0,55440255.0,51767558.0,0.0,11617416.0,12919957.0,2836096.0
Property Plant & Equipment Net,20634949.0,13180132.0,13581576.0,13121699.0,11476936.0,10356809.0,10239435.0,0.0,2299306.0,2110503.0,2241186.0
Goodwill and Intangible Assets,32714484.0,43402045.0,45231344.0,46777474.0,47635195.0,19530233.0,20072885.0,0.0,502436.0,548674.0,594910.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,1749805.0,605350.0,0.0,7279923.0,4060156.0,1666488.0,1920742.0,0.0,870065.0,184488.0,0.0
Total non-current assets,54718993.0,57885312.0,60376096.0,69416476.0,65473414.0,33860154.0,33815661.0,0.0,3539845.0,2659177.0,0.0
Total assets,146364269.0,137767208.0,117100288.0,127004985.0,122343067.0,89300409.0,85583219.0,0.0,15157261.0,15579134.0,4412343.0
Payables,6930829.0,5935454.0,7157745.0,14303877.0,13722900.0,15026669.0,19512235.0,0.0,425937.0,296259.0,16816.0
Short-term debt,1113502.0,503012.0,10309664.0,275094.0,2223465.0,267764.0,746788.0,0.0,0.0,0.0,975682.0
Total current liabilities,33927538.0,42396217.0,51312931.0,41398096.0,42484189.0,33055677.0,30234635.0,0.0,594997.0,327607.0,2162607.0
Long-term debt,12158095.0,12977087.0,1096155.0,11114333.0,10682072.0,4452631.0,4668958.0,0.0,0.0,0.0,0.0
Total debt,13271597.0,13480099.0,11405819.0,11389427.0,12905537.0,4720395.0,5415746.0,0.0,0.0,0.0,975682.0
Deferred revenue,9054549.0,212393.0,880326.0,509857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,63214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,12158095.0,13852520.0,1894136.0,11648325.0,11413592.0,4559389.0,4968640.0,0.0,0.0,0.0,0.0
Total liabilities,46366057.0,56025084.0,55878633.0,59243541.0,70467462.0,37786174.0,35526156.0,0.0,594997.0,327607.0,2162607.0
Other comprehensive income,136569994,108669795,83178322,78148265,61938183,54987680,54338758,0.0,0.0,0.0,0.0
Retained earnings (deficit),-30466618.0,-21161376.0,-16436286.0,-4614244.0,-4979471.0,-1816344.0,-2189444.0,0.0,-48252.0,763196.0,378720.0
Total shareholders equity,99998212.0,81742124.0,61221655.0,67761444.0,51875605.0,51514235.0,50057063.0,0.0,14562264.0,15251527.0,2114048.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,9839795.0,9159205.0,10660818.0,4484927.0,9370079.0,3552892.0,-6365328.0,0.0,-3738544.0,-7830517.0,975315.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410844.0,260389.0,14365.0
Other Liabilities,280424.0,0.0,2671566.0,6197120.0,16569681.0,171108.0,322881.0,0.0,169060.0,31348.0,1170109.0
