date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,debtRepayment,-7218000000.0,-11450000000.0,-8747000000.0,-9785000000.0,-7481000000.0,-9301000000.0,-7519000000.0,-6519347000.0,-7976686000.0,-4772162000.0,-1204381000.0,-393129000.0,-595013000.0,-1917419000.0,-593238000.0,-1411474000.0,-1449312000.0,-1452616736.09,-1957481521.98,-1155014483.4,-869916125.04,-1258267588.5,-1058882186.6,-952270524.0
,commonStockIssued,9000000.0,32000000.0,3000000.0,11000000.0,5000000.0,14000000.0,436000000.0,16240000.0,21310000.0,22971000.0,35120000.0,487144000.0,88196000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-339000000.0,-268000000.0,-351000000.0,-101000000.0,-4000000.0,-434000000.0,-258000000.0,-452664000.0,-186394000.0,-183468000.0,-151412000.0,-109157000.0,-50084000.0,-20312000.0,-62053000.0,-89059000.0,-54792000.0,-59345061.73,-75157458.24,0.0,-17276025.4,-5036920.0,-3694675.6,-31631904.0
,otherFinancingActivites,5000000.0,-24000000.0,-2000000.0,-8000000.0,873000000.0,326000000.0,-75000000.0,750345000.0,-32729000.0,-269113000.0,2658964000.0,0.0,88196000.0,12000000.0,37000.0,0.0,135676000.0,403309258.79,0.0,0.0,0.0,1161760201.3,0.0,182328732.0
,netCashUsedProvidedByFinancingActivities,-281000000.0,1894000000.0,42000000.0,-2094000000.0,1475000000.0,-3006000000.0,-636000000.0,-1647932000.0,-1876805000.0,1380281000.0,2477715000.0,512362000.0,-194748000.0,539199000.0,-448493000.0,-594274000.0,-132968000.0,-176935935.42,643047241.02,264177881.1,571859839.42,1131322813.3,439255608.4,385101468.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,587000000.0,111000000.0,0.0,0.0,-24000000.0,92000000.0,52000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177345629.56,-480969502.68,86120173.2,103870640.3,104951423.8,-293592.6,-8232732.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,757000000.0,-126000000.0,729000000.0,-1791000000.0,-1873000000.0,-134000000.0,2782000000.0,1280925000.0,2116296000.0,1151961000.0,1476067000.0,718411000.0,561480000.0,-217379000.0,-429326000.0,531367000.0,123606000.0,69659544.48,-481319944.86,-10466606.1,-484374124.79,716503668.9,-89801881.4,197564364.0
,cashAtEndOfPeriod,8711000000.0,7954000000.0,8080000000.0,7351000000.0,9142000000.0,11015000000.0,11149000000.0,8367176000.0,7086251000.0,4969955000.0,3817994000.0,2341927000.0,1625612000.0,1064132000.0,1281511000.0,1710837000.0,1105519000.0,980542335.52,1117563651.84,1048948075.5,889524218.88,1267510336.7,370074076.4,424781964.0
,cashAtBeginningOfPeriod,7954000000.0,8080000000.0,7351000000.0,9142000000.0,11015000000.0,11149000000.0,8367000000.0,7086251000.0,4969955000.0,3817994000.0,2341927000.0,1623516000.0,1064132000.0,1281511000.0,1710837000.0,1179470000.0,981913000.0,910882791.04,1598883596.7,1059414681.6,1373898343.67,551006667.8,459875957.8,227217600.0
,operatingCashFlow,4742000000.0,1135000000.0,2586000000.0,1895000000.0,-1304000000.0,4632000000.0,5016000000.0,4891950000.0,5299255000.0,1128063000.0,363287000.0,1842843000.0,1240954000.0,562433000.0,937555000.0,1063480000.0,673499000.0,668245764.38,589178260.26,276869250.6,238106917.57,316135088.2,390954188.8,218806308.0
,capitalExpenditure,-2490000000.0,-12000000.0,-2366000000.0,-1713000000.0,-1544000000.0,-1985000000.0,-1897000000.0,-1849612000.0,-1393394000.0,-1454275000.0,-1493178000.0,-746693000.0,-488318000.0,-1017283000.0,-828987000.0,-878063000.0,-557095000.0,-533115942.26,-899390385.96,-541288650.9,-1137988952.13,-564199800.4,-648213798.4,-398441016.0
,freeCashFlow,2252000000.0,-1647000000.0,220000000.0,182000000.0,-2848000000.0,2647000000.0,3119000000.0,3042338000.0,3905861000.0,-326212000.0,-1129891000.0,1096150000.0,752636000.0,-454850000.0,108568000.0,185417000.0,116404000.0,135129822.12,-310212125.7,-264419400.3,-899882034.56,-248064712.2,-257259609.6,-179634708.0
