Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,67850000.0,50637000.0,13236000.0,19547000.0,3290000.0,4131000.0
Short-term investments,133039000.0,163954000.0,115517000.0,129257000.0,48253000.0,9545000.0
Cash and short-term investments,200889000.0,214591000.0,128753000.0,148804000.0,51543000.0,13676000.0
Receivables,81896000.0,58007000.0,43335000.0,29444000.0,18912000.0,13074000.0
Inventories,115741000.0,94901000.0,73012000.0,56761000.0,33451000.0,27067000.0
Total current assets,410726000.0,382234000.0,263827000.0,244361000.0,115301000.0,62238000.0
Property, Plant & Equipment Net,35407000.0,30899000.0,21464000.0,8951000.0,5181000.0,2031000.0
Goodwill and Intangible Assets,35058000.0,31956000.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,3872000.0,0.0,0.0,0.0,6000000.0
Tax assets,32940000.0,26690000.0,22476000.0,10143000.0,6851000.0,5558000.0
Total non-current assets,104280000.0,94433000.0,44427000.0,19487000.0,6080000.0,8909000.0
Total assets,515006000.0,476667000.0,308254000.0,263848000.0,121381000.0,71147000.0
Payables,8176000.0,6757000.0,4110000.0,2567000.0,2348000.0,1312000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,66062000.0,51582000.0,35800000.0,28148000.0,20823000.0,15837000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,6000000.0
Total debt,0.0,0.0,0.0,0.0,0.0,6000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,26529000.0,24677000.0,5907000.0,3178000.0,1461000.0,7150000.0
Total liabilities,92591000.0,76259000.0,41707000.0,31326000.0,22284000.0,22987000.0
Other comprehensive income,-1942000.0,1569000.0,-4688000.0,-2115000.0,-864000.0,796000.0
Retained earnings (deficit),9064000.0,1996000.0,-2661000.0,-17475000.0,-19840000.0,-14993000.0
Total shareholders equity,422240000.0,400408000.0,266547000.0,232522000.0,-12370000.0,-8062000.0
Investments,133039000.0,167826000.0,115517000.0,129257000.0,48253000.0,15545000.0
Net Debt,-200889000.0,-214591000.0,-128753000.0,-148804000.0,-51543000.0,-7676000.0
Other Assets,12200000.0,14735000.0,18727000.0,9352000.0,11395000.0,8421000.0
Other Liabilities,57886000.0,44825000.0,31690000.0,25581000.0,18475000.0,14525000.0
