date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-09-30_FY,1996-09-30_FY
,debtRepayment,-1015907000.0,-280685000.0,-274441000.0,-267014000.0,-329641000.0,-510222000.0,-175998000.0,-97011000.0,-57052000.0,-616861000.0,-106309000.0,-141039000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-302470000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994000.0,11496000.0,46649000.0,21939000.0,562000.0,498000.0,151000.0,4324000.0,314000.0,0.0,0.0,98200000.0,0.0
,commonStockRepurchased,-46422000.0,-85000000.0,-25800000.0,-210000.0,-53787000.0,0.0,0.0,0.0,-30365000.0,0.0,-14999000.0,-22367000.0,-99615000.0,-15007000.0,-10839000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0
,dividendsPaid,-212732000.0,-260567000.0,-204161000.0,-146235000.0,-103835000.0,-75506000.0,-45021000.0,-28362000.0,-24249000.0,-5411000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-50965000.0,-43449000.0,-117826000.0,-941000.0,6046000.0,12979000.0,-1193000.0,7583000.0,2144000.0,-10429000.0,-26605000.0,4415000.0,-1745000.0,-8107000.0,8500000.0,-3581000.0,-32127000.0,-3854000.0,-9027000.0,1076000.0,-619000.0,-8100000.0,0.0,-42200000.0,0.0
,netCashUsedProvidedByFinancingActivities,376233000.0,-99558000.0,-350715000.0,271892000.0,-271217000.0,115251000.0,-222212000.0,-21790000.0,-53522000.0,-53701000.0,-6951000.0,-82698000.0,-137335000.0,52729000.0,53531000.0,-85208000.0,-63546000.0,-29083000.0,177644000.0,-455000.0,-5102000.0,106750000.0,21200000.0,151000000.0,-46500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5253000.0,-5290000.0,-5575000.0,3522000.0,909000.0,-790000.0,42000.0,156000.0,-33000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,283697000.0,-66651000.0,60756000.0,49492000.0,32438000.0,-8947000.0,-94198000.0,92551000.0,-24090000.0,55398000.0,-54553000.0,-93047000.0,-68474000.0,39025000.0,55214000.0,90252000.0,38454000.0,-5236000.0,4425000.0,-136000.0,-9481000.0,4936000.0,5200000.0,0.0,-34800000.0
,cashAtEndOfPeriod,402086000.0,118389000.0,178145000.0,117389000.0,67897000.0,35459000.0,44406000.0,138604000.0,46053000.0,70143000.0,14745000.0,69298000.0,162345000.0,230819000.0,191794000.0,136580000.0,46328000.0,7874000.0,13110000.0,8685000.0,8821000.0,18302000.0,13300000.0,0.0,12700000.0
,cashAtBeginningOfPeriod,118389000.0,185040000.0,117389000.0,67897000.0,35459000.0,44406000.0,138604000.0,46053000.0,70143000.0,14745000.0,69298000.0,162345000.0,230819000.0,191794000.0,136580000.0,46328000.0,7874000.0,13110000.0,8685000.0,8821000.0,18302000.0,13366000.0,8100000.0,12100000.0,47500000.0
,operatingCashFlow,394950000.0,634231000.0,551625000.0,456914000.0,426762000.0,303660000.0,245878000.0,222423000.0,185419000.0,267287000.0,35950000.0,134276000.0,216996000.0,118442000.0,193404000.0,220341000.0,185365000.0,154570000.0,131674000.0,107747000.0,111624000.0,102610000.0,134300000.0,103400000.0,66400000.0
,capitalExpenditure,-172334000.0,-192035000.0,515000.0,7992000.0,7386000.0,2541000.0,-118305000.0,11090000.0,-132625000.0,-95640000.0,-68957000.0,-106491000.0,-150892000.0,-119232000.0,-88901000.0,-79975000.0,-62960000.0,-106338000.0,-76234000.0,-57814000.0,-77656000.0,-65168000.0,-80500000.0,-107900000.0,-13900000.0
,freeCashFlow,222616000.0,442196000.0,411014000.0,312482000.0,317525000.0,179776000.0,127573000.0,127477000.0,52794000.0,171647000.0,-33007000.0,27785000.0,66104000.0,-790000.0,104503000.0,140366000.0,122405000.0,48232000.0,55440000.0,49933000.0,33968000.0,37442000.0,53800000.0,-4500000.0,52500000.0
