Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,14879000.0,3581000.0,12906000.0,5117000.0,8496000.0,11390000.0,5127000.0
Short-term investments,0.0,0.0,0.0,5500000.0,0.0,3000000.0,0.0
Cash and short-term investments,14879000.0,3581000.0,12906000.0,10617000.0,8496000.0,14390000.0,5127000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,15150000.0,3832000.0,13106000.0,10978000.0,8988000.0,14743000.0,5392000.0
Property Plant & Equipment Net,172000.0,248000.0,114000.0,163000.0,183000.0,177000.0,198000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,150000.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,172000.0,266000.0,291000.0,181000.0,201000.0,195000.0,200000.0
Total assets,15322000.0,4098000.0,13397000.0,11159000.0,9189000.0,14938000.0,5592000.0
Payables,550000.0,511000.0,917000.0,1163000.0,285000.0,163000.0,416000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
Total current liabilities,1744000.0,2265000.0,2542000.0,2269000.0,1334000.0,2076000.0,1679000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
Deferred revenue,0.0,0.0,0.0,0.0,47000.0,118000.0,491000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total liabilities,1744000.0,2265000.0,2542000.0,2269000.0,6444000.0,9996000.0,11432000.0
Other comprehensive income,99487000,80384000,76953000,65988000,49625000,4941000,0.0
Retained earnings (deficit),-85911000.0,-78551000.0,-66099000.0,-57105000.0,-46882000.0,0.0,17157000.0
Total shareholders equity,13578000.0,1833000.0,10855000.0,8890000.0,2745000.0,4942000.0,-5840000.0
Investments,0.0,0.0,150000.0,5500000.0,0.0,3000000.0,0.0
Net Debt,-14879000.0,-3581000.0,-12906000.0,-5117000.0,-8496000.0,-11390000.0,-5122000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.0,0.0,5110000.0,7920000.0,9753000.0
