date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,773642000.0,810981000.0,159394000.0,663618000.0,879874000.0,269732000.0,723114000.0,633446000.0,536017000.0,478001000.0,405683000.0,422684000.0,374160000.0,381778000.0,289691000.0,228643000.0,222254000.0,175791000.0,157329000.0,137315000.0,13485000.0,-147256000.0,-4300000.0,37000000.0,16000000.0
,depreciationAndAmortization,630435000.0,615152000.0,591035000.0,777485000.0,720252000.0,638024000.0,590935000.0,528119000.0,343908000.0,267315000.0,234378000.0,228986000.0,216917000.0,193470000.0,173295000.0,119719000.0,86666000.0,74687000.0,64665000.0,105209000.0,111605000.0,112481000.0,92000000.0,27100000.0,15400000.0
,deferredIncomeTax,240848000.0,41723000.0,273660000.0,-395217000.0,80407000.0,107493000.0,270074000.0,21518000.0,132729000.0,91637000.0,75399000.0,50869000.0,94912000.0,18601000.0,2342000.0,-63357000.0,29115000.0,20914000.0,62468000.0,10093000.0,8906000.0,-21546000.0,-16000000.0,-700000.0,700000.0
,stockBasedCompensation,91458000.0,67850000.0,73061000.0,35092000.0,38338000.0,56664000.0,56743000.0,59998000.0,45384000.0,48718000.0,45551000.0,44422000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-104172000.0,-2214926000.0,-2170183000.0,4419398000.0,-820359000.0,315997000.0,777916000.0,149609000.0,-267872000.0,-570017000.0,442929000.0,290339000.0,75487000.0,292430000.0,-67351000.0,237690000.0,184747000.0,-9687000.0,75942000.0,27635000.0,1192144000.0,-1428796000.0,238700000.0,47000000.0,-44600000.0
,accountsReceivables,-21087000.0,-79957000.0,-81176000.0,-156305000.0,-152240000.0,-202867000.0,-40676000.0,-59640000.0,-47673000.0,-88848000.0,55379000.0,-32313000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-12349000.0,10158000.0,73505000.0,-18625000.0,22920000.0,-48313000.0,-46398000.0,-8971000.0,4052000.0,10270000.0,-3892000.0,15115000.0,-2715000.0,11271000.0,-18587000.0,11980000.0,4257000.0,3159000.0,-342000.0,-13575000.0,9402000.0,-8742000.0,-7200000.0,-1300000.0,-2000000.0
,accountsPayables,37200000.0,-84539000.0,-35959000.0,26876000.0,11897000.0,30998000.0,-2956000.0,16666000.0,40878000.0,84400000.0,4228000.0,-104879000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-134296000.0,1318072000.0,3532998000.0,5703181000.0,1283783000.0,2104142000.0,1788145000.0,1010229000.0,860620000.0,1128492000.0,1698509000.0,1255580000.0,965241000.0,889754000.0,597324000.0,664675000.0,426985000.0,242238000.0,251925000.0,175983000.0,148348000.0,-1043796000.0,385000000.0,146300000.0,99300000.0
,otherNonCashItems,747000.0,49579000.0,399214000.0,66925000.0,-7338000.0,93988000.0,114548000.0,397000000.0,30390000.0,0.0,558601000.0,11184000.0,59004000.0,-1166000.0,57249000.0,0.0,0.0,0.0,0.0,2396000.0,0.0,0.0,0.0,0.0,17700000.0
,netCashProvidedByOperatingActivites,1979028000.0,2072355000.0,1771640000.0,1907449000.0,1963444000.0,1557200000.0,1459407000.0,1773341000.0,1100848000.0,1180046000.0,839683000.0,666710000.0,555931000.0,533036000.0,519571000.0,485554000.0,419945000.0,293648000.0,341995000.0,272733000.0,307648000.0,168943000.0,17600000.0,5800000.0,18400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-674541000.0,-766546000.0,-987138000.0,-905250000.0,-829095000.0,-707998000.0,-641330000.0,-617597000.0,-550146000.0,-400156000.0,-273602000.0,-274605000.0,-318027000.0,-274503000.0,-268305000.0,-161365000.0,-128328000.0,-100272000.0,-102712000.0,-51233000.0,-41088000.0,-106657000.0,-421200000.0,-36900000.0,-33000000.0
,acquisitionsNet,-182000000.0,-101000000.0,-183000000.0,-804000000.0,-564000000.0,-96000000.0,-272000000.0,-310000000.0,-4294000000.0,-1077000000.0,-166000000.0,-88000000.0,-101000000.0,-132000000.0,-64000000.0,-2904000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-154458000.0,-106920000.0,-14411000.0,-244106000.0,-1146731000.0,-1718666000.0,-481068000.0,-13484000.0,-11353000.0,-45997000.0,-58449000.0,-26826000.0,-23057000.0,-75146000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25380000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,154704000.0,99052000.0,44388000.0,498878000.0,1259465000.0,1639416000.0,143547000.0,5534000.0,21741000.0,49184000.0,61193000.0,35620000.0,42646000.0,37069000.0,20567000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,50139000.0,3877392000.0,150205000.0,92336000.0,64725000.0,19715000.0,8791000.0,62258000.0,3559000.0,75183000.0,22727000.0,7697000.0,30316000.0,18463000.0,0.0,318406000.0,13709000.0,3666000.0,4722000.0,25206000.0,146000.0,-11167000.0,-53900000.0,-239300000.0,-138700000.0
,netCashUsedForInvestingActivites,-825371000.0,2995340000.0,-1005643000.0,-1366731000.0,-1201668000.0,-881784000.0,-1277729000.0,-876882000.0,-4832450000.0,-1399228000.0,-436633000.0,-346060000.0,-394490000.0,-438761000.0,-334242000.0,-3045363000.0,-379661000.0,-193976000.0,-116501000.0,-92966000.0,93355000.0,-297430000.0,-475100000.0,-276200000.0,-171500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
