Date,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30
Cash and cash equivalents,412777.0,62870.0,437118.0,90891.0,116741.0,270.0,413.0,208.0,40.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,412777.0,62870.0,437118.0,90891.0,116741.0,270.0,413.0,208.0,40.0
Receivables,34141.0,41947.0,110115.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,548380.0,128631.0,604366.0,112924.0,137884.0,270.0,1822.0,208.0,40.0
Property Plant & Equipment Net,86731.0,125441.0,25026799.0,657647.0,580973.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,16920551.0,20532988.0,7387788.0,44470.0,44397.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,17007282.0,20664171.0,32415176.0,704475.0,625370.0,0.0,0.0,0.0,0.0
Total assets,17555662.0,20792802.0,33019542.0,817399.0,763254.0,270.0,1822.0,208.0,40.0
Payables,440097.0,204246.0,355160.0,55440.0,10131.0,90068.0,4757.0,8320.0,5699.0
Short-term debt,909490.0,81045.0,2261.0,0.0,0.0,15500.0,77318.0,15000.0,10000.0
Total current liabilities,1349587.0,301291.0,357421.0,55440.0,10131.0,105568.0,82075.0,66137.0,42534.0
Long-term debt,150000.0,150000.0,0.0,0.0,44857.0,0.0,0.0,0.0,0.0
Total debt,1059490.0,231045.0,2261.0,0.0,44857.0,15500.0,77318.0,15000.0,10000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,150000.0,150000.0,0.0,0.0,44857.0,0.0,0.0,0.0,0.0
Total liabilities,1499587.0,451291.0,357421.0,55440.0,54988.0,105568.0,82075.0,66137.0,42534.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-66939531.0,-19933366.0,-6434840.0,-3894278.0,-409275.0,-364130.0,-332358.0,-312613.0,-274806.0
Total shareholders equity,16056075.0,20341511.0,32662121.0,761959.0,708266.0,-105298.0,-80253.0,-65929.0,-42494.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,646713.0,168175.0,-434857.0,-90891.0,-71884.0,15230.0,76905.0,14792.0,9960.0
Other Assets,101462.0,23814.0,57133.0,22033.0,21143.0,0.0,1409.0,0.0,0.0
Other Liabilities,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,42817.0,26835.0
