Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,,,,,
Stock-based compensation,,,,,
Operating Cash Flow,,,,,
Capital Expenditure,-6921072000000.0,-3241887000000.0,-4802272000000.0,-5807061000000.0,-6688082000000.0
Acquisitions and disposals,000000.0,000000.0,000000.0,-367756000000.0,000000.0
Investment purchases and sales,0,3503138000000,363048000000,-3937068000000,-3398300000000
Investing Cash flow,-6057774000000.0,-848823000000.0,-5665905000000.0,-10162607000000.0,-14401832000000.0
Issuance (repayment) of debt,-16630753000000.0,-24187799000000.0,-8414192000000.0,-7265983000000.0,-9614290000000.0
Issuance (buybacks) of shares,000000.0,000000.0,-151903000000.0,-166257000000.0,-212225000000.0
Dividend payments,,,,,
Financing Cash Flow,-155600000000.0,-5807917000000.0,-140835000000.0,1402739000000.0,6790594000000.0
Effect of forex changes on cash,33333000000.0,-118668000000.0,514733000000.0,129645000000.0,980673000000.0
Net cash flow / Change in cash,-6180041000000.0,-6775408000000.0,-5292007000000.0,-8630223000000.0,-6630565000000.0
Free Cash Flow,-413269000000.0,3933716000000.0,-588659000000.0,3462257000000.0,240708000000.0
Net Cash/Marketcap,,,,,
