Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,249526000.0,154933000.0,129103000.0,83619000.0,68708000.0,146978000.0,82003000.0
Short-term investments,993000.0,1746000.0,3984000.0,3416000.0,,,
Cash and short-term investments,250519000.0,156679000.0,133087000.0,87035000.0,,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,271327000.0,184274000.0,162850000.0,104880000.0,,,
Property, Plant & Equipment Net,48173000.0,47151000.0,45862000.0,29613000.0,31924000.0,29845000.0,19602000.0
Goodwill and Intangible Assets,124307000.0,128406000.0,87938000.0,3793000.0,0.0,0.0,0.0
Long-term investments,165000000.0,73000000.0,67000000.0,75000000.0,,,
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,,,,,,,
Total assets,3096535000.0,2932433000.0,2300879000.0,1214439000.0,1215285000.0,1198803000.0,745255000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,0.0,1019000.0,0.0,9412000.0,,,
Total current liabilities,2631351000.0,2489356000.0,1986897000.0,1074017000.0,,,
Long-term debt,77000000.0,78000000.0,38000000.0,40000000.0,,,
Total debt,77305000.0,78046000.0,37617000.0,39788000.0,33503000.0,51666000.0,45376000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,2614138000.0,2471064000.0,1969986000.0,1056417000.0,1059903000.0,1034834000.0,616093000.0
Total non-current liabilities,,,,,,,
Total liabilities,2709183000.0,2567554000.0,2024514000.0,1104752000.0,1104218000.0,1093924000.0,667877000.0
Other comprehensive income,-5640000.0,-2146000.0,-2727000.0,980000.0,1031000.0,666000.0,1683000.0
Retained earnings (deficit),144364000.0,102391000.0,68888000.0,51059000.0,39843000.0,30138000.0,14973000.0
Total shareholders equity,386609000.0,364178000.0,275947000.0,109501000.0,111008000.0,104862000.0,77333000.0
Investments,2573801000.0,2501674000.0,1950770000.0,1055581000.0,1068250000.0,977069000.0,613926000.0
Net Debt,-173519000.0,,,,,,
Other Assets,20808000.0,,,,,,
Other Liabilities,2631351000.0,2488337000.0,1986897000.0,1064605000.0,,,
