Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,143403000.0,0.0,33016000.0,68637000.0,20342000.0
Stock-based compensation,167597000.0,0.0,0.0,28613000.0,0.0
Operating Cash Flow,250230000.0,0.0,115060000.0,92452000.0,112257000.0
Capital Expenditure,83088000.0,0.0,-122756000.0,-25199000.0,-79383000.0
Acquisitions and disposals,-324634000.0,-0.0,0.0,-691348000.0,-38742000.0
Investment purchases and sales,0.0,0.0,0.0,200064000.0,0.0
Investing Cash flow,-396378000.0,0.0,-124606000.0,-467537000.0,-120981000.0
Issuance (repayment) of debt,-54955000.0,-0.0,182098000.0,453000000.0,291792000.0
Issuance (buybacks) of shares,-213394000.0,0.0,-5000.0,99792000.0,0.0
Dividend payments,-183000000.0,-0.0,-200615000.0,0.0,-243000000.0
Financing Cash Flow,287675000.0,0.0,-19495000.0,500861000.0,48067000.0
Effect of forex changes on cash,-670000.0,0.0,1481000.0,-298000.0,-3706000.0
Net cash flow / Change in cash,213394000.0,0.0,-27560000.0,125478000.0,35637000.0
Free Cash Flow,167142000.0,0.0,-7696000.0,67253000.0,32874000.0
Net Cash/Marketcap,0.0,0.0,-0.314,-0.314,-0.314
