Date,2018-03,2017-03,2016-03,2015-03,2014-03
Cash and cash equivalents,424938000000.0,376195000000.0,374020000000.0,351363000000.0,335174000000.0
Short-term investments,196802000000.0,297371000000.0,315179000000.0,279595000000.0,276231000000.0
Cash and short-term investments,196802000000.0,297371000000.0,315179000000.0,279595000000.0,276231000000.0
Receivables,352152000000.0,314262000000.0,284016000000.0,313164000000.0,274842000000.0
Inventories,364875000000.0,331155000000.0,327875000000.0,354499000000.0,335802000000.0
Total current assets,1680461000000.0,1671773000000.0,1660288000000.0,1563637000000.0,1269269000000.0
Property Plant & Equipment Net,300924000000.0,266604000000.0,264487000000.0,261491000000.0,270557000000.0
Goodwill and Intangible Assets,224454000000,171705000000,161705000000,158782000000,175958000000
Long-term investments,1076395000000.0,1153002000000.0,1151533000000.0,1072040000000.0,753059000000.0
Tax assets,000000.0,000000.0,000000.0,42314000000.0,41499000000.0
Total non-current assets,400845000000.0,411590000000.0,442953000000.0,449614000000.0,399170000000.0
Total assets,3157077000000.0,3110470000000.0,3095049000000.0,3021184000000.0,2636704000000.0
Payables,149734000000.0,129460000000.0,115644000000.0,119654000000.0,122424000000.0
Short-term debt,9438000000.0,8426000000.0,14635000000.0,13570000000.0,16424000000.0
Total current liabilities,419986000000.0,364661000000.0,367832000000.0,356251000000.0,327451000000.0
Long-term debt,20237000000.0,16409000000.0,18115000000.0,17881000000.0,19466000000.0
Total debt,20237000000.0,16409000000.0,18115000000.0,17881000000.0,19466000000.0
Deferred revenue,,,,,
Tax Liabilities,223530000000.0,258859000000.0,271220000000.0,292454000000.0,235954000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,400845000000.0,411590000000.0,442953000000.0,449614000000.0,399170000000.0
Total liabilities,820831000000.0,776251000000.0,810785000000.0,805865000000.0,726621000000.0
Other comprehensive income,411980000000.0,447479000000.0,469803000000.0,469673000000.0,250963000000.0
Retained earnings (deficit),1675780000000.0,1638116000000.0,1571002000000.0,1502310000000.0,1415784000000.0
Total shareholders equity,2336246000000.0,2334219000000.0,2284264000000.0,2215319000000.0,1910083000000.0
Investments,1076395000000.0,1153002000000.0,1151533000000.0,1072040000000.0,753059000000.0
Net Debt,-395263000000,-351360000000,-341270000000,-319912000000,-299284000000
Other Assets,216537000000,200176000000,216234000000,187936000000,114390000000
Other Liabilities,162082000000,117050000000,129241000000,109163000000,107630000000
