date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,otherInvestingActivites,10000000.0,72000000.0,9000000.0,-6000000.0,-4000000.0,102000000.0,102000000.0,46000000.0,14000000.0,55000000.0,-66000000.0,-760000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33000000.0
,netCashUsedForInvestingActivites,-580000000.0,-6444000000.0,222000000.0,-3086000000.0,-1403000000.0,-2817000000.0,-596000000.0,-856000000.0,-2686000000.0,-2718000000.0,-2689000000.0,-1732000000.0,-2399000000.0,-1367000000.0,-1460000000.0,-2241000000.0,-938000000.0,-969000000.0,-1927000000.0,-1050000000.0,-1373000000.0,-1114000000.0,-1572000000.0,-357000000.0,-1261000000.0,-1208000000.0,-1171000000.0,-1092000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3482000000.0,-2716000000.0,-1034000000.0,-962000000.0,-992000000.0,-800000000.0,-1625000000.0,-859000000.0,-612000000.0,-1429000000.0,-556000000.0,-519000000.0,-1080000000.0,-1580000000.0,-440000000.0,-656000000.0,-868000000.0,-719000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,547000000.0,485000000.0,734000000.0,804000000.0,635000000.0,968000000.0,1609000000.0,1012000000.0,902000000.0,666000000.0,431000000.0,289000000.0,796000000.0,523000000.0,545000000.0,508000000.0,555000000.0,522000000.0,462000000.0,425000000.0,390000000.0,292000000.0,355000000.0,268000000.0,214000000.0,138000000.0,181000000.0
,commonStockRepurchased,-368000000.0,-1407000000.0,-4870000000.0,-2068000000.0,-3753000000.0,-5238000000.0,-5652000000.0,-5212000000.0,-2204000000.0,-2701000000.0,-854000000.0,-17000000.0,-1631000000.0,-3239000000.0,-2351000000.0,-2377000000.0,-1791000000.0,-685000000.0,-942000000.0,-1322000000.0,-814000000.0,-825000000.0,-618000000.0,-1693000000.0,-532000000.0,-351000000.0,-689000000.0,-706000000.0
,dividendsPaid,-3388000000.0,-3316000000.0,-3193000000.0,-2803000000.0,-2678000000.0,-2561000000.0,-2216000000.0,-1730000000.0,-1635000000.0,-1555000000.0,-1500000000.0,-1431000000.0,-1398000000.0,-1380000000.0,-1376000000.0,-1286000000.0,-1125000000.0,-1034000000.0,-968000000.0,-948000000.0,-918000000.0,-901000000.0,-887000000.0,-876000000.0,-803000000.0,-790000000.0,-744000000.0,-721000000.0
,otherFinancingActivites,-98000000.0,-197000000.0,-56000000.0,-121000000.0,-42000000.0,34000000.0,-713000000.0,124000000.0,47000000.0,-14000000.0,39000000.0,17000000.0,-63000000.0,54000000.0,8000000.0,-76000000.0,-15000000.0,-23000000.0,-78000000.0,-17000000.0,-60000000.0,-51000000.0,-96000000.0,-22000000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-5300000000.0,-1124000000.0,-6701000000.0,-2655000000.0,-4626000000.0,-3648000000.0,-6603000000.0,-5246000000.0,-2058000000.0,-3675000000.0,-2121000000.0,-2014000000.0,-1766000000.0,-2547000000.0,-2061000000.0,-3679000000.0,-2534000000.0,-1627000000.0,-1021000000.0,-1716000000.0,-1131000000.0,-1728000000.0,-738000000.0,-1759000000.0,-906000000.0,-901000000.0,-740000000.0,-1128000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,48000000.0,-2000000.0,-160000000.0,156000000.0,-33000000.0,-54000000.0,-111000000.0,-17000000.0,108000000.0,-49000000.0,-27000000.0,-4000000.0,-415000000.0,88000000.0,57000000.0,-23000000.0,111000000.0,41000000.0,-42000000.0,2000000.0,93000000.0,-20000000.0,-83000000.0,57000000.0,54000000.0,37000000.0,5000000.0,21000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2281000000.0,-500000000.0,-200000000.0,655000000.0,600000000.0,-99000000.0,-684000000.0,-302000000.0,664000000.0,-1158000000.0,337000000.0,1191000000.0,-47000000.0,449000000.0,375000000.0,-1685000000.0,921000000.0,1218000000.0,2000000.0,314000000.0,-85000000.0,176000000.0,-19000000.0,-353000000.0,98000000.0,188000000.0,23000000.0,0.0
,cashAtEndOfPeriod,4634000000.0,2353000000.0,2853000000.0,3053000000.0,2398000000.0,1798000000.0,1897000000.0,2581000000.0,2883000000.0,2219000000.0,3377000000.0,3040000000.0,1849000000.0,1896000000.0,1447000000.0,1072000000.0,2757000000.0,1836000000.0,618000000.0,616000000.0,302000000.0,387000000.0,211000000.0,230000000.0,583000000.0,485000000.0,297000000.0,0.0
,cashAtBeginningOfPeriod,2353000000.0,2853000000.0,3053000000.0,2398000000.0,1798000000.0,1897000000.0,2581000000.0,2883000000.0,2219000000.0,3377000000.0,3040000000.0,1849000000.0,1896000000.0,1447000000.0,1072000000.0,2757000000.0,1836000000.0,618000000.0,616000000.0,302000000.0,387000000.0,211000000.0,230000000.0,583000000.0,485000000.0,297000000.0,274000000.0,382000000.0
,operatingCashFlow,8113000000.0,7070000000.0,6439000000.0,6240000000.0,6662000000.0,6420000000.0,6626000000.0,5817000000.0,5300000000.0,5284000000.0,5174000000.0,4941000000.0,4533000000.0,4275000000.0,3839000000.0,4258000000.0,4282000000.0,3773000000.0,2992000000.0,3078000000.0,2326000000.0,3038000000.0,2374000000.0,1706000000.0,2211000000.0,2260000000.0,1929000000.0,2091000000.0
,capitalExpenditure,-1501000000.0,-1699000000.0,-1577000000.0,-1373000000.0,-1420000000.0,-1461000000.0,-1493000000.0,-1665000000.0,-1484000000.0,-1379000000.0,-1091000000.0,-903000000.0,-1471000000.0,886000000.0,-1168000000.0,-943000000.0,-937000000.0,-677000000.0,-763000000.0,-980000000.0,-1115000000.0,-1039000000.0,-1430000000.0,-1406000000.0,-1109000000.0,-1088000000.0,-1148000000.0,-1112000000.0
,freeCashFlow,6612000000.0,5371000000.0,4862000000.0,4867000000.0,5242000000.0,4959000000.0,5133000000.0,4152000000.0,3816000000.0,3905000000.0,4083000000.0,4038000000.0,3062000000.0,2853000000.0,2671000000.0,3315000000.0,3345000000.0,3096000000.0,2229000000.0,2098000000.0,1211000000.0,1999000000.0,944000000.0,300000000.0,1102000000.0,1172000000.0,781000000.0,979000000.0
