Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,31000.0,3966000.0,3194000.0,6421000.0,217000.0,3252000.0,5976000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,31000.0,3966000.0,3194000.0,6421000.0,217000.0,3252000.0,5976000.0
Receivables,7935000.0,7028000.0,8251000.0,0.0,0.0,0.0,15172000.0
Inventories,0.0,0.0,0.0,0.0,18916000.0,0.0,0.0
Total current assets,31018000.0,30450000.0,26718000.0,31036000.0,57588000.0,63445000.0,21148000.0
Property Plant & Equipment Net,1195591000.0,891775000.0,899278000.0,878560000.0,866309000.0,622746000.0,388116000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1203584000.0,894978000.0,899871000.0,887521000.0,866837000.0,623359000.0,388116000.0
Total assets,1234602000.0,925428000.0,926589000.0,918557000.0,924425000.0,686804000.0,409264000.0
Payables,15683000.0,9401000.0,23602000.0,18007000.0,46155000.0,70635000.0,41190000.0
Short-term debt,311800000.0,84000000.0,149500000.0,2300000.0,73500000.0,31300000.0,0.0
Total current liabilities,72077000.0,48899000.0,25978000.0,26296000.0,47783000.0,72741000.0,41190000.0
Long-term debt,311750000.0,393215000.0,149500000.0,167000000.0,73500000.0,31300000.0,0.0
Total debt,623550000.0,477215000.0,299000000.0,169300000.0,147000000.0,62600000.0,0.0
Deferred revenue,362300000.0,401300000.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1017662000.0,870430000.0,149500000.0,167000000.0,73500000.0,31300000.0,0.0
Total liabilities,846849000.0,593985000.0,532834000.0,568502000.0,611315000.0,393249000.0,41190000.0
Other comprehensive income,387753000,331443000,393755000,350055000,313110000,293555000,0.0
Retained earnings (deficit),0.0,0.0,0.0,0.0,0.0,0.0,
Total shareholders equity,387753000.0,331443000.0,393755000.0,350055000.0,313110000.0,293555000.0,368074000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,623519000.0,473249000.0,295806000.0,162879000.0,146783000.0,59348000.0,-5976000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,-242890000.0,-325344000.0,357356000.0,375206000.0,490032000.0,289208000.0,0.0
