Date,2018-12,2017-12,2016-12,2015-12,2014-12
Depreciation & Amortization,49000000.0,34000000.0,27000000.0,22000000.0,19000000.0
Stock-based compensation,140000000.0,146000000.0,114000000.0,82000000.0,46000000.0
Operating Cash Flow,224000000.0,214000000.0,160000000.0,111000000.0,81000000.0
Capital Expenditure,-80000000.0,-78000000.0,-69000000.0,-51000000.0,-38000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-76000000,-46000000,-84000000,-174000000,-497000000
Investing Cash flow,-210000000.0,-163000000.0,358000000.0,-225000000.0,-535000000.0
Issuance (repayment) of debt,-9000000.0,-6000000.0,-6000000.0,-5000000.0,-7000000.0
Issuance (buybacks) of shares,-65000000.0,-68000000.0,-95000000.0,-78000000.0,-40000000.0
Dividend payments,,,,,
Financing Cash Flow,-15000000.0,30000000.0,-554000000.0,117000000.0,484000000.0
Effect of forex changes on cash,-3000000.0,1000000.0,0000000.0,-2000000.0,-1000000.0
Net cash flow / Change in cash,-4000000.0,82000000.0,-36000000.0,1000000.0,29000000.0
Free Cash Flow,144000000.0,136000000.0,90000000.0,60000000.0,42000000.0
Net Cash/Marketcap,,,,,
