Date,1999-03,1998-03,1997-03,1996-03,1995-03
Depreciation & Amortization,21000000.0,14000000.0,13000000.0,10000000.0,6000000.0
Stock-based compensation,,,,,
Operating Cash Flow,2000000.0,19000000.0,6000000.0,32000000.0,46000000.0
Capital Expenditure,-147000000.0,-25000000.0,-10000000.0,-7000000.0,-5000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,7000000,3000000,0,0,0
Investing Cash flow,-150000000.0,-22000000.0,-50000000.0,-44000000.0,-63000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,154000000.0,-1000000.0,2000000.0,54000000.0,0000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,6000000.0,-3000000.0,-43000000.0,42000000.0,-17000000.0
Free Cash Flow,-145000000.0,-6000000.0,-4000000.0,24000000.0,41000000.0
Net Cash/Marketcap,,,,,
