date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-28_FY,2007-12-30_FY,2006-12-31_FY,2005-12-25_FY,2004-12-26_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,1999-12-26_FY,1998-12-27_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1994-12-25_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,241700000.0,1116500000.0,1414200000.0,1975900000.0,359500000.0,514000000.0,567300000.0,443000000.0,676300000.0,708000000.0,720000000.0,388000000.0,497000000.0,361031000.0,135000000.0,197000000.0,175000000.0,162000000.0,123000000.0,109617000.0,92000000.0,68000000.0,82000000.0,43000000.0,43178000.0,58000000.0
,depreciationAndAmortization,859000000.0,857500000.0,812800000.0,388400000.0,314400000.0,313000000.0,320500000.0,272700000.0,217100000.0,202300000.0,187400000.0,273400000.0,345800000.0,438354000.0,392800000.0,265900000.0,236800000.0,230300000.0,121100000.0,129283000.0,123800000.0,115800000.0,117200000.0,121100000.0,122830000.0,120800000.0
,deferredIncomeTax,233700000.0,225200000.0,-53200000.0,1050700000.0,51800000.0,200000.0,-17600000.0,72500000.0,38900000.0,68000000.0,127800000.0,85100000.0,-97900000.0,1368000.0,-23000000.0,6200000.0,53500000.0,-2800000.0,-19200000.0,6870000.0,20600000.0,-8800000.0,-15000000.0,17700000.0,-1744000.0,20100000.0
,stockBasedCompensation,8500000.0,42600000.0,58300000.0,29900000.0,18400000.0,23500000.0,19500000.0,14000000.0,24700000.0,27400000.0,22000000.0,55000000.0,37387000.0,22143000.0,55229000.0,0.0,412000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-12500000.0,-88000000.0,16800000.0,187200000.0,22600000.0,15000000.0,96400000.0,56900000.0,-130800000.0,-239100000.0,-234300000.0,-410200000.0,-235600000.0,-1817000.0,-215100000.0,11600000.0,69900000.0,-131000000.0,300000.0,20324000.0,-37200000.0,21300000.0,53900000.0,300000.0,-75441000.0,-13400000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000000.0,0.0,-7000000.0,-63000000.0,-128000000.0,-47715000.0,0.0,0.0,0.0,31067000.0,-254425000.0,17000000.0,0.0,-19000000.0,-10000000.0,-8000000.0,5000000.0,0.0,-30000000.0
,inventory,-17700000.0,-10600000.0,21300000.0,-23200000.0,10900000.0,-16500000.0,4200000.0,54100000.0,-17100000.0,-10100000.0,-11000000.0,39000000.0,-23133000.0,7825000.0,0.0,0.0,-5549000.0,39210000.0,-5000000.0,-3087000.0,-4000000.0,3000000.0,15000000.0,18000000.0,2135000.0,5000000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70600000.0,0.0,45300000.0,0.0,0.0,0.0,4151000.0,0.0,0.0,0.0,0.0,-24000000.0,0.0,-36000000.0,-12000000.0,-9000000.0,9000000.0,0.0,-44000000.0
,otherWorkingCapital,19700000.0,-66600000.0,-28300000.0,-100000.0,61900000.0,-43500000.0,-156800000.0,-850700000.0,-68300000.0,887000000.0,182000000.0,121000000.0,41237000.0,-15247000.0,-2232826000.0,-40403000.0,-14250000.0,-93995000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,280900000.0,308000000.0,52000000.0,398700000.0,-128900000.0,7000000.0,20300000.0,133200000.0,0.0,8600000.0,20100000.0,75200000.0,106500000.0,7105000.0,132700000.0,19400000.0,9200000.0,400000.0,-31800000.0,11068000.0,-29700000.0,-15000000.0,22300000.0,12500000.0,0.0,800000.0
,netCashProvidedByOperatingActivites,1897300000.0,2331300000.0,1866300000.0,1126900000.0,696400000.0,1272600000.0,1168200000.0,974400000.0,868100000.0,749700000.0,824200000.0,411500000.0,616000000.0,833244000.0,422300000.0,499900000.0,544100000.0,258500000.0,193400000.0,285417000.0,169800000.0,181100000.0,260600000.0,195100000.0,90097000.0,186400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-593800000.0,-651700000.0,-599600000.0,-341800000.0,-275000000.0,-259500000.0,-293900000.0,-222300000.0,-235400000.0,-177900000.0,-124700000.0,-230500000.0,-428300000.0,-446376000.0,-406000000.0,-211500000.0,-240500000.0,-246800000.0,-244500000.0,-154324000.0,-134400000.0,-104500000.0,-60400000.0,-300000.0,-145797000.0,-160300000.0
,acquisitionsNet,0.0,0.0,0.0,-11961000000.0,-91000000.0,0.0,0.0,-2258300000.0,-41000000.0,-19800000.0,-41000000.0,39000000.0,-26700000.0,29000000.0,-16561000.0,0.0,0.0,-1587300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9900000.0,-10000000.0,0.0,22000000.0,-22777000.0,-27982000.0,0.0,0.0,0.0,0.0,0.0,-356741000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22400000.0,-10800000.0,0.0,0.0,0.0,34152000.0,0.0,0.0,0.0,232758000.0,0.0,208176000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,44600000.0,-49900000.0,900000.0,8500000.0,12600000.0,1100000.0,3800000.0,-154500000.0,6700000.0,-58900000.0,0.0,0.0,0.0,36810000.0,0.0,0.0,0.0,0.0,0.0,-1079000.0,0.0,0.0,0.0,0.0,-14823000.0,0.0
,netCashUsedForInvestingActivites,-433300000.0,-669100000.0,-538200000.0,-12286600000.0,-334700000.0,-239400000.0,-277000000.0,-2625800000.0,-338100000.0,-267400000.0,-194100000.0,-269500000.0,-439100000.0,-294813000.0,-312700000.0,-67400000.0,-229900000.0,-1584300000.0,-196700000.0,-297541000.0,-90800000.0,-124000000.0,-127900000.0,-56900000.0,-116172000.0,-174700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
