date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-503000000.0,-991000000.0,-202600000.0,-199700000.0,-738800000.0,-1098100000.0,-1220500000.0,-893100000.0,-196500000.0,-333800000.0,-223600000.0,0.0,-592900000.0,-1738400000.0,-1093600000.0,-691700000.0,-221300000.0,-172800000.0,-369900000.0,-267600000.0,-223900000.0,-237900000.0,-220200000.0
,dividendsPaid,-420000000.0,-378000000.0,-337200000.0,-290400000.0,-285100000.0,-272100000.0,-236000000.0,-197300000.0,-143000000.0,-126100000.0,-103400000.0,-98200000.0,-96800000.0,-85200000.0,-79500000.0,-60300000.0,-44700000.0,-26800000.0,-27800000.0,-28300000.0,-7200000.0,-120100000.0,-137400000.0
,otherFinancingActivites,-63000000.0,-33000000.0,-15000000.0,-31300000.0,-19300000.0,26700000.0,-153700000.0,22200000.0,600000.0,7100000.0,7000000.0,5000000.0,6800000.0,50800000.0,103200000.0,-2300000.0,0.0,0.0,0.0,0.0,0.0,7500000.0,3900000.0
,netCashUsedProvidedByFinancingActivities,-351000000.0,-1563000000.0,-411500000.0,1607200000.0,-1009800000.0,-461000000.0,-1064500000.0,-498800000.0,202600000.0,-417700000.0,-241300000.0,-348800000.0,-344800000.0,-861500000.0,-965200000.0,-666500000.0,-162300000.0,-227700000.0,-236600000.0,-233000000.0,81600000.0,-211700000.0,-227300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,47000000.0,-1000000.0,-29700000.0,85300000.0,-24200000.0,-62700000.0,-89200000.0,-2000000.0,19900000.0,-17600000.0,2500000.0,26800000.0,-51000000.0,20400000.0,18700000.0,-11100000.0,4400000.0,5600000.0,2100000.0,800000.0,100000.0,-300000.0,-1400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,765000000.0,147000000.0,613500000.0,-980000000.0,294100000.0,537900000.0,-700000000.0,164100000.0,995400000.0,100400000.0,185700000.0,228000000.0,-180400000.0,18200000.0,-77900000.0,-120100000.0,337000000.0,229200000.0,-123300000.0,44100000.0,115700000.0,22600000.0,0.0
,cashAtEndOfPeriod,2597000000.0,1832000000.0,1685000000.0,1071500000.0,2051500000.0,1757400000.0,1219500000.0,1919500000.0,1755400000.0,760000000.0,659600000.0,473900000.0,245900000.0,426300000.0,408100000.0,486000000.0,606100000.0,269100000.0,39900000.0,163200000.0,119100000.0,113200000.0,0.0
,cashAtBeginningOfPeriod,1832000000.0,1685000000.0,1071500000.0,2051500000.0,1757400000.0,1219500000.0,1919500000.0,1755400000.0,760000000.0,659600000.0,473900000.0,245900000.0,426300000.0,408100000.0,486000000.0,606100000.0,269100000.0,39900000.0,163200000.0,119100000.0,3400000.0,90600000.0,81800000.0
,operatingCashFlow,2146000000.0,1675000000.0,1461100000.0,747500000.0,1226100000.0,1153600000.0,1018600000.0,926800000.0,823100000.0,803300000.0,653300000.0,643800000.0,534700000.0,984000000.0,752500000.0,707900000.0,519700000.0,468400000.0,334800000.0,306300000.0,67600000.0,344700000.0,342200000.0
,capitalExpenditure,-103000000.0,-69000000.0,-90400000.0,-90600000.0,-115200000.0,-89000000.0,-74600000.0,-42300000.0,-45000000.0,-67700000.0,-79000000.0,-90700000.0,-84400000.0,-181800000.0,-31100000.0,-31300000.0,-21300000.0,-17900000.0,-18100000.0,-14800000.0,-12300000.0,-44100000.0,-55400000.0
,freeCashFlow,2043000000.0,1606000000.0,1370700000.0,656900000.0,1110900000.0,1064600000.0,944000000.0,884500000.0,778100000.0,735600000.0,574300000.0,553100000.0,450300000.0,802200000.0,721400000.0,676600000.0,498400000.0,450500000.0,316700000.0,291500000.0,55300000.0,300600000.0,286800000.0
