Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,1000000.0,1000000.0,1000000.0,3000000.0,3000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,13000000.0,12000000.0,7000000.0,11000000.0,9000000.0
Inventories,,,,,
Total current assets,953000000.0,669000000.0,647000000.0,647000000.0,633000000.0
Property, Plant & Equipment Net,655000000.0,417000000.0,388000000.0,385000000.0,407000000.0
Goodwill and Intangible Assets,56000000,8000000,9000000,9000000,9000000
Long-term investments,233000000.0,241000000.0,247000000.0,250000000.0,212000000.0
Tax assets,,,,,
Total non-current assets,597000000.0,295000000.0,251000000.0,256000000.0,218000000.0
Total assets,987000000.0,690000000.0,657000000.0,664000000.0,648000000.0
Payables,9000000.0,8000000.0,11000000.0,7000000.0,6000000.0
Short-term debt,,,,,
Total current liabilities,26000000.0,22000000.0,22000000.0,17000000.0,22000000.0
Long-term debt,593000000.0,292000000.0,248000000.0,252000000.0,212000000.0
Total debt,593000000.0,292000000.0,248000000.0,252000000.0,212000000.0
Deferred revenue,000000.0,3000000.0,3000000.0,000000.0,6000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,597000000.0,295000000.0,251000000.0,256000000.0,218000000.0
Total liabilities,623000000.0,317000000.0,273000000.0,273000000.0,240000000.0
Other comprehensive income,311000000.0,320000000.0,326000000.0,334000000.0,351000000.0
Retained earnings (deficit),,,,,
Total shareholders equity,364000000.0,373000000.0,384000000.0,391000000.0,408000000.0
Investments,233000000.0,241000000.0,247000000.0,250000000.0,212000000.0
Net Debt,592000000,291000000,247000000,249000000,209000000
Other Assets,25000000,6000000,4000000,6000000,8000000
Other Liabilities,4000000,0,0,6000000,4000000
