date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-12-30_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,191355000.0,173553000.0,121887000.0,129437000.0,143086000.0,143086000.0,133046000.0,189176000.0,364888000.0,221645000.0,153330000.0,136051000.0,89845000.0,65347000.0,43872000.0,32817000.0,74033000.0,77674000.0,67876000.0,64843000.0,50313000.0,61700000.0,86700000.0,103900000.0,93600000.0
,depreciationAndAmortization,73991000.0,76650000.0,83003000.0,71564000.0,72397000.0,72397000.0,71365000.0,54924000.0,34923000.0,33412000.0,32850000.0,29616000.0,28557000.0,30393000.0,32967000.0,29132000.0,31366000.0,28661000.0,23084000.0,21602000.0,32426000.0,37602000.0,33200000.0,41000000.0,24000000.0
,deferredIncomeTax,-11914000.0,1965000.0,-14929000.0,39213000.0,-17652000.0,-17652000.0,17362000.0,10399000.0,-41748000.0,4692000.0,108000.0,-13735000.0,12350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,24060000.0,9909000.0,26609000.0,19314000.0,8890000.0,8890000.0,7400000.0,17504000.0,32620000.0,21358000.0,15450000.0,10835000.0,9989000.0,7273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-23064000.0,23824000.0,29163000.0,15093000.0,-292674000.0,309205000.0,-117543000.0,74796000.0,62242000.0,-9616000.0,82838000.0,53347000.0,28695000.0,28861000.0,-14243000.0,-39680000.0,31697000.0,-26167000.0,-37071000.0,28126000.0,29678000.0,48235000.0,-90000000.0,63200000.0,-25000000.0
,accountsReceivables,-11207000.0,2746000.0,-10453000.0,-103000.0,3357000.0,3357000.0,-2246000.0,30766000.0,-34304000.0,-7884000.0,-5890000.0,-6649000.0,-7043000.0,7069000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-31137000.0,18446000.0,-33371000.0,7537000.0,9801000.0,9801000.0,59652000.0,-16518000.0,-207436000.0,-22605000.0,2415000.0,-4293000.0,9740000.0,-14910000.0,-12312000.0,163000.0,-11925000.0,-4136000.0,4968000.0,-4051000.0,-2240000.0,3736000.0,-2100000.0,-3600000.0,-7600000.0
,accountsPayables,24836000.0,-7184000.0,-9164000.0,6834000.0,13443000.0,13443000.0,-4297000.0,-45953000.0,32643000.0,15831000.0,6077000.0,-568000.0,3602000.0,-6139000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,360342000.0,383406000.0,359582000.0,330419000.0,315326000.0,608000000.0,298795000.0,416338000.0,341542000.0,279300000.0,288916000.0,206078000.0,152731000.0,124036000.0,95175000.0,109418000.0,149098000.0,117401000.0,143568000.0,180639000.0,152513000.0,122835000.0,74600000.0,164600000.0,101400000.0
,otherNonCashItems,46163000.0,44460000.0,-13644000.0,0.0,31355000.0,0.0,0.0,0.0,0.0,0.0,153330000.0,0.0,0.0,0.0,8129000.0,28285000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,100000.0
,netCashProvidedByOperatingActivites,379141000.0,177931000.0,202738000.0,302555000.0,275263000.0,275263000.0,322109000.0,-56464000.0,530176000.0,310976000.0,224315000.0,187883000.0,133944000.0,103307000.0,48653000.0,75795000.0,114100000.0,130350000.0,109026000.0,111116000.0,74417000.0,43388000.0,30300000.0,118600000.0,92700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-63823000.0,-66067000.0,-70371000.0,-60156000.0,-50221000.0,-50221000.0,-56622000.0,-101476000.0,-185103000.0,-96645000.0,-41809000.0,-53783000.0,-20215000.0,-16007000.0,-22736000.0,-37661000.0,-30884000.0,-34996000.0,-23518000.0,-19026000.0,-15126000.0,-23030000.0,-43300000.0,-47100000.0,-7400000.0
,acquisitionsNet,-15000000.0,-8000000.0,-39000000.0,-32000000.0,-9000000.0,-9000000.0,0.0,0.0,0.0,-13000000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-14693000.0,-8432000.0,-11420000.0,-11332000.0,-17080000.0,-247208000.0,-15750000.0,-17522000.0,-21671000.0,-15737000.0,-24361000.0,0.0,0.0,-13910000.0,-136750000.0,-173925000.0,-160380000.0,-198198000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,14037000.0,11160000.0,11536000.0,11269000.0,18132000.0,0.0,11526000.0,27328000.0,13075000.0,20086000.0,6634000.0,0.0,0.0,19135000.0,131525000.0,173925000.0,170610000.0,185015000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,224772000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5548000.0,0.0,0.0,-7505000.0,0.0,60000.0,-700000.0,1000000.0,-13300000.0
,netCashUsedForInvestingActivites,-79428000.0,-71412000.0,-108761000.0,-91964000.0,-57861000.0,-72657000.0,-60846000.0,-91670000.0,-193699000.0,-104858000.0,-71199000.0,-53783000.0,-20215000.0,-10782000.0,-27961000.0,-37661000.0,-26202000.0,-48179000.0,-23518000.0,-26531000.0,-15126000.0,-22970000.0,-44000000.0,-46100000.0,-20700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
