Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,4599000.0,2274000.0,13237000.0,165315000.0,156877000.0
Short-term investments,526000.0,526000.0,3932000.0,3541000.0,36206000.0
Cash and short-term investments,5125000.0,2800000.0,17169000.0,168856000.0,193083000.0
Receivables,32945000.0,24518000.0,109814000.0,152582000.0,107497000.0
Inventories,11906000.0,15840000.0,12266000.0,0.0,6975000.0
Total current assets,73883000.0,131312000.0,154333000.0,393569000.0,381314000.0
Property, Plant & Equipment Net,21150000.0,23392000.0,126985000.0,125793000.0,106438000.0
Goodwill and Intangible Assets,2452000.0,2988000.0,2931000.0,107740000.0,66605000.0
Long-term investments,69606000.0,69606000.0,2214000.0,16278000.0,160000.0
Tax assets,140000.0,290000.0,1025000.0,848000.0,1024000.0
Total non-current assets,114845000.0,185999000.0,207485000.0,316001000.0,206593000.0
Total assets,188728000.0,317311000.0,361818000.0,709570000.0,587907000.0
Payables,16350000.0,19064000.0,74032000.0,129672000.0,110928000.0
Short-term debt,44766000.0,40478000.0,147668000.0,248763000.0,74993000.0
Total current liabilities,166531000.0,386306000.0,330528000.0,473551000.0,252309000.0
Long-term debt,20074000.0,23230000.0,36696000.0,13247000.0,42667000.0
Total debt,64840000.0,63708000.0,184364000.0,262010000.0,117660000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,808000.0,815000.0,7120000.0,8201000.0,7328000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,22127000.0,28649000.0,44218000.0,19461000.0,73490000.0
Total liabilities,188658000.0,414955000.0,374746000.0,493012000.0,325799000.0
Other comprehensive income,-35115000.0,-33874000.0,-32744000.0,-16509000.0,-4252000.0
Retained earnings (deficit),-570126000.0,-557844000.0,-466764000.0,-246068000.0,-61270000.0
Total shareholders equity,-3921000.0,-101745000.0,-16874000.0,212979000.0,262108000.0
Investments,70132000.0,70132000.0,6146000.0,19819000.0,36366000.0
Net Debt,60241000.0,,,,
Other Assets,23907000.0,72131000.0,,,
Other Liabilities,105415000.0,326764000.0,108828000.0,95116000.0,66388000.0
