Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,146000000.0,141000000.0,176000000.0,122000000.0,85000000.0
Revenue Growth,,,,,
Cost of Revenue,45000000.0,43000000.0,51000000.0,45000000.0,44000000.0
Gross Profit,101000000.0,98000000.0,124000000.0,77000000.0,41000000.0
R&D Expenses,1000000.0,6000000.0,8000000.0,4000000.0,5000000.0
SG&A Expense,77000000.0,99000000.0,97000000.0,63000000.0,63000000.0
Operating Expenses,151000000.0,191000000.0,200000000.0,100000000.0,75000000.0
Operating Income,-49000000.0,-94000000.0,-76000000.0,-23000000.0,-34000000.0
Interest Expense,37000000.0,38000000.0,38000000.0,19000000.0,4000000.0
Earnings before Tax,-77000000.0,-169000000.0,-141000000.0,-49000000.0,-46000000.0
Income Tax Expense,0000000.0,0000000.0,7000000.0,-14000000.0,-21000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-77000000.0,-170000000.0,-148000000.0,-35000000.0,-26000000.0
Preferred Dividends,,,,,
Net Income Com,-77000000.0,-170000000.0,-148000000.0,-35000000.0,-26000000.0
EPS,-7.21,-21.67,-27.80,-9.30,-7.00
EPS Diluted,-7.21,-21.67,-27.80,-9.30,-7.00
Weighted Average Shs Out,11000000.0,8000000.0,5000000.0,4000000.0,4000000.0
Weighted Average Shs Out (Dil),11000000.0,8000000.0,5000000.0,4000000.0,4000000.0
Dividend per Share,,,,,
Gross Margin,0.69178082191781,0.69503546099291,0.70454545454545,0.63114754098361,0.48235294117647
EBITDA Margin,0.23287671232877,-0.31914893617021,-0.045454545454545,0.024590163934426,-0.4
EBIT Margin,-0.27397260273973,-0.93617021276596,-0.58522727272727,-0.24590163934426,-0.50588235294118
Profit Margin,-0.52739726027397,-1.2056737588652,-0.84090909090909,-0.28688524590164,-0.30588235294118
Free Cash Flow margin,,,,,
EBITDA,34000000.0,-45000000.0,-8000000.0,3000000.0,-34000000.0
EBIT,-40000000,-132000000,-103000000,-30000000,-43000000
Consolidated Income,-77000000.0,-170000000.0,-148000000.0,-35000000.0,-26000000.0
Earnings Before Tax Margin,-0.52739726027397,-1.1985815602837,-0.80113636363636,-0.4016393442623,-0.54117647058824
Net Profit Margin,-0.52739726027397,-1.2056737588652,-0.84090909090909,-0.28688524590164,-0.30588235294118
