Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,484000000.0,517000000.0,466000000.0,626000000.0,786000000.0
Short-term investments,000000.0,000000.0,000000.0,000000.0,5000000.0
Cash and short-term investments,000000.0,000000.0,000000.0,000000.0,5000000.0
Receivables,1453000000.0,1465000000.0,1342000000.0,1226000000.0,1087000000.0
Inventories,1097000000.0,1125000000.0,1099000000.0,1002000000.0,869000000.0
Total current assets,8811000000.0,9654000000.0,8699000000.0,7627000000.0,4546000000.0
Property, Plant & Equipment Net,1116000000.0,1214000000.0,1200000000.0,1154000000.0,998000000.0
Goodwill and Intangible Assets,7265000000,8016000000,7121000000,6200000000,3208000000
Long-term investments,,,,,
Tax assets,211000000.0,187000000.0,169000000.0,151000000.0,112000000.0
Total non-current assets,2844000000.0,2757000000.0,3411000000.0,2924000000.0,1783000000.0
Total assets,12300000000.0,13163000000.0,11971000000.0,10789000000.0,7577000000.0
Payables,759000000.0,697000000.0,624000000.0,564000000.0,502000000.0
Short-term debt,491000000.0,1246000000.0,674000000.0,926000000.0,567000000.0
Total current liabilities,2952000000.0,3718000000.0,2853000000.0,2950000000.0,2038000000.0
Long-term debt,1674000000.0,1364000000.0,1905000000.0,1521000000.0,607000000.0
Total debt,1674000000.0,1364000000.0,1905000000.0,1521000000.0,607000000.0
Deferred revenue,,,,,
Tax Liabilities,257000000.0,383000000.0,422000000.0,383000000.0,165000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,2844000000.0,2757000000.0,3411000000.0,2924000000.0,1783000000.0
Total liabilities,5796000000.0,6475000000.0,6264000000.0,5874000000.0,3821000000.0
Other comprehensive income,-280000000.0,477000000.0,293000000.0,115000000.0,-214000000.0
Retained earnings (deficit),6221000000.0,5749000000.0,5261000000.0,4687000000.0,3933000000.0
Total shareholders equity,6504000000.0,6688000000.0,5707000000.0,4915000000.0,3756000000.0
Investments,,,,,
Net Debt,1681000000,2093000000,2113000000,1821000000,388000000
Other Assets,557000000,541000000,481000000,360000000,450000000
Other Liabilities,1720000000,1981000000,1796000000,1739000000,1356000000
