Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,40813000.0,35933000.0,5510000.0,8150000.0
Short-term investments,55273000.0,52792000.0,25735000.0,50760000.0
Cash and short-term investments,96086000.0,88725000.0,31245000.0,58910000.0
Receivables,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,97748000.0,90629000.0,32461000.0,60205000.0
Property, Plant & Equipment Net,3973000.0,1217000.0,743000.0,445000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,5333000.0,1444000.0,2890000.0,1970000.0
Total assets,103081000.0,92073000.0,35351000.0,62175000.0
Payables,3404000.0,1951000.0,1666000.0,1300000.0
Short-term debt,0.0,7200000.0,7200000.0,600000.0
Total current liabilities,16534000.0,17330000.0,14382000.0,5935000.0
Long-term debt,26201000.0,3625000.0,13779000.0,16873000.0
Total debt,26201000.0,10825000.0,20979000.0,17473000.0
Deferred revenue,36000.0,72000.0,113000.0,162000.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,28402000.0,3661000.0,13973000.0,17157000.0
Total liabilities,44936000.0,20991000.0,28355000.0,23092000.0
Other comprehensive income,-23000.0,-34000.0,0.0,-58000.0
Retained earnings (deficit),-215884000.0,-166929000.0,-128000000.0,-94512000.0
Total shareholders equity,58145000.0,71082000.0,-124417000.0,-92330000.0
Investments,55273000.0,52792000.0,25735000.0,50760000.0
Net Debt,-69885000.0,-77900000.0,-10266000.0,-41437000.0
Other Assets,1662000.0,1904000.0,1216000.0,1295000.0
Other Liabilities,13130000.0,8179000.0,5516000.0,4035000.0
