date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,dividendsPaid,-24398000.0,-21649000.0,-21521000.0,-21393000.0,-43301232.0,0.0,-32977016.0,0.0,-16337681.0,-16230966.0,-35501457.0,-19149970.0,-15709073.0,-46729871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600000.0
,otherFinancingActivites,-2036000.0,-2754000.0,-1229000.0,-2676000.0,590165.0,-36043338.0,1184860.0,-21680442.0,1351115.0,1509039.0,381315.0,1564480.0,0.0,0.0,0.0,3000000.0,2363033.0,937021.0,-6300054.0,0.0,15000.0,300000.0,0.0
,netCashUsedProvidedByFinancingActivities,-28869000.0,-22960000.0,-21368000.0,-22739000.0,-41596924.0,-34911949.0,-30685379.0,-20775971.0,-14180556.0,-14070327.0,-34368096.0,-16914181.0,-13567765.0,-45609782.0,1449001.0,7762689.0,3303137.0,1927940.0,-3972227.0,973872.0,-1754033.0,108100000.0,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,22133000.0,22680000.0,30923000.0,33768000.0,28620823.0,10404851.0,13737931.0,11887201.0,719202.0,9952561.0,-16945380.0,8259948.0,22136330.0,1490733.0,-156537.0,6132741.0,17228268.0,3981314.0,-7676666.0,3357269.0,4351094.0,8200000.0,0.0
,cashAtEndOfPeriod,236513000.0,214380000.0,191700000.0,160777000.0,127009072.0,98388249.0,87983398.0,74245467.0,62358266.0,61639064.0,51686503.0,68631883.0,60371935.0,38235605.0,36744872.0,36901409.0,30768668.0,13540400.0,9559086.0,17235752.0,13878483.0,9500000.0,0.0
,cashAtBeginningOfPeriod,214380000.0,191700000.0,160777000.0,127009000.0,98388249.0,87983398.0,74245467.0,62358266.0,61639064.0,51686503.0,68631883.0,60371935.0,38235605.0,36744872.0,36901409.0,30768668.0,13540400.0,9559086.0,17235752.0,13878483.0,9527389.0,1300000.0,200000.0
,operatingCashFlow,62837000.0,72050000.0,69836000.0,64836000.0,78432506.0,50758238.0,51282333.0,40853339.0,28389575.0,30602613.0,21990681.0,30520723.0,22692164.0,24614391.0,25718902.0,21197412.0,14564462.0,3569877.0,-6366995.0,-10839091.0,-24515280.0,-2300000.0,400000.0
,capitalExpenditure,-11835000.0,-16410000.0,-17545000.0,-8336000.0,-8222526.0,-5445038.0,-6859423.0,-8206320.0,-13489817.0,-6587436.0,-4571778.0,-3864997.0,-4620303.0,-5444188.0,-2824440.0,-2327360.0,-1189336.0,-1518798.0,-967627.0,-2419718.0,-5417151.0,-16900000.0,-300000.0
,freeCashFlow,51002000.0,55640000.0,52291000.0,56500000.0,70209980.0,45313200.0,44422910.0,32647019.0,14899758.0,24015177.0,17418903.0,26655726.0,18071861.0,19170203.0,22894462.0,18870052.0,13375126.0,2051079.0,-7334622.0,-13258809.0,-29932431.0,-19200000.0,100000.0
