Date,2016-12,2015-12,2014-12,2013-12,2012-12
Depreciation & Amortization,3022000000.0,2630000000.0,2632000000.0,2194000000.0,1738000000.0
Stock-based compensation,,,,,
Operating Cash Flow,5979000000.0,4239000000.0,4646000000.0,2778000000.0,2902000000.0
Capital Expenditure,-7188000000.0,-5474000000.0,-3853000000.0,-2524000000.0,-2999000000.0
Acquisitions and disposals,-29000000.0,000000.0,000000.0,000000.0,000000.0
Investment purchases and sales,3514000000,0,0,35000000,117000000
Investing Cash flow,-11231000000.0,-4620000000.0,-3430000000.0,-1850000000.0,-2579000000.0
Issuance (repayment) of debt,-7706000000.0,-46000000.0,-111000000.0,-1302000000.0,-85000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,5830000000.0,-233000000.0,-412000000.0,-1173000000.0,-312000000.0
Effect of forex changes on cash,326000000.0,565000000.0,281000000.0,178000000.0,57000000.0
Net cash flow / Change in cash,904000000.0,-49000000.0,1085000000.0,-67000000.0,68000000.0
Free Cash Flow,-1209000000.0,-1235000000.0,793000000.0,254000000.0,-97000000.0
Net Cash/Marketcap,,,,,
