date,,2020-03-28_FY,2019-03-30_FY,2018-03-31_FY,2017-04-01_FY,2016-04-02_FY,2015-03-28_FY,2014-03-29_FY,2013-03-30_FY,2012-03-31_FY,2011-04-02_FY,2010-04-03_FY,2009-03-28_FY,2008-03-29_FY,2007-03-31_FY,2006-04-01_FY,2005-04-02_FY,2004-04-03_FY,2003-03-29_FY,2002-03-30_FY,2001-03-31_FY,2000-04-01_FY,1999-04-03_FY,1998-03-31_FY,1997-03-31_FY
,debtRepayment,-80736000.0,-500000000.0,-457918000.0,-142082000.0,53425000.0,57896000.0,-1234086000.0,6975000.0,0.0,30561000.0,31869000.0,75375000.0,0.0,0.0,37159000.0,52026000.0,34163000.0,-62984000.0,13865000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,53277000.0,48669000.0,0.0,68184000.0,51094000.0,52661000.0,238158000.0,107716000.0,108663000.0,170353000.0,64871000.0,99859000.0,0.0,128136000.0,100949000.0,85064000.0,107974000.0,54643000.0,81088000.0,104011000.0,0.0,0.0,27189000.0,28324000.0
,commonStockRepurchased,-1155640000.0,-112882000.0,-474254000.0,-453861000.0,-357416000.0,-560047000.0,-2900000.0,-90000000.0,-219638000.0,-251700000.0,-85100000.0,-175100000.0,-424400000.0,-1430000000.0,-300600000.0,-48700000.0,45600000.0,-6200000.0,-44500000.0,-402796000.0,79000000.0,-58300000.0,-93795000.0,-32028000.0
,dividendsPaid,-371793000.0,-364244000.0,-353053000.0,-332542000.0,-318988000.0,-306158000.0,-267300000.0,-230500000.0,-200361000.0,-169100000.0,-165600000.0,-154500000.0,-140000000.0,-120833000.0,-97200000.0,-69700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-56034000.0,-9715000.0,-63041000.0,31467000.0,67247000.0,313889000.0,1991662000.0,117872000.0,11957000.0,0.0,0.0,0.0,0.0,27413000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-1637827000.0,-1035510000.0,-555637000.0,-965202000.0,-711075000.0,-904503000.0,-483400000.0,-310300000.0,-299379000.0,92200000.0,-252100000.0,-518100000.0,-541900000.0,-415284000.0,-397800000.0,-118300000.0,45600000.0,-6200000.0,-41500000.0,-298785000.0,89100000.0,-58300000.0,-66606000.0,-4681000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,233213000.0,-634838000.0,1212633000.0,462879000.0,-388756000.0,-81105000.0,350100000.0,-165300000.0,-433537000.0,190900000.0,-34500000.0,199000000.0,231100000.0,-147487000.0,334000000.0,112000000.0,123300000.0,-16300000.0,21600000.0,123145000.0,32000000.0,-113300000.0,-49042000.0,105010000.0
,cashAtEndOfPeriod,1777703000.0,1544490000.0,2179328000.0,966695000.0,503816000.0,892595000.0,973700000.0,623500000.0,788822000.0,1222400000.0,1031500000.0,1066000000.0,867000000.0,635879000.0,783400000.0,449300000.0,337300000.0,214000000.0,230300000.0,208693000.0,85600000.0,53600000.0,166861000.0,215903000.0
,cashAtBeginningOfPeriod,1544490000.0,2179328000.0,966695000.0,503816000.0,892572000.0,973700000.0,623600000.0,788800000.0,1222359000.0,1031500000.0,1066000000.0,867000000.0,635900000.0,783366000.0,449400000.0,337300000.0,214000000.0,230300000.0,208700000.0,85548000.0,53600000.0,166900000.0,215903000.0,110893000.0
,operatingCashFlow,1190836000.0,1091215000.0,820027000.0,934131000.0,746255000.0,810442000.0,804900000.0,656500000.0,826739000.0,724200000.0,554300000.0,442500000.0,581000000.0,551568000.0,489400000.0,275500000.0,432500000.0,345000000.0,280900000.0,377267000.0,341100000.0,243600000.0,218402000.0,139950000.0
,capitalExpenditure,-129289000.0,-89045000.0,-49918000.0,-72051000.0,-34004000.0,-29619000.0,-44865000.0,-30265000.0,-70071000.0,-64979000.0,-28152000.0,-39109000.0,404430000.0,-110777000.0,-67040000.0,-61377000.0,-41040000.0,-46049000.0,-94883000.0,-222670000.0,-143700000.0,-40900000.0,-58051000.0,-26803000.0
,freeCashFlow,1061547000.0,1002170000.0,770109000.0,862080000.0,712251000.0,780823000.0,760000000.0,626200000.0,756668000.0,659200000.0,526100000.0,403400000.0,535400000.0,440791000.0,422400000.0,214100000.0,391500000.0,299000000.0,186000000.0,154597000.0,197400000.0,202700000.0,160351000.0,113147000.0
