date,,2020-03-28_FY,2019-03-30_FY,2018-03-31_FY,2017-04-01_FY,2016-04-02_FY,2015-03-28_FY,2014-03-29_FY,2013-03-30_FY,2012-03-31_FY,2011-04-02_FY,2010-04-03_FY,2009-03-28_FY,2008-03-29_FY,2007-03-31_FY,2006-04-01_FY,2005-04-02_FY,2004-04-03_FY,2003-03-29_FY,2002-03-30_FY,2001-03-31_FY,2000-04-01_FY,1999-04-03_FY,1998-03-31_FY,1997-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,792721000.0,889750000.0,512381000.0,628133000.0,550867000.0,648216000.0,630400000.0,487500000.0,530079000.0,641900000.0,357500000.0,361700000.0,369300000.0,350672000.0,354100000.0,312700000.0,303000000.0,125700000.0,-113600000.0,35258000.0,652500000.0,102600000.0,126587000.0,110376000.0
,depreciationAndAmortization,157533000.0,104360000.0,96754000.0,62626000.0,68441000.0,74914000.0,75300000.0,73500000.0,72348000.0,58900000.0,65200000.0,71300000.0,71700000.0,73924000.0,69500000.0,63000000.0,68000000.0,72500000.0,106100000.0,93451000.0,40900000.0,32100000.0,32709000.0,27997000.0
,deferredIncomeTax,11962000.0,-32993000.0,-353292000.0,67482000.0,44128000.0,17802000.0,53900000.0,-44100000.0,89243000.0,109600000.0,58000000.0,38200000.0,-100000.0,10623000.0,24100000.0,6300000.0,-11100000.0,-4100000.0,9500000.0,-9010000.0,277000000.0,-8400000.0,15644000.0,14134000.0
,stockBasedCompensation,186723000.0,147942000.0,153815000.0,122858000.0,111984000.0,99859000.0,94314000.0,77862000.0,67418000.0,60258000.0,56481000.0,54509000.0,0.0,0.0,735000.0,504000.0,3767000.0,6390000.0,10981000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1593482000.0,209659000.0,224363000.0,10659000.0,416000.0,894145000.0,166900000.0,-196733000.0,-147167000.0,704800000.0,30500000.0,39900000.0,82767000.0,93533000.0,149000000.0,188500000.0,104200000.0,58500000.0,51531000.0,-44731000.0,305700000.0,15933000.0,-29735000.0,-11221000.0
,accountsReceivables,66889000.0,47081000.0,-128229000.0,63543000.0,-60843000.0,21219000.0,-38658000.0,-14210000.0,71499000.0,-23699000.0,-46345000.0,32757000.0,0.0,0.0,19380000.0,35490000.0,-50160000.0,-49259000.0,24336000.0,0.0,-68500000.0,-5600000.0,0.0,0.0
,inventory,17947000.0,-78602000.0,-9176000.0,-48244000.0,52323000.0,2664000.0,-32333000.0,3889000.0,60121000.0,-133724000.0,-10779000.0,10022000.0,130250000.0,28617000.0,-15307000.0,-83268000.0,9614000.0,-14858000.0,245943000.0,-186708000.0,-79300000.0,3300000.0,7469000.0,-14095000.0
,accountsPayables,-10637000.0,11137000.0,-16691000.0,10983000.0,21422000.0,-69583000.0,76929000.0,-5846000.0,-20640000.0,2833000.0,47967000.0,-11201000.0,59402000.0,0.0,7811000.0,-15371000.0,35867000.0,5008000.0,-67943000.0,0.0,-33100000.0,-3000000.0,0.0,0.0
,otherWorkingCapital,1823460000.0,3416942000.0,3207283000.0,2982920000.0,2972261000.0,2971845000.0,2077700000.0,1910800000.0,2107533000.0,2254700000.0,1549900000.0,1519400000.0,1479500000.0,1396733000.0,1303200000.0,1154200000.0,965700000.0,861500000.0,803000000.0,751469000.0,796200000.0,490500000.0,474567000.0,504302000.0
,otherNonCashItems,161418000.0,152987000.0,10048000.0,132716000.0,125662000.0,100125000.0,88400000.0,92500000.0,530123000.0,73600000.0,59600000.0,35100000.0,72900000.0,102803000.0,52200000.0,62200000.0,123100000.0,82600000.0,275300000.0,0.0,-562600000.0,70300000.0,0.0,0.0
,netCashProvidedByOperatingActivites,1190836000.0,1091215000.0,820027000.0,934131000.0,746255000.0,810442000.0,804900000.0,656500000.0,826739000.0,724200000.0,554300000.0,442500000.0,581000000.0,551568000.0,489400000.0,275500000.0,432500000.0,345000000.0,280900000.0,377267000.0,341100000.0,243600000.0,218402000.0,139950000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-129289000.0,-89045000.0,-49918000.0,-72051000.0,-34004000.0,-29619000.0,-44865000.0,-30265000.0,-70071000.0,-64979000.0,-28152000.0,-39109000.0,404430000.0,-110777000.0,-67040000.0,-61377000.0,-41040000.0,-46049000.0,-94883000.0,-222670000.0,-143700000.0,-40900000.0,-58051000.0,-26803000.0
,acquisitionsNet,-454651000.0,-234145000.0,-1000000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7825000.0,0.0,-19476000.0,-18433000.0,-19997000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1210000000.0,-161551000.0,-2332140000.0,-522045000.0,-443181000.0,-3742742000.0,-3843395000.0,-197689000.0,-4333508000.0,-2578393000.0,-1669148000.0,-945069000.0,0.0,-1864582000.0,-1459248000.0,-2161606000.0,-2181741000.0,-1544365000.0,-1085053000.0,-2389366000.0,0.0,0.0,-409781000.0,-319249000.0
,salesMaturitiesOfInvestments,2762823000.0,1686338000.0,3356238000.0,3404577000.0,2882342000.0,3756021000.0,3900858000.0,3514224000.0,3481501000.0,0.0,1362838000.0,1259511000.0,0.0,1693152000.0,1812580000.0,2196321000.0,1855933000.0,1228813000.0,962207000.0,2652456000.0,0.0,0.0,424416000.0,375793000.0
,otherInvestingActivites,-288679000.0,-1892140000.0,-25937000.0,1088046000.0,53249000.0,42575000.0,73511000.0,-283561000.0,-38819000.0,0.0,0.0,0.0,0.0,-1564000.0,0.0,0.0,0.0,0.0,0.0,4243000.0,0.0,0.0,-157422000.0,-60000000.0
,netCashUsedForInvestingActivites,680204000.0,-690543000.0,948243000.0,493950000.0,-423936000.0,12956000.0,28600000.0,-511500000.0,-960897000.0,-625400000.0,-336700000.0,274500000.0,192000000.0,-283771000.0,242400000.0,-45100000.0,-354800000.0,-355100000.0,-217700000.0,44663000.0,-398200000.0,-298600000.0,-200838000.0,-30259000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
