date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-38985000.0,-15018000.0,-24312000.0,-1276000.0,395000.0,-15616000.0,-5460000.0,-6406000.0,-10488000.0,-26462000.0,-19383000.0,4649000.0,-9901000.0,-2831000.0,5764000.0,12860000.0,20976000.0,22198000.0,15166000.0,4871000.0,19420000.0,13000000.0,8500000.0,4200000.0
,depreciationAndAmortization,28201000.0,29723000.0,20462000.0,11080000.0,12250000.0,13261000.0,10379000.0,12527000.0,12957000.0,15750000.0,17155000.0,15977000.0,17803000.0,17092000.0,16758000.0,13364000.0,12546000.0,10045000.0,9220000.0,6898000.0,5482000.0,4700000.0,2900000.0,1800000.0
,deferredIncomeTax,-276000.0,-1101000.0,7000.0,-838000.0,234000.0,-72000.0,876000.0,166000.0,410000.0,-253000.0,1116000.0,7050000.0,-7492000.0,454000.0,-1830000.0,-595000.0,-402000.0,-1218000.0,1399000.0,-4497000.0,691000.0,-900000.0,-600000.0,-200000.0
,stockBasedCompensation,832000.0,1516000.0,674000.0,1015000.0,1722000.0,1469000.0,1625000.0,1607000.0,1275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,22135000.0,-25918000.0,15831000.0,21537000.0,10343000.0,-22515000.0,-8730000.0,-4835000.0,3559000.0,-17382000.0,-10209000.0,12864000.0,-18620000.0,495000.0,-6276000.0,-12625000.0,7369000.0,-3153000.0,21250000.0,2983000.0,15946000.0,1800000.0,-300000.0,200000.0
,accountsReceivables,19971000.0,-4492000.0,-10982000.0,7187000.0,-2343000.0,-2448000.0,-2444000.0,-2711000.0,-3287000.0,8909000.0,4358000.0,108000.0,-2683000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290000.0,-257000.0,1151000.0,-668000.0,1794000.0,-1000000.0,-200000.0,0.0
,accountsPayables,-4635000.0,-734000.0,-669000.0,-537000.0,-2331000.0,764000.0,948000.0,435000.0,-121000.0,87000.0,2711000.0,-1374000.0,292000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,44249000.0,22114000.0,48032000.0,32201000.0,10664000.0,321000.0,22836000.0,31566000.0,36401000.0,32842000.0,50224000.0,60433000.0,47569000.0,66189000.0,65694000.0,71970000.0,84595000.0,77226000.0,80379000.0,59129000.0,56146000.0,40200000.0,38400000.0,38700000.0
,otherNonCashItems,1454000.0,-1000.0,3295000.0,-511000.0,-31000.0,-168000.0,-276000.0,-273000.0,157000.0,1615000.0,2108000.0,1987000.0,1493000.0,4690000.0,321000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0
,netCashProvidedByOperatingActivites,66053000.0,26556000.0,1508000.0,15528000.0,10937000.0,-4636000.0,4380000.0,6242000.0,2911000.0,-1268000.0,14717000.0,15654000.0,11616000.0,20647000.0,18878000.0,45459000.0,23099000.0,27407000.0,21141000.0,25868000.0,11052000.0,15800000.0,13100000.0,6100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-17414000.0,-15564000.0,-7690000.0,-7185000.0,-3797000.0,-7722000.0,-11661000.0,-8843000.0,-7305000.0,-8958000.0,-16942000.0,-14683000.0,-27979000.0,-15207000.0,-20110000.0,-15365000.0,-19465000.0,-23867000.0,-5877000.0,-19016000.0,-8909000.0,-12600000.0,-14100000.0,-3200000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-1000000.0,-18000000.0,-3000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11384000.0,-36813000.0,-351108000.0,-733935000.0,-271673000.0,-45054000.0,-45337000.0,-56966000.0,-15818000.0,-19100000.0,-18700000.0,-7500000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606000.0,8019000.0,18742000.0,26348000.0,373466000.0,726126000.0,284096000.0,49226000.0,32214000.0,41509000.0,21140000.0,13200000.0,8400000.0,0.0
,otherInvestingActivites,395000.0,1308000.0,-1321000.0,350000.0,215000.0,724000.0,1361000.0,5292000.0,4544000.0,660000.0,275000.0,0.0,0.0,0.0,343000.0,5986000.0,1626000.0,131000.0,38000.0,8000.0,-1705000.0,-10400000.0,200000.0,200000.0
,netCashUsedForInvestingActivites,-17019000.0,-14256000.0,-9011000.0,-6835000.0,-4582000.0,-24998000.0,-13300000.0,-5551000.0,-2761000.0,-8298000.0,-16061000.0,-6664000.0,-20621000.0,-25672000.0,2591000.0,-17188000.0,-5416000.0,-19564000.0,-18962000.0,-34465000.0,-5292000.0,-28900000.0,-24200000.0,-10500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-40233000.0,-10658000.0,-4200000.0,-317673000.0,-311955000.0,-293288000.0,-167190000.0,-40409000.0,-28737000.0,-2894000.0,-2158000.0,-29356000.0,-120780000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
