date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,9026000.0,6710000.0,4605000.0,1023000.0,400000.0,181000.0,118000.0,97000.0,103000.0,123000.0,242000.0,251000.0,172000.0,0.0,1112000.0,327000.0,4477000.0,2907000.0,1681000.0,738000.0,704000.0,2400000.0,0.0,41000000.0
,commonStockRepurchased,0.0,0.0,4605000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-3137000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16289000.0,-21943000.0,-22820000.0,-10420000.0,0.0,0.0,0.0,0.0,0.0,-8000000.0
,otherFinancingActivites,0.0,0.0,5950000.0,307866000.0,302711000.0,319626000.0,170488000.0,41525000.0,28641000.0,2920000.0,2186000.0,22256000.0,116886000.0,-5828000.0,10496000.0,-3714000.0,9259000.0,-7368000.0,-5420000.0,390000.0,4073000.0,3200000.0,3600000.0,-4400000.0
,netCashUsedProvidedByFinancingActivities,-31207000.0,-3948000.0,7823000.0,-8784000.0,-8844000.0,26519000.0,3416000.0,1213000.0,7000.0,149000.0,270000.0,-6849000.0,-3722000.0,-5828000.0,-4681000.0,-25330000.0,-9084000.0,-14881000.0,-3739000.0,1128000.0,4777000.0,5600000.0,3600000.0,28600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,106000.0,-295000.0,-1396000.0,508000.0,902000.0,435000.0,-179000.0,-98000.0,-693000.0,396000.0,223000.0,795000.0,-719000.0,442000.0,-776000.0,-125000.0,55000.0,-150000.0,421000.0,-792000.0,63000.0,-200000.0,200000.0,-100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,17933000.0,8057000.0,-1076000.0,417000.0,-1587000.0,-2680000.0,-5683000.0,1806000.0,-536000.0,-9021000.0,-851000.0,10011000.0,-13446000.0,-10411000.0,16012000.0,2816000.0,8654000.0,-7188000.0,-1139000.0,-8261000.0,10600000.0,-7700000.0,0.0,0.0
,cashAtEndOfPeriod,50559000.0,32626000.0,380000.0,1456000.0,1039000.0,2626000.0,5306000.0,10989000.0,9183000.0,9719000.0,18740000.0,19591000.0,9580000.0,23026000.0,33437000.0,17425000.0,14609000.0,5955000.0,13143000.0,14282000.0,22543000.0,11900000.0,0.0,0.0
,cashAtBeginningOfPeriod,32626000.0,24569000.0,1456000.0,1039000.0,2626000.0,5306000.0,10989000.0,9183000.0,9719000.0,18740000.0,19591000.0,9580000.0,23026000.0,33437000.0,17425000.0,14609000.0,5955000.0,13143000.0,14282000.0,22543000.0,11943000.0,19600000.0,27000000.0,2700000.0
,operatingCashFlow,66053000.0,26556000.0,1508000.0,15528000.0,10937000.0,-4636000.0,4380000.0,6242000.0,2911000.0,-1268000.0,14717000.0,15654000.0,11616000.0,20647000.0,18878000.0,45459000.0,23099000.0,27407000.0,21141000.0,25868000.0,11052000.0,15800000.0,13100000.0,6100000.0
,capitalExpenditure,-17414000.0,-15564000.0,-7690000.0,-7185000.0,-3797000.0,-7722000.0,-11661000.0,-8843000.0,-7305000.0,-8958000.0,-16942000.0,-14683000.0,-27979000.0,-15207000.0,-20110000.0,-15365000.0,-19465000.0,-23867000.0,-5877000.0,-19016000.0,-8909000.0,-12600000.0,-14100000.0,-3200000.0
,freeCashFlow,48639000.0,10992000.0,-6182000.0,8343000.0,7140000.0,-12358000.0,-7281000.0,-2601000.0,-4394000.0,-10226000.0,-2225000.0,971000.0,-16363000.0,5440000.0,-1232000.0,30094000.0,3634000.0,3540000.0,15264000.0,6852000.0,2143000.0,3200000.0,-1000000.0,2900000.0
