date,,2020-06-27_FY,2019-06-29_FY,2018-06-30_FY,2017-07-01_FY,2016-07-02_FY,2015-06-27_FY,2014-06-28_FY,2013-06-29_FY,2012-06-30_FY,2011-07-02_FY,2010-07-03_FY,2009-06-27_FY,2008-06-28_FY,2007-06-30_FY,2006-07-01_FY,2005-07-02_FY,2004-07-03_FY,2003-06-27_FY,2002-06-28_FY,2001-06-29_FY,2000-06-30_FY,1999-07-02_FY,1998-06-26_FY,1997-06-27_FY,1996-06-28_FY,1995-06-30_FY,1994-07-01_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-31081000.0,176337000.0,-156424000.0,525278000.0,506531000.0,571913000.0,546000000.0,450000000.0,567019000.0,669000000.0,410000000.0,-1122000000.0,499000000.0,393067000.0,205000000.0,168000000.0,73000000.0,-46000000.0,-665000000.0,15000000.0,145141000.0,174000000.0,151000000.0,183000000.0,188000000.0,140273000.0,85000000.0,69100000.0,50500000.0,61600000.0,56500000.0,54000000.0
,depreciationAndAmortization,182239000.0,180842000.0,234872000.0,155360000.0,79590000.0,82191000.0,137200000.0,120700000.0,101336000.0,81400000.0,60600000.0,66100000.0,59200000.0,53775000.0,66500000.0,61700000.0,64500000.0,88800000.0,103900000.0,119400000.0,75561000.0,52300000.0,50500000.0,49400000.0,43500000.0,36863000.0,31800000.0,22800000.0,24000000.0,24800000.0,28400000.0,29800000.0
,deferredIncomeTax,-34264000.0,33801000.0,-87141000.0,-17705000.0,107598000.0,8697000.0,-15600000.0,-10000000.0,11782000.0,16000000.0,46400000.0,-88100000.0,107100000.0,99604000.0,52200000.0,63700000.0,-2800000.0,21600000.0,10800000.0,-79700000.0,422000.0,-32300000.0,-1700000.0,-5100000.0,-14500000.0,5484000.0,-10300000.0,1700000.0,-1300000.0,500000.0,-4900000.0,600000.0
,stockBasedCompensation,26832000.0,30098000.0,23990000.0,47686000.0,56908000.0,62006000.0,45916000.0,43677000.0,35737000.0,28931000.0,28363000.0,18269000.0,25389000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-249320000.0,-343378000.0,-438899000.0,1018557000.0,-308297000.0,394777000.0,439000000.0,80213000.0,-293213000.0,559000000.0,502000000.0,-503000000.0,479140000.0,682860000.0,-36000000.0,226000000.0,19000000.0,-109000000.0,752000000.0,-792481000.0,452481000.0,56000000.0,142000000.0,25000000.0,236909000.0,169091000.0,84900000.0,-45800000.0,-10000000.0,15100000.0,40700000.0,26700000.0
,accountsReceivables,221486000.0,464981000.0,0.0,-371820000.0,25642000.0,-204114000.0,-306873000.0,-94203000.0,0.0,-421457000.0,-1070302000.0,709908000.0,46100000.0,0.0,-254691000.0,-168892000.0,-271311000.0,140656000.0,433863000.0,121000000.0,0.0,-67000000.0,-94000000.0,2000000.0,-88000000.0,0.0,-215000000.0,0.0,0.0,0.0,0.0,0.0
,inventory,266791000.0,81929000.0,-308663000.0,84408000.0,-367684000.0,-73226000.0,-226141000.0,225667000.0,133178000.0,-321939000.0,-459917000.0,483453000.0,36453000.0,53678000.0,-142563000.0,144004000.0,-240520000.0,387081000.0,552621000.0,-30000000.0,-514400000.0,65000000.0,-55000000.0,-71000000.0,-189000000.0,-103550000.0,-135000000.0,-13200000.0,-1700000.0,-9100000.0,48100000.0,53500000.0
,accountsPayables,-106990000.0,-377855000.0,409608000.0,163604000.0,-114335000.0,156565000.0,48651000.0,-78834000.0,-319094000.0,165185000.0,963332000.0,-375509000.0,-123348000.0,0.0,99670000.0,191270000.0,285386000.0,-120849000.0,0.0,250000000.0,0.0,-29000000.0,-17000000.0,-80000000.0,-39000000.0,0.0,-71000000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,4048440000.0,4297760000.0,4641138000.0,5080037000.0,4061480000.0,4369777000.0,3975000000.0,3536000000.0,3455787000.0,3749000000.0,3190000000.0,2688000000.0,3191000000.0,2711860000.0,2029000000.0,2065000000.0,1839000000.0,1820000000.0,1929000000.0,1177000000.0,1969481000.0,1517000000.0,1461000000.0,1319000000.0,1294000000.0,1057091000.0,888000000.0,803100000.0,848900000.0,858900000.0,843800000.0,803100000.0
,otherNonCashItems,278177000.0,148406000.0,49383000.0,-774875000.0,243855000.0,297460000.0,134600000.0,88000000.0,66263000.0,63100000.0,35000000.0,1453500000.0,-300000.0,55822000.0,81100000.0,47100000.0,79100000.0,105100000.0,701700000.0,256100000.0,42140000.0,-184600000.0,9100000.0,5900000.0,19700000.0,17549000.0,17100000.0,2900000.0,5100000.0,7300000.0,12600000.0,2700000.0
,netCashProvidedByOperatingActivites,730182000.0,534770000.0,253485000.0,-368691000.0,224315000.0,583883000.0,237400000.0,696200000.0,528718000.0,278100000.0,-30400000.0,1118000000.0,453600000.0,724639000.0,-19100000.0,461800000.0,64600000.0,651900000.0,976300000.0,161100000.0,-495909000.0,72000000.0,6100000.0,189500000.0,2500000.0,14364000.0,22000000.0,49900000.0,77000000.0,73100000.0,149100000.0,113800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-73500000.0,-122690000.0,-155873000.0,-120397000.0,-147548000.0,-174374000.0,-123242000.0,-97379000.0,-128652000.0,-148707000.0,-66888000.0,-110219000.0,-89657000.0,-58782000.0,-51803000.0,-31338000.0,-28623000.0,-34169000.0,-83750000.0,-147300000.0,-86927000.0,-73000000.0,-38400000.0,-37300000.0,-55800000.0,-50547000.0,-21400000.0,-15100000.0,-25100000.0,-20400000.0,-17400000.0,-22600000.0
,acquisitionsNet,-51509000.0,-56417000.0,-15000000.0,-802744000.0,-19675000.0,0.0,-116882000.0,-262306000.0,-313000000.0,-690997000.0,-69333000.0,-314941000.0,-369385000.0,-430000000.0,-317114000.0,-3563000.0,-50528000.0,-9210000.0,-31547000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-237842000.0,-568712000.0,0.0,-275884000.0,-380943000.0,-159984000.0,-8616000.0,-207192000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500000.0,-99300000.0,-61800000.0
