date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5576000000.0,4847000000.0,2252000000.0,3189000000.0,1877000000.0,2171000000.0,2850000000.0,2280000000.0,2306000000.0,788000000.0,928000000.0,854000000.0,-1679000000.0,4636000000.0,4993000000.0,1765000000.0,3181000000.0,2705000000.0,1134000000.0,1158000000.0,2211000000.0,2720000000.0,3294000000.0,3105000000.0,2075000000.0
,depreciationAndAmortization,686000000.0,647000000.0,511000000.0,483000000.0,382000000.0,371000000.0,366000000.0,368000000.0,388000000.0,252000000.0,94000000.0,-91000000.0,-376000000.0,-257000000.0,-188000000.0,-67000000.0,-4000000.0,-3000000.0,-62000000.0,-106000000.0,-47000000.0,-17000000.0,-22000000.0,-22000000.0,-19000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172000000.0,250000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,666000000.0,887000000.0,292000000.0,923000000.0,346000000.0,-280000000.0,-269000000.0,-611000000.0,-268000000.0,44000000.0,836000000.0,-1542000000.0,-402000000.0,-2166000000.0,2040000000.0,682000000.0,1324000000.0,327000000.0,-861000000.0,-1511000000.0,-676000000.0,-378000000.0,214000000.0,-133000000.0
,accountsReceivables,-3000000.0,21000000.0,-1052000000.0,-342000000.0,-306000000.0,-312000000.0,-1325000000.0,-934000000.0,-1685000000.0,33000000.0,10000000.0,26000000.0,18000000.0,-302000000.0,779000000.0,-873000000.0,-1397000000.0,-511000000.0,-289000000.0,-333000000.0,-506000000.0,216000000.0,176000000.0,200000000.0,57000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-266000000.0,-3104000000.0,3222000000.0,2294000000.0,1673000000.0,948000000.0,23000000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,437000000.0,851000000.0,83000000.0,401000000.0,-214000000.0,-42000000.0,386000000.0,572000000.0,154000000.0,-5000000.0,-455000000.0,165000000.0,672000000.0,2959000000.0,-1833000000.0,43000000.0,90000000.0,145000000.0,622000000.0,545000000.0,373000000.0,630000000.0,622000000.0,624000000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,491000000.0,0.0,1157000000.0,2623000000.0,2702000000.0,7507000000.0,1456000000.0,2416000000.0,1867000000.0,1609000000.0,1665000000.0,3024000000.0,2100000000.0,1078000000.0,240000000.0,-3000000.0,-127000000.0,863000000.0
,netCashProvidedByOperatingActivites,5491000000.0,5129000000.0,5175000000.0,4314000000.0,3993000000.0,3616000000.0,3236000000.0,4242000000.0,3054000000.0,1929000000.0,3689000000.0,4301000000.0,3910000000.0,5433000000.0,5055000000.0,5605000000.0,5468000000.0,5691000000.0,4423000000.0,2291000000.0,1731000000.0,2267000000.0,2891000000.0,3342000000.0,3036000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-308000000.0,-433000000.0,-277000000.0,-299000000.0,-313000000.0,-303000000.0,-288000000.0,-207000000.0,-285000000.0,-246000000.0,-162000000.0,-189000000.0,-291000000.0,-274000000.0,-161000000.0,-196000000.0,-200000000.0,-169000000.0,-239000000.0,-186000000.0,-300000000.0,-212000000.0,-188000000.0,-150000000.0,-126000000.0
,acquisitionsNet,1000000.0,-18000000.0,-558000000.0,-1356000000.0,0.0,0.0,378000000.0,-24000000.0,13000000.0,-916000000.0,7000000.0,12000000.0,-120000000.0,3000000.0,-826000000.0,-62000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-39884000000.0,-44363000000.0,-36149000000.0,-37322000000.0,-36672000000.0,-45174000000.0,-29275000000.0,-24692000000.0,-32035000000.0,-31351000000.0,-38473000000.0,-34304000000.0,-40139000000.0,-37130000000.0,-38995000000.0,-40846000000.0,-39420000000.0,-35808000000.0,-36601000000.0,-41502000000.0,-40492000000.0,-26101000000.0,-25303000000.0,-22973000000.0
,salesMaturitiesOfInvestments,0.0,38253000000.0,44529000000.0,36955000000.0,35823000000.0,38102000000.0,46015000000.0,30847000000.0,26118000000.0,39868000000.0,32758000000.0,40427000000.0,38503000000.0,40295000000.0,36198000000.0,34100000000.0,30323000000.0,30125000000.0,27039000000.0,32443000000.0,39027000000.0,37121000000.0,25243000000.0,23756000000.0,22221000000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-916000000.0,-830000000.0,0.0,-120000000.0,3000000.0,-826000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1942000000.0,-95000000.0,39000000.0,-2883000000.0
,netCashUsedForInvestingActivites,-3441000000.0,-2807000000.0,-1719000000.0,-1210000000.0,-2526000000.0,742000000.0,1621000000.0,1580000000.0,1581000000.0,6161000000.0,2332000000.0,3440000000.0,3788000000.0,-115000000.0,-1919000000.0,-5151000000.0,-10723000000.0,-9464000000.0,-9008000000.0,-4360000000.0,-2775000000.0,-2612000000.0,-1367000000.0,-1520000000.0,-3383000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
