date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,commonStockIssued,144259000.0,19295000.0,86017000.0,1111000.0,1169000.0,2575000.0,98360000.0,6553000.0,150000.0,386000.0,104121000.0,51630000.0,293000.0,20735000.0,48802000.0,94591000.0,41288000.0,87518000.0,264000.0,8152000.0,43281000.0,900000.0,20200000.0,6500000.0,19700000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-455000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3700000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,-100000.0,1100000.0
,netCashUsedProvidedByFinancingActivities,168346000.0,19499000.0,92968000.0,1111000.0,1169000.0,2575000.0,98360000.0,6553000.0,150000.0,386000.0,104115000.0,51630000.0,-162000.0,20735000.0,48747000.0,94445000.0,41112000.0,87151000.0,-116000.0,7323000.0,67264000.0,18000000.0,27600000.0,5900000.0,19800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-3626000.0,3070000.0,-5759000.0,3525000.0,-8438000.0,-21548000.0,29806000.0,-9073000.0,5958000.0,-29867000.0,11371000.0,-74747000.0,-36677000.0,10143000.0,39249000.0,86787000.0,-2977000.0,8219000.0,-14169000.0,-11212000.0,22150000.0,-8600000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,10288000.0,13914000.0,10844000.0,16335000.0,12810000.0,21248000.0,42796000.0,12990000.0,22063000.0,16105000.0,45972000.0,34601000.0,109348000.0,146025000.0,135882000.0,96633000.0,9846000.0,12823000.0,4604000.0,18773000.0,29985000.0,7800000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,13914000.0,10844000.0,16603000.0,12810000.0,21248000.0,42796000.0,12990000.0,22063000.0,16105000.0,45972000.0,34601000.0,109348000.0,146025000.0,135882000.0,96633000.0,9846000.0,12823000.0,4604000.0,18773000.0,29985000.0,7835000.0,16400000.0,4100000.0,12400000.0,12500000.0
,operatingCashFlow,-66652000.0,-43829000.0,-21009000.0,-20556000.0,-18369000.0,-24196000.0,9350000.0,-36680000.0,-55146000.0,-62392000.0,-44292000.0,-43374000.0,-41985000.0,-26632000.0,-26379000.0,-20613000.0,-25925000.0,-24396000.0,-31343000.0,-22423000.0,-13605000.0,-13600000.0,-7800000.0,-7900000.0,-9900000.0
,capitalExpenditure,-401000.0,-413000.0,-16000.0,0.0,-57000.0,-90000.0,-131000.0,-3000.0,-862000.0,-612000.0,-836000.0,-1435000.0,-2337000.0,-2990000.0,-779000.0,-1642000.0,-1526000.0,-411000.0,-328000.0,-1106000.0,-1181000.0,-2700000.0,-1000000.0,-700000.0,-1100000.0
,freeCashFlow,-67053000.0,-44242000.0,-21025000.0,-20556000.0,-18426000.0,-24286000.0,9219000.0,-36683000.0,-56008000.0,-63004000.0,-45128000.0,-44809000.0,-44322000.0,-29622000.0,-27158000.0,-22255000.0,-27451000.0,-24807000.0,-31671000.0,-23529000.0,-14786000.0,-16300000.0,-8800000.0,-8600000.0,-11000000.0
