date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-6425000.0,-14647000.0,15444000.0,-8057000.0,5837000.0,5016000.0,4103000.0,10453000.0,11003000.0,22554000.0,41213000.0,-4435000.0,-5442000.0,-8102000.0,-19508000.0,-43596000.0,-42040000.0,-27578000.0,-33437000.0,-56746000.0,-48881000.0,-34300000.0,26300000.0,-17600000.0,-600000.0,-4100000.0,7700000.0,16400000.0,7300000.0,-5000000.0,-7000000.0
,depreciationAndAmortization,32329000.0,24429000.0,3706000.0,2741000.0,2303000.0,2152000.0,1623000.0,1466000.0,1343000.0,1373000.0,1402000.0,1328000.0,1268000.0,1666000.0,3664000.0,9647000.0,5621000.0,3676000.0,7868000.0,10799000.0,9928000.0,3500000.0,0.0,5000000.0,4600000.0,3600000.0,3000000.0,2100000.0,1700000.0,1500000.0,1100000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,-33000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400000.0,-100000.0,-600000.0,3200000.0,2000000.0,0.0,0.0,0.0
,stockBasedCompensation,9710000.0,6251000.0,3318000.0,2874000.0,1783000.0,2173000.0,1681000.0,1711000.0,1176000.0,617000.0,1928000.0,3094000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,11441000.0,-38945000.0,-9769000.0,2102000.0,-3819000.0,1572000.0,-9878000.0,5501000.0,1129000.0,-4325000.0,13105000.0,-273000.0,-2031000.0,-82000.0,-10245000.0,4435000.0,-2641000.0,-6036000.0,-3676000.0,-31419000.0,8885000.0,-41500000.0,42800000.0,-4500000.0,-6400000.0,-14100000.0,15800000.0,9600000.0,24500000.0,0.0,-4000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,-2100000.0,800000.0,-1300000.0,-200000.0,-3000000.0,-200000.0,-1800000.0
,accountsPayables,5521000.0,6121000.0,-325000.0,645000.0,-15000.0,-81000.0,-1000.0,-103000.0,140000.0,-87000.0,-190000.0,168000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-35169000.0,-46610000.0,-7665000.0,2104000.0,2000.0,3821000.0,2249000.0,12127000.0,6626000.0,5497000.0,9822000.0,-3283000.0,-3010000.0,-979000.0,-897000.0,9348000.0,4913000.0,7554000.0,13590000.0,17266000.0,48685000.0,39800000.0,81300000.0,38500000.0,43000000.0,49400000.0,63500000.0,47700000.0,38100000.0,13600000.0,13600000.0
,otherNonCashItems,4634000.0,3213000.0,2270000.0,24085000.0,7272000.0,7068000.0,5702000.0,1776000.0,224000.0,10758000.0,-35290000.0,4000.0,3727000.0,-481000.0,3025000.0,0.0,0.0,0.0,0.0,733000.0,131000.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0,100000.0,-100000.0,2800000.0,100000.0
,netCashProvidedByOperatingActivites,31280000.0,13951000.0,16671000.0,18204000.0,15251000.0,15617000.0,13317000.0,13298000.0,12533000.0,13219000.0,7190000.0,603000.0,2064000.0,-1443000.0,-16678000.0,-24901000.0,-22767000.0,-18781000.0,-19678000.0,-27027000.0,-25973000.0,-22700000.0,6400000.0,-5300000.0,-3500000.0,400000.0,10900000.0,12700000.0,4800000.0,3800000.0,-9800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-3041000.0,-2136000.0,-1951000.0,-3402000.0,-1593000.0,-1533000.0,-1471000.0,-1492000.0,-1141000.0,-1238000.0,-1431000.0,-1239000.0,-1734000.0,-3393000.0,-2252000.0,-845000.0,-1174000.0,-7625000.0,-25600000.0,-2700000.0,-3900000.0,-6100000.0,-3300000.0,-2300000.0,-7300000.0,-1100000.0,-1300000.0,-1900000.0
,acquisitionsNet,-30046000.0,-284590000.0,-11773000.0,-8244000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-282000.0,-50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25000.0,0.0,-1734000.0,0.0,-35000.0,-35582000.0,-11951000.0,-19894000.0,-23642000.0,-37250000.0,-119200000.0,-36900000.0,-4900000.0,-14700000.0,-3000000.0,-35400000.0,0.0,-27100000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,28000.0,1734000.0,0.0,0.0,21274000.0,26564000.0,11944000.0,23856000.0,49155000.0,33994000.0,112900000.0,10900000.0,15800000.0,13200000.0,31200000.0,22800000.0,3400000.0,0.0,0.0,0.0
,otherInvestingActivites,-18010000.0,-11653000.0,-4179000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,10000.0,5153000.0,3262000.0,-10033000.0,1530000.0,0.0,-2000000.0,-2419000.0,5300000.0,62600000.0,-1900000.0,-1600000.0,-21400000.0,-3200000.0,-500000.0,-400000.0,0.0,-400000.0
