date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,netCashUsedForInvestingActivites,-48056000.0,-296243000.0,-15952000.0,-11285000.0,-2136000.0,-1951000.0,-3402000.0,-1593000.0,-1533000.0,-1471000.0,-1467000.0,-1138000.0,493000.0,-3155000.0,3914000.0,22767000.0,-22726000.0,-779000.0,3117000.0,22339000.0,-13300000.0,-26600000.0,33900000.0,5100000.0,-9200000.0,3500000.0,-18100000.0,-4400000.0,-28600000.0,-1300000.0,-2300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-11278000.0,-3070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-186000.0,-126000.0,-78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164000.0,4194000.0,11817000.0,28404000.0,20842000.0,18573000.0,7781000.0,222000.0,46026000.0,1600000.0,1500000.0,10000000.0,100000.0,300000.0,300000.0,1100000.0,25600000.0,2000000.0,400000.0
,commonStockRepurchased,-2733000.0,-1906000.0,-6049000.0,-4573000.0,-15527000.0,-15361000.0,-16496000.0,-8880000.0,-9000000.0,-20999000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300000.0,-1200000.0,-800000.0,0.0,0.0,0.0
,otherFinancingActivites,39556000.0,273716000.0,-544000.0,4206000.0,205000.0,8674000.0,748000.0,1705000.0,308000.0,5498000.0,5735000.0,655000.0,0.0,-1855000.0,-6510000.0,-9886000.0,21908000.0,0.0,7509000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,25545000.0,268740000.0,-6593000.0,-367000.0,-15322000.0,-6687000.0,-15748000.0,-7175000.0,-8692000.0,-15687000.0,5609000.0,577000.0,164000.0,2339000.0,5307000.0,18518000.0,42750000.0,18573000.0,15290000.0,222000.0,46026000.0,1600000.0,1500000.0,10000000.0,100000.0,-400000.0,-900000.0,300000.0,25600000.0,2000000.0,400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-756000.0,-208000.0,-26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24000.0,-4000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,8013000.0,-13760000.0,-5900000.0,6552000.0,-2207000.0,6979000.0,-5833000.0,4530000.0,2308000.0,-3939000.0,11332000.0,42000.0,2721000.0,-2259000.0,-7457000.0,16384000.0,-2743000.0,-987000.0,-1271000.0,-4490000.0,6749000.0,-47700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,21362000.0,13349000.0,27109000.0,33009000.0,26457000.0,28664000.0,21685000.0,27518000.0,22988000.0,20680000.0,24619000.0,13287000.0,13245000.0,10524000.0,12783000.0,20240000.0,3856000.0,6599000.0,7586000.0,8857000.0,13347000.0,6600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,13349000.0,27109000.0,33009000.0,26457000.0,28664000.0,21685000.0,27518000.0,22988000.0,20680000.0,24619000.0,13287000.0,13245000.0,10524000.0,12783000.0,20240000.0,3856000.0,6599000.0,7586000.0,8857000.0,13347000.0,6598000.0,54300000.0,12600000.0,5300000.0,17700000.0,14200000.0,22400000.0,13800000.0,12000000.0,7500000.0,19200000.0
,operatingCashFlow,31280000.0,13951000.0,16671000.0,18204000.0,15251000.0,15617000.0,13317000.0,13298000.0,12533000.0,13219000.0,7190000.0,603000.0,2064000.0,-1443000.0,-16678000.0,-24901000.0,-22767000.0,-18781000.0,-19678000.0,-27027000.0,-25973000.0,-22700000.0,6400000.0,-5300000.0,-3500000.0,400000.0,10900000.0,12700000.0,4800000.0,3800000.0,-9800000.0
,capitalExpenditure,-18010000.0,-11653000.0,-4179000.0,-3041000.0,-2136000.0,-1951000.0,-3402000.0,-1593000.0,-1533000.0,-1471000.0,-1492000.0,-1141000.0,-1238000.0,-1431000.0,-1239000.0,-1734000.0,-3393000.0,-2252000.0,-845000.0,-1174000.0,-7625000.0,-25600000.0,-2700000.0,-3900000.0,-6100000.0,-3300000.0,-2300000.0,-7300000.0,-1100000.0,-1300000.0,-1900000.0
,freeCashFlow,13270000.0,2298000.0,12492000.0,15163000.0,13115000.0,13666000.0,9915000.0,11705000.0,11000000.0,11748000.0,5698000.0,-538000.0,826000.0,-2874000.0,-17917000.0,-26635000.0,-26160000.0,-21033000.0,-20523000.0,-28201000.0,-33598000.0,-48300000.0,3700000.0,-9200000.0,-9600000.0,-2900000.0,8600000.0,5400000.0,3700000.0,2500000.0,-11700000.0
