date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980500000.0,-34900000.0,42298000.0,-346002000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58778000.0,43198000.0,32125000.0,9026000.0,18270000.0,8170000.0,21031000.0,14600000.0,11242000.0,5500000.0,2000000.0,0.0,0.0,2000000.0
,commonStockRepurchased,-171900000.0,-56900000.0,-143100000.0,-166200000.0,-107900000.0,-182400000.0,-249700000.0,0.0,0.0,0.0,0.0,0.0,-999999000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-889400000.0,-826800000.0,-739700000.0,-662300000.0,-606500000.0,-551800000.0,-510600000.0,-476700000.0,-460500000.0,-448800000.0,-448558000.0,-447732000.0,-442146000.0,-301313000.0,-231554000.0,-192976000.0,-177408000.0,-165448000.0,-157481000.0,-123112000.0,-81583000.0,-54100000.0,-35900000.0,-24100000.0,-15000000.0,-9900000.0
,otherFinancingActivites,-453300000.0,-950600000.0,462400000.0,317300000.0,-304800000.0,93000000.0,127400000.0,-454600000.0,980500000.0,12600000.0,0.0,9033000.0,9066000.0,9718000.0,0.0,0.0,0.0,0.0,0.0,0.0,-69000.0,0.0,-100000.0,7600000.0,5400000.0,-100000.0
,netCashUsedProvidedByFinancingActivities,-1488200000.0,-1008500000.0,-423800000.0,-482700000.0,-993600000.0,-592700000.0,-519600000.0,-858500000.0,527500000.0,-471100000.0,-398054000.0,-784701000.0,-1572950000.0,-248397000.0,-199429000.0,-183950000.0,-159138000.0,-157278000.0,-136450000.0,-108512000.0,-70410000.0,-48600000.0,-34000000.0,-16500000.0,-10000000.0,-8200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,724600000.0,-1365300000.0,173600000.0,53100000.0,-38500000.0,17500000.0,45200000.0,-1500000.0,-10200000.0,-165300000.0,-188453000.0,308532000.0,84884000.0,-58070000.0,59754000.0,61452000.0,139621000.0,17974000.0,16113000.0,-1352000.0,-5556000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1659800000.0,935200000.0,358200000.0,184600000.0,131500000.0,170000000.0,152500000.0,107300000.0,108800000.0,119000000.0,284316000.0,472769000.0,164237000.0,79353000.0,137423000.0,280944000.0,219492000.0,79871000.0,61897000.0,45784000.0,47136000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,935200000.0,2300500000.0,184600000.0,131500000.0,170000000.0,152500000.0,107300000.0,108800000.0,119000000.0,284300000.0,472769000.0,164237000.0,79353000.0,137423000.0,77669000.0,219492000.0,79871000.0,61897000.0,45784000.0,47136000.0,52692000.0,35600000.0,50200000.0,20000000.0,13700000.0,14600000.0
,operatingCashFlow,1440900000.0,1271500000.0,1276400000.0,960400000.0,1018200000.0,895200000.0,880900000.0,675300000.0,706600000.0,715300000.0,610923000.0,688771000.0,724669000.0,631227000.0,569233000.0,467857000.0,390086000.0,373708000.0,303821000.0,304938000.0,249028000.0,174100000.0,136800000.0,101800000.0,59900000.0,48100000.0
,capitalExpenditure,-127000000.0,-123800000.0,-154000000.0,-94300000.0,-97700000.0,-102800000.0,-84100000.0,-98700000.0,-89600000.0,-100500000.0,-73174000.0,-64709000.0,-82289000.0,-79020000.0,-81143000.0,-70686000.0,-50562000.0,-60212000.0,-54378000.0,-45250000.0,-32888000.0,-22100000.0,-28200000.0,-18000000.0,-17000000.0,-12300000.0
,freeCashFlow,1313900000.0,1147700000.0,1122400000.0,866100000.0,920500000.0,792400000.0,796800000.0,576600000.0,617000000.0,614800000.0,537749000.0,624062000.0,642380000.0,552207000.0,488090000.0,397171000.0,339524000.0,313496000.0,249443000.0,259688000.0,216140000.0,152000000.0,108600000.0,83800000.0,42900000.0,35800000.0
