Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2010-08-31
Cash and cash equivalents,13427222.0,10116263.0,21678734.0,5916006.0,2138964.0,888704.0,376421.0,485.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,13427222.0,10116263.0,21678734.0,5916006.0,2138964.0,888704.0,376421.0,485.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,13902418.0,10567219.0,22011548.0,6222655.0,2335718.0,1005451.0,695142.0,485.0
Property Plant & Equipment Net,3119643.0,3480782.0,2119027.0,783805.0,288585.0,63265.0,91386.0,0.0
Goodwill and Intangible Assets,466905.0,576397.0,602193.0,705381.0,808726.0,1002043.0,1430238.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,3586548.0,4057179.0,2721220.0,1489186.0,1097311.0,1065308.0,1521624.0,0.0
Total assets,17488966.0,14624398.0,24732768.0,7711841.0,3433029.0,2070759.0,2216766.0,485.0
Payables,807162.0,351735.0,281179.0,323513.0,797909.0,518086.0,481395.0,97723.0
Short-term debt,561703.0,582992.0,149671.0,81338.0,0.0,0.0,52860.0,17049.0
Total current liabilities,2333193.0,2290482.0,2033496.0,1119650.0,2713077.0,957274.0,747770.0,114772.0
Long-term debt,2704275.0,2187469.0,1321837.0,299863.0,0.0,0.0,0.0,0.0
Total debt,3265978.0,2770461.0,1471508.0,381201.0,0.0,0.0,52860.0,17049.0
Deferred revenue,0.0,0.0,45510.0,219360.0,191512.0,216894.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3015317.0,2376048.0,1524162.0,547872.0,351773.0,432811.0,635201.0,0.0
Total liabilities,5348510.0,4666530.0,3557658.0,1667522.0,3064850.0,1390085.0,1382971.0,114772.0
Other comprehensive income,223651.0,-129343.0,-193297.0,-84171.0,-103832.0,-59795.0,-34276.0,0.0
Retained earnings (deficit),-73722801.0,-55714178.0,-40944971.0,-29039693.0,-19509451.0,-11295922.0,-7585633.0,-217237.0
Total shareholders equity,12140456.0,9957868.0,21175110.0,6044319.0,368179.0,680674.0,833795.0,-114287.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-10161244.0,-7345802.0,-20207226.0,-5534805.0,-2138964.0,-888704.0,-323561.0,16564.0
Other Assets,475196.0,450956.0,332814.0,306649.0,196754.0,116747.0,318721.0,0.0
Other Liabilities,964328.0,1355755.0,1602646.0,714799.0,1915168.0,439188.0,213515.0,0.0
