date,,2020-05-31_FY,2019-05-26_FY,2018-05-27_FY,2017-05-28_FY,2016-05-29_FY,2015-05-31_FY,2014-05-25_FY,2013-05-26_FY,2012-05-27_FY,2011-05-29_FY,2010-05-30_FY,2009-05-31_FY,2008-05-25_FY,2007-05-27_FY,2006-05-28_FY,2005-05-29_FY,2004-05-30_FY,2003-05-25_FY,2002-05-26_FY,2001-05-27_FY,2000-05-28_FY,1999-05-30_FY,1998-05-31_FY,1997-05-25_FY
,debtRepayment,-755200000.0,-137000000.0,-408200000.0,-4000000.0,-1096800000.0,-1673100000.0,-2573000000.0,-355900000.0,-2100000.0,-226800000.0,-1800000.0,-33300000.0,-33000000.0,-153000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,525900000.0,59300000.0,37800000.0,113100000.0,99300000.0,159700000.0,58100000.0,64400000.0,70200000.0,63000000.0,66300000.0,57500000.0,66000000.0,56000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12300000.0,0.0
,commonStockRepurchased,-330300000.0,-148200000.0,-197000000.0,-117100000.0,-85500000.0,-502300000.0,57600000.0,12000000.0,-304900000.0,-322500000.0,-18800000.0,-144900000.0,-92600000.0,-314600000.0,-372400000.0,-237000000.0,-195600000.0,-179600000.0,-168100000.0,-139800000.0,-188200000.0,-201200000.0,-170700000.0,-109600000.0
,dividendsPaid,-322300000.0,-370800000.0,-313500000.0,-279100000.0,-268200000.0,-278900000.0,-288300000.0,-258200000.0,-223900000.0,-175500000.0,-140000000.0,-110200000.0,-100900000.0,-65700000.0,-59200000.0,-12500000.0,-13000000.0,-13500000.0,-9200000.0,-9500000.0,-10100000.0,-10900000.0,-11700000.0,-12400000.0
,otherFinancingActivites,600000.0,34800000.0,282100000.0,525400000.0,329700000.0,19600000.0,51500000.0,957500000.0,490500000.0,203800000.0,-129400000.0,22200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900000.0,0.0
,netCashUsedProvidedByFinancingActivities,138700000.0,-484200000.0,-636600000.0,129200000.0,-1120800000.0,-1784500000.0,-179200000.0,355400000.0,-40400000.0,-521000000.0,-290000000.0,-204800000.0,805500000.0,-322900000.0,-392900000.0,-264000000.0,-194100000.0,-193100000.0,-43300000.0,-32500000.0,-102200000.0,-244200000.0,-134500000.0,-69600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,306000000.0,310400000.0,-86200000.0,-41700000.0,-261100000.0,437600000.0,10100000.0,17700000.0,0.0,-178300000.0,185900000.0,19700000.0,13000000.0,-12100000.0,-500000.0,6100000.0,-11900000.0,-104200000.0,91100000.0,35700000.0,-14900000.0,7500000.0,0.0,-4900000.0
,cashAtEndOfPeriod,763300000.0,457300000.0,146900000.0,233100000.0,274800000.0,535900000.0,98300000.0,88200000.0,70500000.0,70500000.0,248800000.0,62900000.0,43200000.0,30200000.0,42300000.0,42800000.0,36700000.0,48700000.0,152900000.0,61800000.0,26100000.0,41000000.0,0.0,25400000.0
,cashAtBeginningOfPeriod,457300000.0,146900000.0,233100000.0,274800000.0,535900000.0,98300000.0,88200000.0,70500000.0,70500000.0,248800000.0,62900000.0,43200000.0,30200000.0,42300000.0,42800000.0,36700000.0,48600000.0,152900000.0,61800000.0,26100000.0,41000000.0,33500000.0,25500000.0,30300000.0
,operatingCashFlow,711300000.0,1257200000.0,1001300000.0,898000000.0,778000000.0,471000000.0,770100000.0,949300000.0,761700000.0,892600000.0,902000000.0,782400000.0,734200000.0,606400000.0,717100000.0,583200000.0,525400000.0,509300000.0,508100000.0,420600000.0,337100000.0,348200000.0,236100000.0,189200000.0
,capitalExpenditure,-484500000.0,-452000000.0,-396000000.0,-293000000.0,-228300000.0,-296500000.0,-414800000.0,-685600000.0,-639700000.0,-547700000.0,-432100000.0,-535300000.0,-431700000.0,-345200000.0,-338200000.0,-329200000.0,-354300000.0,-423300000.0,-318400000.0,-366400000.0,-271400000.0,-125900000.0,-112200000.0,-160300000.0
,freeCashFlow,226800000.0,779300000.0,582500000.0,579700000.0,526400000.0,174500000.0,323700000.0,222800000.0,106100000.0,334300000.0,463500000.0,247100000.0,302500000.0,261200000.0,378900000.0,254000000.0,171100000.0,86000000.0,189700000.0,54200000.0,65700000.0,222300000.0,123900000.0,28900000.0
