date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,debtRepayment,-1615400000.0,-1588600000.0,-1192200000.0,-915300000.0,-2061400000.0,-962300000.0,-552200000.0,-1454500000.0,-763000000.0,-606600000.0,-560580000.0,-1188454000.0,-1798602000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258000.0,284000.0,16764000.0,7337000.0,11057000.0,10366000.0,10490000.0,3705000.0,151567000.0,1954000.0,1900000.0,700000.0,96300000.0,800000.0
,commonStockRepurchased,-337300000.0,-50000000.0,-484900000.0,-25000000.0,0.0,-355500000.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,-114774000.0,-82168000.0,0.0,0.0,0.0,0.0,0.0,0.0,-56284000.0,0.0,-11300000.0,-7400000.0,0.0
,dividendsPaid,-164100000.0,-151300000.0,-145300000.0,-132000000.0,-120400000.0,-120100000.0,-108700000.0,-96900000.0,-60200000.0,-35900000.0,-29692000.0,-29383000.0,-30454000.0,-24207000.0,-16145000.0,-12530000.0,-10157000.0,-8021000.0,-7605000.0,-6812000.0,-6001000.0,-4900000.0,-4500000.0,-2600000.0,-1900000.0
,otherFinancingActivites,-40400000.0,-21400000.0,-54600000.0,-14400000.0,-16300000.0,-11400000.0,-5600000.0,-11500000.0,-4300000.0,-11300000.0,2403000.0,-10026000.0,6380000.0,9511000.0,-6015000.0,-7159000.0,0.0,0.0,-1716000.0,451000.0,1031000.0,-100000.0,0.0,100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-483000000.0,-840600000.0,-403900000.0,-198100000.0,-100200000.0,-848500000.0,33000000.0,332100000.0,-207600000.0,247600000.0,-24464000.0,-859829000.0,-231488000.0,-199850000.0,481756000.0,-102143000.0,-64191000.0,149714000.0,-23256000.0,49638000.0,37030000.0,-34000000.0,113900000.0,92000000.0,61200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,7600000.0,4300000.0,-5900000.0,10100000.0,-2700000.0,-8500000.0,-1400000.0,-400000.0,400000.0,3900000.0,2073000.0,1425000.0,-570000.0,242000.0,167000.0,-81000.0,1565000.0,472000.0,123000.0,-698000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,509200000.0,46100000.0,-26200000.0,31600000.0,18500000.0,-1900000.0,22600000.0,-14000000.0,13000000.0,11700000.0,29913000.0,-8993000.0,-25028000.0,19548000.0,22453000.0,23363000.0,9493000.0,-7139000.0,-626000.0,6824000.0,-6755000.0,3400000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,683500000.0,174300000.0,128200000.0,154400000.0,122800000.0,104300000.0,106200000.0,83600000.0,97600000.0,84600000.0,72915000.0,43002000.0,51995000.0,77023000.0,57475000.0,35022000.0,11659000.0,2166000.0,9305000.0,9931000.0,3107000.0,9900000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,174300000.0,128200000.0,154400000.0,122800000.0,104300000.0,106200000.0,83600000.0,97600000.0,84600000.0,72900000.0,43002000.0,51995000.0,77023000.0,57475000.0,35022000.0,11659000.0,2166000.0,9305000.0,9931000.0,3107000.0,9862000.0,6500000.0,34000000.0,800000.0,18000000.0
,operatingCashFlow,1173000000.0,1301500000.0,664600000.0,399000000.0,626500000.0,1025000000.0,356000000.0,633300000.0,601900000.0,234800000.0,214087000.0,942996000.0,664684000.0,638964000.0,190964000.0,272219000.0,121768000.0,106414000.0,90744000.0,103587000.0,24464000.0,131400000.0,30900000.0,39800000.0,36400000.0
,capitalExpenditure,-172000000.0,-242200000.0,-239900000.0,-161600000.0,-154900000.0,-172200000.0,-190400000.0,-168000000.0,-214000000.0,-156400000.0,-111356000.0,-69901000.0,-151890000.0,-124127000.0,-108742000.0,-53740000.0,-35982000.0,-20909000.0,-18658000.0,-24539000.0,-30379000.0,-112500000.0,-176100000.0,-107100000.0,-21400000.0
,freeCashFlow,1001000000.0,1059300000.0,424700000.0,237400000.0,471600000.0,852800000.0,165600000.0,465300000.0,387900000.0,78400000.0,102731000.0,873095000.0,512794000.0,514837000.0,82222000.0,218479000.0,85786000.0,85505000.0,72086000.0,79048000.0,-5915000.0,18900000.0,-145200000.0,-67300000.0,15000000.0
