Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,1480000000.0,1672000000.0,1077000000.0,708000000.0,1158000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,1342000000.0,1540000000.0,1375000000.0,1376000000.0,1500000000.0
Inventories,,,,,
Total current assets,4141000000.0,4332000000.0,5564000000.0,2927000000.0,3920000000.0
Property, Plant & Equipment Net,13879000000.0,19535000000.0,17249000000.0,20840000000.0,23841000000.0
Goodwill and Intangible Assets,14747000000,20482000000,19487000000,33220000000,38192000000
Long-term investments,5122000000.0,6671000000.0,6389000000.0,2840000000.0,1808000000.0
Tax assets,2488000000.0,3157000000.0,000000.0,000000.0,000000.0
Total non-current assets,50043000000.0,53265000000.0,48954000000.0,61683000000.0,68921000000.0
Total assets,54185000000.0,57597000000.0,54518000000.0,64610000000.0,72842000000.0
Payables,874000000.0,1047000000.0,954000000.0,996000000.0,1039000000.0
Short-term debt,3615000000.0,4165000000.0,2624000000.0,2537000000.0,1551000000.0
Total current liabilities,10306000000.0,9966000000.0,8397000000.0,8767000000.0,9190000000.0
Long-term debt,26190000000.0,38050000000.0,34886000000.0,42186000000.0,44608000000.0
Total debt,26190000000.0,38050000000.0,34886000000.0,42186000000.0,44608000000.0
Deferred revenue,847000000.0,1101000000.0,1059000000.0,1348000000.0,1452000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,38166000000.0,40826000000.0,36612000000.0,45397000000.0,48937000000.0
Total liabilities,48472000000.0,50792000000.0,45009000000.0,54164000000.0,58127000000.0
Other comprehensive income,632000000.0,1656000000.0,9509000000.0,10446000000.0,1647000000.0
Retained earnings (deficit),-5172000000.0,-6218000000.0,000000.0,000000.0,-4008000000.0
Total shareholders equity,4681000000.0,6805000000.0,9509000000.0,10446000000.0,14714000000.0
Investments,5122000000.0,6671000000.0,6389000000.0,2840000000.0,1808000000.0
Net Debt,28325000000,40543000000,36433000000,44015000000,45001000000
Other Assets,14955000000,4392000000,8819000000,5495000000,5863000000
Other Liabilities,14477000000,3266000000,2236000000,4098000000,5972000000
