date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,2585402000000.0,2624576323000.0,2410360459000.0,2529346878000.0,2541566819000.0,2399029140000.0,2049065285000.0,1738082877000.0
,costOfRevenue,1374445000000.0,1472052102000.0,1341848731000.0,1535154800000.0,1508450102000.0,1496020483000.0,1321269663000.0,1009140095000.0
,grossProfit,1210957000000.0,1152524221000.0,1068511728000.0,994192078000.0,1033116717000.0,903008657000.0,727795622000.0,728942782000.0
,grossProfitRatio,0.468382479784575,0.439127721644085,0.443299558790182,0.393062765193411,0.406488119563383,0.376405872668975,0.355184203903977,0.41939472026684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,137227000000.0,226323428000.0,190007525000.0,199818998000.0,203259565000.0,209705280000.0,193860204000.0,186188739000.0
,SellingAndMarketingExpenses,0.0,3274693000.0,2440070000.0,2501027000.0,3736414000.0,3166181000.0,3765455000.0,3869225000.0
,otherExpenses,2086000000.0,-2982268000.0,-432316000.0,1066419000.0,1796884000.0,4613948000.0,14969636000.0,1392814000.0
,operatingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,1906683000000.0,1930043213000.0,1743556793000.0,1916896565000.0,1898324123000.0,1874841217000.0,1652348378000.0,1332338022000.0
,interestExpense,127409000000.0,88800080000.0,77260497000.0,39453547000.0,44082508000.0,50646894000.0,47837442000.0,47871170000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,229957000000.0,236627387000.0,215187300000.0,152684106000.0,161660610000.0,153201662000.0,128437154000.0,119507118000.0
,EBITDA,908676000000.0,931160497000.0,881990966000.0,765134419000.0,804903306000.0,677389585000.0,525154061000.0,525251973000.0
,EBITDARatio,0.351464105001853,0.354785070961718,0.365916625750622,0.302502762928668,0.316695709112498,0.282359882047952,0.256289570100252,0.30220191450629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,678719000000.0,694533110000.0,666803666000.0,612450313000.0,643242696000.0,524187923000.0,396716907000.0,405744855000.0
,operatingIncomeRatio,0.262519716469624,0.264626752864295,0.276640642485747,0.242137730624071,0.253089035940865,0.218500023305261,0.19360871998766,0.233443905563543
,totalOtherIncomeExpensesNet,-721162000000.0,-177937614000.0,2959559000.0,85090273000.0,67700161000.0,-17901842000.0,-6240415000.0,20090050000.0
,incomeBeforeTax,-133692000000.0,377321122000.0,566330276000.0,666760212000.0,676674298000.0,456580763000.0,332246550000.0,374096957000.0
,incomeBeforeTaxRatio,-0.0517103336347694,0.143764583522839,0.234956673756155,0.26360963685899,0.266242969864646,0.190318973366034,0.162145419393019,0.215235396395888
,incomeTaxExpense,-81305000000.0,61227904000.0,153482519000.0,143342301000.0,111403182000.0,109612599000.0,132687133000.0,61712442000.0
,netIncome,-50860000000.0,296153605000.0,361709937000.0,349382642000.0,384159865000.0,251838410000.0,162459039000.0,229526660000.0
,netIncomeRatio,-0.0196719891142654,0.112838633193751,0.150064665908959,0.138131564728782,0.151150802775727,0.104975135900183,0.0792844621346459,0.1320573736945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-36.7663232484846,214.0,283.0,356.0,391.5,256.492347,165.461258,233.768279
,EPSDiluted,-36.7663232484846,214.0,283.0,356.0,391.5,256.492347,165.461258,233.768279
,weightedAverageShsOut,1383331144.0,1383331144.0,1278267190.0,981412921.0,981855455.0,981855455.0,981855455.0,981855455.0
,weightedAverageShsOutDil,1383331144.0,1383331144.0,1278267190.0,981412921.0,981855455.0,981855455.0,981855455.0,981855455.0
