Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,141000000.0,161000000.0,87000000.0,110000000.0,33000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,66000000.0,45000000.0,38000000.0,40000000.0,33000000.0
Inventories,,,,,
Total current assets,2725000000.0,2647000000.0,2814000000.0,3045000000.0,2971000000.0
Property, Plant & Equipment Net,2507000000.0,2457000000.0,2623000000.0,2826000000.0,2761000000.0
Goodwill and Intangible Assets,176000000,177000000,178000000,179000000,179000000
Long-term investments,,,,,
Tax assets,000000.0,000000.0,000000.0,000000.0,3000000.0
Total non-current assets,1929000000.0,2057000000.0,2081000000.0,2293000000.0,1000000.0
Total assets,2953000000.0,2893000000.0,2986000000.0,3266000000.0,3170000000.0
Payables,49000000.0,38000000.0,28000000.0,21000000.0,30000000.0
Short-term debt,18000000.0,18000000.0,18000000.0,19000000.0,2720000000.0
Total current liabilities,199000000.0,180000000.0,161000000.0,167000000.0,2850000000.0
Long-term debt,1670000000.0,1682000000.0,1695000000.0,1867000000.0,000000.0
Total debt,1670000000.0,1682000000.0,1695000000.0,1867000000.0,000000.0
Deferred revenue,,,,,
Tax Liabilities,234000000.0,343000000.0,354000000.0,399000000.0,0000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,1929000000.0,2057000000.0,2081000000.0,2293000000.0,1000000.0
Total liabilities,2127000000.0,2237000000.0,2242000000.0,2460000000.0,2851000000.0
Other comprehensive income,-1000000.0,-6000000.0,-7000000.0,-3000000.0,319000000.0
Retained earnings (deficit),-144000000.0,-296000000.0,-295000000.0,-321000000.0,000000.0
Total shareholders equity,826000000.0,655000000.0,744000000.0,805000000.0,319000000.0
Investments,,,,,
Net Debt,1547000000,1539000000,1626000000,1776000000,2687000000
Other Assets,64000000,52000000,60000000,51000000,160000000
Other Liabilities,22000000,29000000,30000000,24000000,14000000
