date,,2020-10-25_FY,2019-10-27_FY,2018-10-28_FY,2017-10-29_FY,2016-10-30_FY,2015-10-25_FY,2014-10-26_FY,2013-10-27_FY,2012-10-28_FY,2011-10-30_FY,2010-10-31_FY,2009-10-25_FY,2008-10-26_FY,2007-10-28_FY,2006-10-29_FY,2005-10-30_FY,2004-10-31_FY,2003-10-26_FY,2002-10-27_FY,2001-10-28_FY,2000-10-29_FY,1999-10-31_FY,1998-10-25_FY,1997-10-26_FY,1996-10-27_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY,1992-10-31_FY,1991-10-31_FY,1990-10-31_FY,1989-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3619000000.0,2706000000.0,3038000000.0,3519000000.0,1721000000.0,1377000000.0,1072000000.0,256000000.0,109000000.0,1926000000.0,937866000.0,-305000000.0,961000000.0,1710000000.0,1517000000.0,1210000000.0,1351303000.0,-149000000.0,269000000.0,508000000.0,2064000000.0,746700000.0,231000000.0,498000000.0,600000000.0,454100000.0,220700000.0,99700000.0,39500000.0,26200000.0,34100000.0,51500000.0
,depreciationAndAmortization,376000000.0,363000000.0,457000000.0,407000000.0,389000000.0,371000000.0,375000000.0,410000000.0,422000000.0,246000000.0,304515000.0,291200000.0,320100000.0,268300000.0,270400000.0,300400000.0,356985000.0,381700000.0,387500000.0,387000000.0,362000000.0,275400000.0,284500000.0,219400000.0,148900000.0,83200000.0,59100000.0,38900000.0,28900000.0,24500000.0,16000000.0,11700000.0
,deferredIncomeTax,80000000.0,49000000.0,71000000.0,-12000000.0,21000000.0,-134000000.0,36000000.0,-91000000.0,161000000.0,122000000.0,-186057000.0,18900000.0,-58300000.0,31600000.0,25300000.0,20300000.0,78927000.0,-208600000.0,-200000.0,88200000.0,-237300000.0,10300000.0,-49400000.0,-52500000.0,-85900000.0,-99300000.0,-32700000.0,-23000000.0,-9800000.0,-1000000.0,-6400000.0,-3200000.0
,stockBasedCompensation,307000000.0,263000000.0,258000000.0,220000000.0,201000000.0,187000000.0,177000000.0,162000000.0,182000000.0,146000000.0,126070000.0,147160000.0,-7491000.0,-49794000.0,-23664000.0,84294000.0,0.0,2736000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-638000000.0,-923000000.0,-2121000000.0,4082000000.0,-742000000.0,1319000000.0,945000000.0,362000000.0,-4724000000.0,3683561000.0,127439000.0,32000000.0,-515000000.0,588000000.0,-4039000000.0,-309538000.0,1263538000.0,158000000.0,323000000.0,170000000.0,2687900000.0,990100000.0,33000000.0,610000000.0,308100000.0,715800000.0,338700000.0,61800000.0,99400000.0,62500000.0,-28300000.0,-44700000.0
,accountsReceivables,-427000000.0,-207000000.0,-226000000.0,-37000000.0,-542000000.0,-61000000.0,-21000000.0,-404000000.0,493000000.0,292000000.0,-766937000.0,586993000.0,424290000.0,34259000.0,-393022000.0,86959000.0,0.0,144369000.0,-270000000.0,1575000000.0,-1153000000.0,0.0,347000000.0,-289000000.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-421000000.0,248000000.0,-792000000.0,-879000000.0,-216000000.0,-266000000.0,-154000000.0,-141000000.0,679000000.0,-163000000.0,144626000.0,359560000.0,-638256000.0,140933000.0,-222335000.0,130924000.0,-187925000.0,331161000.0,139000000.0,91000000.0,-871000000.0,-48400000.0,130000000.0,-207000000.0,-52000000.0,-186400000.0,-80500000.0,-42700000.0,-6200000.0,-2300000.0,-19900000.0,-26400000.0
,accountsPayables,327000000.0,-247000000.0,179000000.0,245000000.0,107000000.0,-133000000.0,79000000.0,78000000.0,-435000000.0,-221000000.0,469049000.0,-660006000.0,362604000.0,-12473000.0,237952000.0,-444858000.0,0.0,-59923000.0,-20000000.0,401000000.0,-287000000.0,0.0,165000000.0,-155000000.0,51000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,54000000.0,5759000000.0,6682000000.0,8803000000.0,4721000000.0,5463000000.0,4144000000.0,3199000000.0,2837000000.0,7561000000.0,3877439000.0,3750000000.0,3718000000.0,4233000000.0,3645000000.0,7684000000.0,7993538000.0,6730000000.0,6572000000.0,6249000000.0,6079000000.0,3391100000.0,2401000000.0,2368000000.0,1758000000.0,1449900000.0,734100000.0,395400000.0,333600000.0,234200000.0,171700000.0,200000000.0
,otherNonCashItems,60000000.0,244000000.0,262000000.0,211000000.0,239000000.0,184000000.0,203000000.0,503000000.0,825000000.0,140000000.0,245925000.0,519200000.0,258100000.0,199000000.0,449900000.0,107000000.0,0.0,215800000.0,110900000.0,458200000.0,386800000.0,-100000.0,160300000.0,75800000.0,0.0,-100000.0,0.0,0.0,0.0,-100000.0,0.0,100000.0
,netCashProvidedByOperatingActivites,3804000000.0,3247000000.0,3787000000.0,3789000000.0,2566000000.0,1163000000.0,1800000000.0,623000000.0,1851000000.0,2426000000.0,1722853000.0,332700000.0,1710500000.0,2209300000.0,1935700000.0,1247100000.0,1627271000.0,801800000.0,492100000.0,1580300000.0,1651800000.0,933300000.0,816400000.0,701700000.0,692000000.0,142700000.0,111000000.0,117000000.0,59200000.0,39000000.0,42400000.0,15400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-422000000.0,-441000000.0,-622000000.0,-345000000.0,-253000000.0,-215000000.0,-241000000.0,-197000000.0,-162000000.0,-209000000.0,0.0,-248400000.0,-287900000.0,-264800000.0,-179500000.0,-199700000.0,-190577000.0,-265300000.0,-476500000.0,-769100000.0,-383300000.0,-204000000.0,-480800000.0,-339400000.0,-452500000.0,-265600000.0,-180400000.0,-99400000.0,-66600000.0,-67500000.0,-111100000.0,-42900000.0
,acquisitionsNet,-107000000.0,-28000000.0,-6000000.0,-68000000.0,-16000000.0,-4000000.0,-12000000.0,-1000000.0,-4190000000.0,0.0,-323000000.0,0.0,-235324000.0,-599653000.0,-339093000.0,-101793000.0,0.0,-13498000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
