Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,211027000000.0,114486000000.0,37425000000.0,336629000000.0,323807000000.0
Short-term investments,82000000.0,366000000.0,935000000.0,20670000000.0,945000000.0
Cash and short-term investments,82000000.0,366000000.0,935000000.0,20670000000.0,945000000.0
Receivables,393141000000.0,377606000000.0,447200000000.0,561789000000.0,534067000000.0
Inventories,31741000000.0,33391000000.0,36755000000.0,65771000000.0,46155000000.0
Total current assets,2891658000000.0,2856310000000.0,2866209000000.0,6199614000000.0,5796693000000.0
Property Plant & Equipment Net,2788205000000.0,2726839000000.0,2729717000000.0,5230429000000.0,4692289000000.0
Goodwill and Intangible Assets,43468000000,44127000000,45765000000,178062000000,156145000000
Long-term investments,15309000000.0,22008000000.0,48719000000.0,585424000000.0,764725000000.0
Tax assets,000000.0,18696000000.0,19867000000.0,58375000000.0,51865000000.0
Total non-current assets,1049588000000.0,1142943000000.0,2102705000000.0,3144654000000.0,2871766000000.0
Total assets,3554462000000.0,3399682000000.0,7278770000000.0,7237672000000.0,6762125000000.0
Payables,240723000000.0,237993000000.0,292074000000.0,390706000000.0,286088000000.0
Short-term debt,15456000000.0,16173000000.0,16613000000.0,277645000000.0,342757000000.0
Total current liabilities,543357000000.0,555777000000.0,2527875000000.0,1392738000000.0,1238391000000.0
Long-term debt,748124000000.0,786138000000.0,807552000000.0,1751280000000.0,1492765000000.0
Total debt,748124000000.0,786138000000.0,807552000000.0,1751280000000.0,1492765000000.0
Deferred revenue,,,,,
Tax Liabilities,160294000000.0,185277000000.0,217760000000.0,390320000000.0,305690000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,1049588000000.0,1142943000000.0,2102705000000.0,3144654000000.0,2871766000000.0
Total liabilities,1592944000000.0,1698720000000.0,4630580000000.0,4537391000000.0,4110157000000.0
Other comprehensive income,-74789000000.0,-136756000000.0,-1107906000000.0,-848186000000.0,-793967000000.0
Retained earnings (deficit),1398018000000.0,1199429000000.0,2218373000000.0,2010744000000.0,1908212000000.0
Total shareholders equity,1961518000000.0,1700962000000.0,2648190000000.0,2700280000000.0,2651968000000.0
Investments,15309000000.0,22008000000.0,48719000000.0,585424000000.0,764725000000.0
Net Debt,552553000000,687825000000,786740000000,1692296000000,1511715000000
Other Assets,71490000000,62164000000,3912385000000,200524000000,192126000000
Other Liabilities,297392000000,344847000000,2356170000000,730083000000,593306000000
