Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,21000000.0,19000000.0,17000000.0,17000000.0,16000000.0
Stock-based compensation,,,,,
Operating Cash Flow,29000000.0,29000000.0,26000000.0,25000000.0,23000000.0
Capital Expenditure,-28000000.0,-28000000.0,-20000000.0,-15000000.0,-14000000.0
Acquisitions and disposals,-9000000.0,-7000000.0,-8000000.0,-7000000.0,-5000000.0
Investment purchases and sales,-3000000,0,0,0,0
Investing Cash flow,-31000000.0,-28000000.0,-20000000.0,-15000000.0,-14000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,6000000.0,-2000000.0,-7000000.0,-2000000.0,-10000000.0
Effect of forex changes on cash,-1000000.0,-1000000.0,0000000.0,0000000.0,-1000000.0
Net cash flow / Change in cash,3000000.0,-2000000.0,-1000000.0,8000000.0,-2000000.0
Free Cash Flow,1000000.0,1000000.0,6000000.0,9000000.0,9000000.0
Net Cash/Marketcap,,,,,
