Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31
Cash and cash equivalents,76722000.0,98318000.0,124083000.0,153463000.0,119873668.0,45679.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,76722000.0,98318000.0,124083000.0,153463000.0,119873668.0,45679.0
Receivables,544000.0,1035000.0,636000.0,528000.0,395172.0,369408.0
Inventories,0.0,173000.0,128000.0,93000.0,0.0,0.0
Total current assets,118407000.0,120064000.0,119765000.0,119058000.0,106929459.0,366058.0
Property, Plant & Equipment Net,9830000.0,12775000.0,14509000.0,15120000.0,6384602.0,99548.0
Goodwill and Intangible Assets,107732000.0,106803000.0,104886000.0,103878000.0,100519227.0,252747.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,7150000.0,6582000.0,12869000.0,6800000.0,6439925.0,4637665.0
Total assets,196753000.0,220340000.0,245486000.0,274049000.0,227828089.0,803191.0
Payables,743000.0,479000.0,670000.0,1249000.0,6444546.0,362191.0
Short-term debt,0.0,0.0,497000.0,494000.0,0.0,0.0
Total current liabilities,8839000.0,5229000.0,4721000.0,5064000.0,7182210.0,372942.0
Long-term debt,0.0,0.0,0.0,497000.0,0.0,3405808.0
Total debt,0.0,0.0,497000.0,991000.0,0.0,3405808.0
Deferred revenue,4258000.0,5070000.0,5822000.0,6393000.0,7114182.0,10751.0
Tax Liabilities,685000.0,0.0,6498000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,7150000.0,6582000.0,12869000.0,6800000.0,6439925.0,4637665.0
Total liabilities,15989000.0,11811000.0,17590000.0,11864000.0,13622135.0,5010607.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-168464000.0,-127239000.0,-102671000.0,-63485000.0,-41657179.0,-26943011.0
Total shareholders equity,180764000.0,208529000.0,227896000.0,262185000.0,214205954.0,-4207416.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-76722000.0,-98318000.0,-123586000.0,-152472000.0,-119873668.0,3360129.0
Other Assets,1080000.0,750000.0,874000.0,907000.0,629790.0,22046.0
Other Liabilities,8096000.0,4750000.0,3554000.0,3321000.0,737664.0,10751.0
