date,,2021-12-31_FY,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,29319000.0,26209000.0,17701000.0,10596000.0,7089000.0
,depreciationAndAmortization,0.0,6452000.0,6073000.0,3619000.0,1569000.0
,deferredIncomeTax,0.0,-1367000.0,665000.0,1317000.0,1828000.0
,stockBasedCompensation,0.0,414000.0,346000.0,267000.0,145000.0
,changeInWorkingCapital,10672000.0,-5344000.0,-10322000.0,-4824000.0,-1058000.0
,accountsReceivables,0.0,-5007000.0,280000.0,-398000.0,-636000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,-201000.0,-54000.0,528000.0,130000.0
,otherWorkingCapital,388681000.0,-1714000.0,-1782000.0,1656962000.0,919757000.0
,otherNonCashItems,-42837000.0,-12295000.0,-6632000.0,8000.0,2322000.0
,netCashProvidedByOperatingActivites,-2846000.0,14069000.0,7831000.0,10983000.0,11895000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-3685000.0,-3885000.0,-8958000.0,-6879000.0
,acquisitionsNet,-792000.0,0.0,0.0,72616000.0,0.0
,purchasesOfInvestments,0.0,-178571000.0,-79254000.0,-100205000.0,-124738000.0
,salesMaturitiesOfInvestments,0.0,217860000.0,191126000.0,189999000.0,63994000.0
,otherInvestingActivites,-27353000.0,-624516000.0,-134972000.0,-131605000.0,-96174000.0
,netCashUsedForInvestingActivites,-28145000.0,-588912000.0,-26985000.0,21847000.0,-163797000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-37345000.0,-32184000.0,-198000.0,-1220000.0
,commonStockIssued,70545000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-1795000.0,0.0,-3404000.0,0.0
,dividendsPaid,-8872000.0,-6504000.0,-6688000.0,-4615000.0,-2204000.0
,otherFinancingActivites,-104000.0,785181000.0,156991000.0,-8062000.0,132867000.0
,netCashUsedProvidedByFinancingActivities,61569000.0,739537000.0,118119000.0,-16279000.0,129443000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-258899000.0,164694000.0,98965000.0,16551000.0,-22459000.0
,cashAtEndOfPeriod,44825000.0,303724000.0,139030000.0,40065000.0,23514000.0
,cashAtBeginningOfPeriod,303724000.0,139030000.0,40065000.0,23514000.0,45973000.0
,operatingCashFlow,-2846000.0,14069000.0,7831000.0,10983000.0,11895000.0
,capitalExpenditure,0.0,-3685000.0,-3885000.0,-8958000.0,-6879000.0
,freeCashFlow,-2846000.0,10384000.0,3946000.0,2025000.0,5016000.0
