date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-30_FY,2006-12-31_FY,2005-12-25_FY,2004-12-26_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,1999-12-26_FY,1998-12-27_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1994-12-25_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,982000000.0,-76000000.0,748000000.0,582000000.0,1027000000.0,506000000.0,1826000000.0,563000000.0,385000000.0,331000000.0,1281000000.0,-545000000.0,-1176000000.0,790000000.0,453000000.0,717000000.0,1283000000.0,277000000.0,241000000.0,354000000.0,840000000.0,527000000.0,294000000.0,342000000.0,463000000.0,799000000.0,589000000.0
,depreciationAndAmortization,472000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508000000.0,0.0,974000000.0,1283000000.0,1337000000.0,1322000000.0,1318000000.0,1225000000.0,876000000.0,859000000.0,640000000.0,616000000.0,628000000.0,617000000.0,621000000.0,534000000.0
,deferredIncomeTax,-56000000.0,-169000000.0,72000000.0,44000000.0,-159000000.0,0.0,205000000.0,-29000000.0,109000000.0,-26000000.0,-1257000000.0,66000000.0,-1005000000.0,-237000000.0,-174000000.0,-424000000.0,136000000.0,18000000.0,57000000.0,58000000.0,193000000.0,185000000.0,160000000.0,75000000.0,181000000.0,103000000.0,127000000.0
,stockBasedCompensation,30000000.0,30000000.0,42000000.0,40000000.0,60000000.0,31000000.0,40000000.0,42000000.0,37000000.0,25000000.0,24000000.0,26000000.0,47000000.0,41000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,54000000.0,942000000.0,-887000000.0,134000000.0,-883000000.0,-816000000.0,917000000.0,216000000.0,-142000000.0,-443000000.0,-1184000000.0,350000000.0,1994000000.0,-749000000.0,-465000000.0,-523000000.0,648000000.0,602000000.0,-304000000.0,525000000.0,-936000000.0,938000000.0,-239000000.0,168000000.0,151000000.0,280000000.0,-445000000.0
,accountsReceivables,-141000000.0,13000000.0,62000000.0,-35000000.0,-54000000.0,17000000.0,29000000.0,-27000000.0,-33000000.0,0.0,0.0,0.0,0.0,-101000000.0,0.0,-181000000.0,-150000000.0,-9000000.0,31000000.0,0.0,0.0,-410000000.0,27000000.0,-11000000.0,74000000.0,0.0,9000000.0
,inventory,-25000000.0,-23000000.0,-14000000.0,-39000000.0,61000000.0,10000000.0,-66000000.0,-13000000.0,-54000000.0,-46000000.0,-30000000.0,376000000.0,228000000.0,-47000000.0,-315000000.0,-193000000.0,-269000000.0,199000000.0,17000000.0,0.0,-145000000.0,-367000000.0,21000000.0,18000000.0,-41000000.0,-159000000.0,16000000.0
,accountsPayables,-17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-284000000.0,0.0,102000000.0,210000000.0,129000000.0,-88000000.0,0.0,0.0,-262000000.0,-5000000.0,31000000.0,22000000.0,0.0,-153000000.0
,otherWorkingCapital,659000000.0,605000000.0,-337000000.0,550000000.0,416000000.0,1299000000.0,2115000000.0,1198000000.0,982000000.0,1124000000.0,1567000000.0,2751000000.0,2401000000.0,407000000.0,1156000000.0,1621000000.0,2144000000.0,1496000000.0,894000000.0,1198000000.0,673000000.0,1609000000.0,671000000.0,910000000.0,742000000.0,591000000.0,311000000.0
,otherNonCashItems,0.0,-86000000.0,-427000000.0,-171000000.0,-167000000.0,-113000000.0,-150000000.0,-159000000.0,-106000000.0,32000000.0,68000000.0,-34000000.0,-26000000.0,-479000000.0,791000000.0,302000000.0,-407000000.0,211000000.0,-120000000.0,-24000000.0,-82000000.0,-11000000.0,32000000.0,13000000.0,69000000.0,345000000.0,30000000.0
,netCashProvidedByOperatingActivites,1529000000.0,966000000.0,1112000000.0,1201000000.0,735000000.0,1064000000.0,1088000000.0,1004000000.0,581000000.0,291000000.0,744000000.0,-162000000.0,-1334000000.0,633000000.0,1609000000.0,1748000000.0,2200000000.0,1814000000.0,1510000000.0,1118000000.0,1429000000.0,1501000000.0,1122000000.0,1045000000.0,1298000000.0,1556000000.0,1648000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-225000000.0,-384000000.0,-427000000.0,-419000000.0,-510000000.0,-443000000.0,-354000000.0,-261000000.0,-256000000.0,-241000000.0,-286000000.0,-239000000.0,-608000000.0,-680000000.0,-874000000.0,-861000000.0,-492000000.0,-608000000.0,-930000000.0,-685000000.0,-848000000.0,-505000000.0,-1109000000.0,-669000000.0,-1327000000.0,-1073000000.0,-1102000000.0
,acquisitionsNet,101000000.0,297000000.0,0.0,403000000.0,2486000000.0,0.0,707000000.0,-1581000000.0,80000000.0,0.0,0.0,0.0,0.0,-53000000.0,33000000.0,1209000000.0,-17000000.0,-8000000.0,-6119000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000000.0,-701000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28000000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0,13000000.0,0.0,195000000.0,92000000.0,6983000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214000000.0,0.0
,otherInvestingActivites,0.0,571000000.0,-13000000.0,250000000.0,107000000.0,-27000000.0,-20000000.0,-29000000.0,-29000000.0,363000000.0,234000000.0,414000000.0,-270000000.0,0.0,-11000000.0,0.0,0.0,0.0,0.0,0.0,78000000.0,0.0,0.0,0.0,0.0,30000000.0,0.0
,netCashUsedForInvestingActivites,185000000.0,187000000.0,-440000000.0,367000000.0,2559000000.0,-487000000.0,361000000.0,-1829000000.0,-192000000.0,122000000.0,143000000.0,263000000.0,5458000000.0,826000000.0,-1172000000.0,451000000.0,-401000000.0,-353000000.0,-6884000000.0,-882000000.0,-1460000000.0,-206000000.0,-817000000.0,-473000000.0,-1164000000.0,-838000000.0,-1266000000.0
