date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-96454000.0,-29872000.0,290000.0,10145000.0,5698000.0,27358000.0,41013000.0,20342000.0,9705000.0,8088000.0,-925000.0,4057000.0,33419000.0,82457.0
,depreciationAndAmortization,11046000.0,11997000.0,18482000.0,37532000.0,11713000.0,3328000.0,801000.0,697000.0,1260000.0,1218000.0,1106000.0,1188000.0,781000.0,0.0
,deferredIncomeTax,-9894000.0,-4280000.0,-2470000.0,-8584000.0,2210000.0,2305000.0,-1181000.0,1150000.0,-661000.0,-600000.0,352000.0,1255000.0,3336000.0,-32210.0
,stockBasedCompensation,1382000.0,3007000.0,2414000.0,2613000.0,1947000.0,1974000.0,649000.0,133000.0,55000.0,0.0,0.0,75000.0,0.0,0.0
,changeInWorkingCapital,112797000.0,187889000.0,-21710000.0,-32897000.0,40985000.0,61912000.0,26021000.0,83933000.0,26076000.0,30047000.0,-5154000.0,-671000.0,4470000.0,120269.0
,accountsReceivables,-271386000.0,84557000.0,-251123000.0,-356963000.0,-13050000.0,-9470000.0,-5008000.0,-9135000.0,-3800000.0,-3403000.0,-323000.0,2589000.0,-692000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,88086000.0,-1597000.0,50609000.0,42725000.0,36391000.0,18290000.0,5771000.0,13420000.0,9492000.0,1589000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-9794000.0,-1589679000.0,-1528401000.0,-1085157000.0,-704033312.0,-488372214.0,-366815609.0,-318865112.0,-209628795.0,-168058361.0,-150028356.0,-131214000.0,-116111000.0,-163428726.0
,otherNonCashItems,-546000.0,553000.0,358000.0,494000.0,64000.0,272000.0,73000.0,59000.0,37000.0,23000.0,927000.0,502000.0,-2024000.0,0.0
,netCashProvidedByOperatingActivites,-10471000.0,149015000.0,10118000.0,14309000.0,65747000.0,98319000.0,68918000.0,107766000.0,34312000.0,38649000.0,-7943000.0,6447000.0,38866000.0,170516.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-10848000.0,0.0,-4068000.0,-5237000.0,-3149000.0,-10916000.0,-6346000.0,-288000.0,0.0,-20000.0,-73000.0,-108000.0,-256000.0,0.0
,acquisitionsNet,30158000.0,0.0,0.0,95000000.0,-33000000.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-797450000.0,-276585000.0,-372174000.0,-205720000.0,-201234000.0,-270141000.0,-305013000.0,-244514000.0,-78534000.0,-102464000.0,-80343000.0,-85124000.0,-72386000.0,0.0
,salesMaturitiesOfInvestments,844864000.0,264502000.0,250600000.0,128329000.0,187522000.0,199575000.0,219893000.0,102210000.0,52640000.0,36594000.0,160648000.0,81931000.0,56160000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2250000.0,0.0,0.0,-1285000.0,0.0
,netCashUsedForInvestingActivites,36566000.0,-33979000.0,-125642000.0,-7344000.0,-49757000.0,-67015000.0,-91466000.0,-144154000.0,-25894000.0,-68155000.0,79921000.0,-3507000.0,-17767000.0,-37720479.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1229000.0,-1523000.0,-1523000.0,-40075000.0,-1379000.0,-3422000.0,-1177000.0,-1176000.0,-1177000.0,-1176000.0,-26891000.0,-3762000.0,-19506000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,54041000.0,3591000.0,23947000.0,0.0,0.0,0.0,0.0,39144100.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-431000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-10313000.0,-10280000.0,-10268000.0,-8991000.0,-4974000.0,-4302000.0,-3336000.0,-1944000.0,-982000.0,-518000.0,-529000.0,-1586000.0,-18225000.0,0.0
,otherFinancingActivites,-112000.0,-296000.0,35160000.0,17688000.0,-866000.0,-185000.0,-110000.0,0.0,0.0,0.0,0.0,0.0,-8531000.0,-1522863.0
,netCashUsedProvidedByFinancingActivities,-11654000.0,-12099000.0,23369000.0,118622000.0,49912000.0,-7909000.0,49051000.0,71000.0,21148000.0,-499000.0,-27420000.0,-5348000.0,-46262000.0,37621237.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,14441000.0,102937000.0,-92155000.0,125587000.0,65902000.0,23395000.0,26503000.0,-36317000.0,29566000.0,-30005000.0,44558000.0,-2408000.0,-25163000.0,0.0
,cashAtEndOfPeriod,301498000.0,287057000.0,184120000.0,276275000.0,150688000.0,84786000.0,61391000.0,34888000.0,71205000.0,41639000.0,71644000.0,27086000.0,31689000.0,71274.0
