Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,3293000.0,3250000.0,2588000.0,4077000.0,8579000.0,19146000.0,44406000.0,48649000.0,120990000.0
Short-term investments,330000.0,238000.0,334000.0,72000.0,103000.0,115000.0,242000.0,0.0,601000.0
Cash and short-term investments,3623000.0,3488000.0,2922000.0,4149000.0,8682000.0,19261000.0,44648000.0,48649000.0,121591000.0
Receivables,481000.0,314000.0,380000.0,546000.0,1316000.0,25000.0,1291000.0,1317000.0,0.0
Inventories,229000.0,242000.0,245000.0,330000.0,1497000.0,449000.0,3388000.0,5312000.0,0.0
Total current assets,5535000.0,4937000.0,4773000.0,5876000.0,12227000.0,22476000.0,54792000.0,58397000.0,123286000.0
Property Plant & Equipment Net,7109000.0,8140000.0,9235000.0,11125000.0,29031000.0,32375000.0,280905000.0,284199000.0,10139000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,11666000.0,70155000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,699000.0,169000.0,214000.0,341000.0,3822000.0,2866000.0,17893000.0,0.0,0.0
Total non-current assets,7109000.0,8140000.0,9235000.0,11125000.0,29031000.0,32405000.0,293310000.0,354618000.0,12332000.0
Total assets,12644000.0,13077000.0,14008000.0,17001000.0,41258000.0,54881000.0,348102000.0,413015000.0,135618000.0
Payables,1702000.0,1556000.0,1224000.0,1144000.0,1639000.0,1365000.0,6232000.0,8070000.0,2931000.0
Short-term debt,12000.0,9000.0,24000.0,556000.0,2551000.0,4405000.0,7074000.0,7505000.0,0.0
Total current liabilities,2007000.0,1858000.0,1248000.0,6390000.0,4190000.0,5770000.0,13306000.0,15575000.0,2998000.0
Long-term debt,0.0,0.0,0.0,3702000.0,0.0,0.0,0.0,0.0,0.0
Total debt,12000.0,9000.0,24000.0,4258000.0,2551000.0,4405000.0,7074000.0,7505000.0,0.0
Deferred revenue,293000.0,293000.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,100000.0,586000.0,740000.0,400000.0,1163000.0,1668000.0,2752000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1016000.0,812000.0,280000.0,4127000.0,3917000.0,2919000.0,47265000.0,55891000.0,802000.0
Total liabilities,5007000.0,4996000.0,5646000.0,9230000.0,8524000.0,8425000.0,62830000.0,75247000.0,3800000.0
Other comprehensive income,517806000,516284000,495455000,484742000,484197000,494647000,493175000,453756000,165000.0
Retained earnings (deficit),-511124000.0,-509082000.0,-488037000.0,-477378000.0,-451995000.0,-448626000.0,-208246000.0,-116221000.0,-53550000.0
Total shareholders equity,7637000.0,8081000.0,8362000.0,7771000.0,32734000.0,46456000.0,285272000.0,337768000.0,131818000.0
Investments,330000.0,238000.0,334000.0,72000.0,103000.0,115000.0,242000.0,0.0,601000.0
Net Debt,-3281000.0,-3241000.0,-2564000.0,181000.0,-6028000.0,-14741000.0,-37332000.0,-41144000.0,-121591000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695000.0
Other Liabilities,1984000.0,2326000.0,4118000.0,0.0,417000.0,0.0,2259000.0,3781000.0,67000.0
