Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,91451000.0,107700000.0,131215000.0,130500000.0,74760000.0,101176000.0
Short-term investments,0.0,0.0,0.0,0.0,18991000.0,58566000.0
Cash and short-term investments,91451000.0,107700000.0,131215000.0,130500000.0,93751000.0,159742000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,91451000.0,107700000.0,131215000.0,130500000.0,93751000.0,159742000.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,272152000.0,304395000.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,3171096000.0,3188950000.0,1933244000.0,2126654000.0,2135279000.0,1187633000.0
Total assets,3262547000.0,3296650000.0,2064459000.0,2257154000.0,2229030000.0,1347375000.0
Payables,28383000.0,27355000.0,13553000.0,24964000.0,12799000.0,15447000.0
Short-term debt,2634000.0,3169000.0,910000.0,541000.0,423000000.0,2701000.0
Total current liabilities,31017000.0,30524000.0,14463000.0,25505000.0,435799000.0,18148000.0
Long-term debt,324700000.0,95000000.0,1022275000.0,0.0,423000000.0,0.0
Total debt,327334000.0,98169000.0,1023185000.0,541000.0,846000000.0,2701000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,324700000.0,95000000.0,1022275000.0,0.0,423000000.0,0.0
Total liabilities,1661147000.0,1560140000.0,1079593000.0,1130405000.0,963865000.0,35561000.0
Other comprehensive income,2412915000,2393237000,1449662000,1429294000,1437147000,1383066000
Retained earnings (deficit),-812047000.0,-657874000.0,-465454000.0,-303195000.0,-173098000.0,-64901000.0
Total shareholders equity,1601400000.0,1736510000.0,984866000.0,1126749000.0,1265165000.0,1311814000.0
Investments,0.0,0.0,0.0,0.0,18991000.0,58566000.0
Net Debt,235883000.0,-9531000.0,891970000.0,-129959000.0,771240000.0,-98475000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,1305430000.0,1434616000.0,42855000.0,1104900000.0,105066000.0,17413000.0
