date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-12-31_FY,1995-01-28_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,netCashUsedForInvestingActivites,-12093000.0,-17751000.0,-4415000.0,-19653000.0,-21832000.0,-27651000.0,-32457000.0,-30770000.0,-25780000.0,-21160000.0,-14000000.0,-9690000.0,-18201000.0,-18040000.0,-17750000.0,-14520000.0,-14150000.0,-16930000.0,-19140000.0,-9370000.0,-12980000.0,-19440000.0,-12490000.0,-7500000.0,-6580000.0,-4550000.0,-4500000.0,-470000.0,-13700000.0,-8200000.0,-2200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,3144000.0,9805000.0,13419000.0,16832000.0,14696000.0,0.0,0.0,16892000.0,22793000.0,10930000.0,17433000.0,7216000.0,0.0,7662000.0,15402000.0,-56000.0,-222000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,182000.0,177000.0,0.0,0.0,0.0,287000.0,0.0,0.0,2654000.0,0.0,0.0,1540000.0,0.0,0.0,0.0,0.0,1112000.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,58200000.0,0.0
,commonStockRepurchased,0.0,-37586000.0,-45869000.0,-29539000.0,-42381000.0,-18433000.0,-7533000.0,280000.0,-2260000.0,2650000.0,740000.0,1150000.0,-1000.0,700000.0,2780000.0,3610000.0,660000.0,0.0,2220000.0,2750000.0,820000.0,1140000.0,830000.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-5128000.0,-5671000.0,-4763000.0,-4819000.0,-5028000.0,-5037000.0,-4828000.0,-4870000.0,-23460000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6100000.0,-2500000.0
,otherFinancingActivites,0.0,-11060000.0,-327000.0,0.0,0.0,0.0,55000.0,0.0,0.0,1254000.0,0.0,0.0,224000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,-100000.0
,netCashUsedProvidedByFinancingActivities,-6669000.0,-54317000.0,-50959000.0,-35385000.0,-47827000.0,-23466000.0,-12074000.0,-5360000.0,-24920000.0,690000.0,600000.0,1140000.0,1763000.0,-27500000.0,3020000.0,-3750000.0,-14160000.0,7359000.0,-10400000.0,-11190000.0,11420000.0,18820000.0,-5760000.0,-3200000.0,-9330000.0,-3750000.0,-3700000.0,1850000.0,18000000.0,29400000.0,500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,44633000.0,-5122000.0,18767000.0,-14690000.0,-5870000.0,7438000.0,13123000.0,2500000.0,-24850000.0,10410000.0,16030000.0,19350000.0,15640000.0,-25660000.0,14540000.0,15420000.0,820000.0,-1711000.0,320000.0,2230000.0,1550000.0,-270000.0,370000.0,0.0,730000.0,-860000.0,0.0,-70000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,106532000.0,61899000.0,67021000.0,48254000.0,62944000.0,68814000.0,61376000.0,48300000.0,45750000.0,70610000.0,60230000.0,44150000.0,24817000.0,9140000.0,34840000.0,20320000.0,4920000.0,4071000.0,5820000.0,5430000.0,3250000.0,1630000.0,1970000.0,0.0,1630000.0,940000.0,0.0,1730000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,61899000.0,67021000.0,48254000.0,62944000.0,68814000.0,61376000.0,48253000.0,45800000.0,70600000.0,60200000.0,44200000.0,24800000.0,9177000.0,34800000.0,20300000.0,4900000.0,4100000.0,5782000.0,5500000.0,3200000.0,1700000.0,1900000.0,1600000.0,1600000.0,900000.0,1800000.0,1800000.0,1800000.0,11400000.0,1700000.0,1100000.0
,operatingCashFlow,63395000.0,66946000.0,74141000.0,40348000.0,63789000.0,58555000.0,57654000.0,38620000.0,25850000.0,30880000.0,29420000.0,27900000.0,32078000.0,19880000.0,29270000.0,33690000.0,29130000.0,7860000.0,29870000.0,22790000.0,3110000.0,360000.0,18620000.0,10600000.0,16630000.0,7430000.0,7400000.0,-1460000.0,-13900000.0,-11500000.0,2300000.0
,capitalExpenditure,-12396000.0,-18501000.0,-7413000.0,-19653000.0,-21832000.0,-27901000.0,-33543000.0,-30966000.0,-25977000.0,-21260000.0,-14412000.0,-9794000.0,-18204000.0,-18434000.0,-24952000.0,-14747000.0,-14213000.0,-20549000.0,-19140000.0,-10400000.0,-14030000.0,-20480000.0,-14060000.0,-7500000.0,-6290000.0,-5070000.0,-5100000.0,-470000.0,-14900000.0,-8700000.0,-2100000.0
,freeCashFlow,50999000.0,48445000.0,66728000.0,20695000.0,41957000.0,30654000.0,24111000.0,7650000.0,-130000.0,9620000.0,15010000.0,18110000.0,13874000.0,1450000.0,4320000.0,18940000.0,14920000.0,-12689000.0,10730000.0,12390000.0,-10920000.0,-20120000.0,4560000.0,3100000.0,10340000.0,2360000.0,2300000.0,-1930000.0,-28800000.0,-20200000.0,200000.0
