Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,667000.0,9244000.0,0.0,175795000.0,265649000.0,257950000.0,250637000.0,198536000.0,130544000.0
Short-term investments,53794000.0,0.0,514000.0,429000.0,58000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,54461000.0,9244000.0,514000.0,176224000.0,265707000.0,257950000.0,250637000.0,198536000.0,130544000.0
Receivables,100488000.0,28656000.0,22751000.0,10433000.0,17100000.0,8666000.0,6715000.0,27302000.0,38933000.0
Inventories,212000.0,4646000.0,3108000.0,10096000.0,13576000.0,7490000.0,7984000.0,17745000.0,22937000.0
Total current assets,222314000.0,296718000.0,320753000.0,181076000.0,107809000.0,96562000.0,84306000.0,52210000.0,45833000.0
Property, Plant & Equipment Net,134468000.0,118937000.0,205933000.0,143661000.0,94282000.0,80614000.0,69979000.0,44408000.0,44582000.0
Goodwill and Intangible Assets,3025000.0,5751000.0,10286000.0,15776000.0,13527000.0,15948000.0,14324000.0,4647000.0,1251000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,210000.0,163000.0,0.0
Total non-current assets,12663000.0,12605000.0,1062000.0,4319000.0,290000.0,290000.0,396000.0,430000.0,18029000.0
Total assets,349467000.0,383530000.0,389846000.0,417500000.0,414628000.0,386346000.0,367409000.0,303953000.0,250667000.0
Payables,1826000.0,6120000.0,9433000.0,15555000.0,14247000.0,11140000.0,8792000.0,7865000.0,10780000.0
Short-term debt,0.0,5761000.0,21280000.0,24404000.0,15350000.0,15350000.0,0.0,0.0,0.0
Total current liabilities,48134000.0,88568000.0,95452000.0,84937000.0,66362000.0,54367000.0,41028000.0,33976000.0,28700000.0
Long-term debt,290000.0,12605000.0,1062000.0,4319000.0,290000.0,290000.0,290000.0,290000.0,18029000.0
Total debt,12663000.0,18366000.0,22342000.0,28723000.0,15640000.0,15640000.0,290000.0,290000.0,18029000.0
Deferred revenue,2520000.0,5138000.0,7394000.0,9685000.0,3854000.0,4178000.0,219000.0,291000.0,755000.0
Tax Liabilities,952000.0,896000.0,1065000.0,452000.0,254000.0,1062000.0,1910000.0,3315000.0,1162000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,12663000.0,12605000.0,1062000.0,4319000.0,290000.0,290000.0,396000.0,430000.0,18029000.0
Total liabilities,60797000.0,101173000.0,96514000.0,89256000.0,66652000.0,54657000.0,41424000.0,34406000.0,46729000.0
Other comprehensive income,31120000.0,16159000.0,35578000.0,48068000.0,55841000.0,46822000.0,43597000.0,31098000.0,23863000.0
Retained earnings (deficit),88703000.0,98035000.0,87903000.0,100708000.0,90409000.0,93472000.0,97272000.0,76097000.0,53943000.0
Total shareholders equity,264675000.0,259046000.0,268333000.0,293628000.0,314079000.0,306284000.0,305183000.0,263385000.0,202270000.0
Investments,53794000.0,0.0,0.0,429000.0,58000.0,0.0,0.0,0.0,0.0
Net Debt,-377000.0,,,,,,,,
Other Assets,25786000.0,42842000.0,40196000.0,,,,,,
Other Liabilities,46308000.0,76687000.0,64739000.0,44978000.0,36765000.0,27877000.0,32236000.0,26111000.0,17920000.0
