date,,2020-11-01_FY,2019-11-03_FY,2018-10-28_FY,2017-10-29_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY,1992-10-31_FY,1991-10-31_FY,1990-10-31_FY,1989-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2751000000.0,3253000000.0,2368400000.0,2159100000.0,1523900000.0,1940000000.0,3161700000.0,3537300000.0,3064700000.0,2799900000.0,1865000000.0,873500000.0,2052800000.0,1821700000.0,1693800000.0,1446800000.0,1406100000.0,643100000.0,319200000.0,-64000000.0,485500000.0,239200000.0,1021400000.0,960100000.0,817300000.0,706100000.0,603600000.0,-920900000.0,37400000.0,-20200000.0,411100000.0,380200000.0
,depreciationAndAmortization,2118000000.0,2019000000.0,1927000000.0,1715500000.0,1559800000.0,1382400000.0,1306500000.0,1140300000.0,1004200000.0,914900000.0,914800000.0,873300000.0,831000000.0,744400000.0,691400000.0,636500000.0,621000000.0,631400000.0,725300000.0,718300000.0,647900000.0,513300000.0,418000000.0,365600000.0,311400000.0,283100000.0,256700000.0,257200000.0,250400000.0,209200000.0,203800000.0,192900000.0
,deferredIncomeTax,-11000000.0,-465000000.0,1480000000.0,100100000.0,282700000.0,-18400000.0,-280100000.0,-172600000.0,-91800000.0,-168000000.0,175000000.0,171600000.0,89700000.0,-4200000.0,15800000.0,-49300000.0,385000000.0,33100000.0,-1200000.0,-230300000.0,-132900000.0,-162400000.0,141900000.0,-6900000.0,-65000000.0,75500000.0,26200000.0,-30400000.0,-15900000.0,-100100000.0,57700000.0,91800000.0
,stockBasedCompensation,81000000.0,82000000.0,83000000.0,68000000.0,70600000.0,66100000.0,78500000.0,80700000.0,74500000.0,69000000.0,71200000.0,70500000.0,70600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1870000000.0,213800000.0,-1245100000.0,-51153100000.0,32100000.0,-2599100000.0,1262400000.0,208400000.0,4417900000.0,113100000.0,1689600000.0,3479000000.0,293200000.0,-2067100000.0,-465600000.0,496100000.0,2327200000.0,973500000.0,2633200000.0,912500000.0,387900000.0,845900000.0,-92300000.0,338200000.0,600100000.0,797700000.0,-254000000.0,661500000.0,-16800000.0,8500000.0,424000000.0,-237600000.0
,accountsReceivables,0.0,-869000000.0,-1531000000.0,-838000000.0,335200000.0,811600000.0,-749000000.0,-1510200000.0,-1901600000.0,-808900000.0,-1100600000.0,481800000.0,-428400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,397000000.0,-780000000.0,-1772000000.0,-1305000000.0,-106100000.0,-691400000.0,-297900000.0,-728400000.0,-1510200000.0,-1730500000.0,-1052700000.0,452500000.0,-1195400000.0,-357200000.0,-78000000.0,-324100000.0,-293700000.0,84100000.0,85800000.0,136500000.0,-184000000.0,50700000.0,-192600000.0,-255200000.0,-75100000.0,-17000000.0,-164500000.0,35400000.0,-3000000.0,134800000.0,67600000.0,4200000.0
,accountsPayables,0.0,46000000.0,722000000.0,968000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-529000000.0,-31369000000.0,-31582800000.0,-30337700000.0,20815400000.0,20783300000.0,23382400000.0,22120000000.0,21911600000.0,17493700000.0,17380600000.0,15691000000.0,12212000000.0,11918800000.0,13985900000.0,14451500000.0,13955400000.0,11628200000.0,10654700000.0,8021500000.0,7109000000.0,6721100000.0,5875200000.0,5967500000.0,5629300000.0,5029200000.0,4231500000.0,4485500000.0,3824000000.0,3840800000.0,3832300000.0,3408300000.0
,otherNonCashItems,351000000.0,216000000.0,123000000.0,-183300000.0,-161900000.0,40200000.0,-231200000.0,-47600000.0,-233600000.0,-566100000.0,343100000.0,-36000000.0,-209700000.0,153000000.0,156600000.0,0.0,0.0,0.0,263600000.0,62800000.0,0.0,0.0,-165400000.0,13200000.0,14200000.0,69800000.0,82700000.0,79400000.0,0.0,82900000.0,0.0,100000.0
,netCashProvidedByOperatingActivites,7483000000.0,3412000000.0,1822000000.0,2199800000.0,3764300000.0,3740300000.0,3525900000.0,3254300000.0,1167700000.0,2326300000.0,2282200000.0,1984800000.0,1949000000.0,2759400000.0,973200000.0,1216600000.0,1162500000.0,1535700000.0,1878300000.0,1113400000.0,1080000000.0,1434500000.0,416900000.0,1156700000.0,1344400000.0,839400000.0,718800000.0,834100000.0,358300000.0,613000000.0,397100000.0,420500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,963000000.0,-1120000000.0,-896000000.0,-594000000.0,-2955100000.0,-2826100000.0,-2659300000.0,-2375300000.0,-2121000000.0,-1680800000.0,-1312800000.0,-1308100000.0,-1608200000.0,-1484200000.0,-766000000.0,-512600000.0,-363800000.0,-309600000.0,-358700000.0,-491000000.0,-426700000.0,-531300000.0,-537800000.0,-484900000.0,-275900000.0,-262400000.0,-228100000.0,-206500000.0,-285700000.0,-298000000.0,-292100000.0,-181100000.0
,acquisitionsNet,-66000000.0,93000000.0,-5245000000.0,-284000000.0,-117000000.0,149000000.0,346000000.0,-62000000.0,30000000.0,850000000.0,-11000000.0,-50000000.0,-210000000.0,-112000000.0,384000000.0,-120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
