date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,24540000.0,48162000.0,47985000.0,-608000.0,4932000.0,-21176000.0,-42434000.0,-42798000.0,-11591000.0,-17411000.0
,depreciationAndAmortization,216043000.0,163499000.0,117804000.0,116892000.0,118767000.0,126240000.0,133309000.0,0.0,0.0,0.0
,deferredIncomeTax,-13732000.0,-10701000.0,-3152000.0,-3658000.0,-586000.0,-2292000.0,15604000.0,0.0,0.0,0.0
,stockBasedCompensation,17897000.0,15866000.0,10681000.0,2358000.0,6436000.0,3108000.0,2827000.0,740000.0,15000.0,0.0
,changeInWorkingCapital,314760000.0,-47860000.0,115023000.0,15938000.0,-4981000.0,25903000.0,21104000.0,9208000.0,50927000.0,-17621000.0
,accountsReceivables,-12897000.0,-3681000.0,-1940000.0,1597000.0,-19123000.0,-17042000.0,6015000.0,14271000.0,15755000.0,-15523000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,19471000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,496048000.0,181288000.0,229148000.0,114125000.0,98187000.0,103168000.0,77265000.0,56161000.0,46953000.0,-3974000.0
,otherNonCashItems,5147000.0,6028000.0,5917000.0,8604000.0,7193000.0,6672000.0,6144000.0,1355000.0,1158000.0,2791000.0
,netCashProvidedByOperatingActivites,293680000.0,236189000.0,188171000.0,163327000.0,118781000.0,106521000.0,117243000.0,87437000.0,84332000.0,51158000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-402355000.0,-302430000.0,0.0,0.0,-74868000.0,0.0,-61703000.0,-36360000.0,-18413000.0,-104172000.0
,acquisitionsNet,-25538000.0,-1320000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-922350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,880399000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,19279000.0,7921000.0,-15039000.0,-6751000.0,-2183000.0,-1543000.0,7119000.0
,netCashUsedForInvestingActivites,-2249125000.0,-1604934000.0,-125703000.0,-119552000.0,-33732000.0,-66830000.0,-58617000.0,-37627000.0,-39157000.0,-95493000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-807569000.0,-126892000.0,-1535302000.0,-129397000.0,-565900000.0,-474588000.0,-33793000.0,-8389000.0,-9507000.0,-13267000.0
,commonStockIssued,1578659000.0,1206627000.0,586275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-636000.0,-4000000.0,0.0
,dividendsPaid,-167086000.0,-135443000.0,-78474000.0,-48666000.0,-48666000.0,-48666000.0,-48517000.0,-17517000.0,-6063000.0,-12063000.0
,otherFinancingActivites,-17029000.0,-9125000.0,-28496000.0,-4212000.0,-10834000.0,-14790000.0,-48000.0,0.0,18080000.0,0.0
,netCashUsedProvidedByFinancingActivities,2329901000.0,1395371000.0,84942000.0,-18604000.0,-95322000.0,-28120000.0,-58981000.0,-26507000.0,-1490000.0,-25300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5982000.0,-110000.0,-3276000.0,868000.0,-324000.0,-3233000.0,-1355000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,380438000.0,26516000.0,144134000.0,26039000.0,-10597000.0,8338000.0,-1710000.0,23303000.0,43685000.0,-69635000.0
,cashAtEndOfPeriod,621051000.0,240613000.0,214097000.0,48873000.0,22834000.0,33431000.0,25093000.0,90025000.0,66722000.0,23037000.0
,cashAtBeginningOfPeriod,240613000.0,214097000.0,69963000.0,22834000.0,33431000.0,25093000.0,26803000.0,66722000.0,23037000.0,92672000.0
,operatingCashFlow,293680000.0,236189000.0,188171000.0,163327000.0,118781000.0,106521000.0,117243000.0,87437000.0,84332000.0,51158000.0
,capitalExpenditure,-402355000.0,-302430000.0,-145216000.0,-148994000.0,-74868000.0,-59924000.0,-61703000.0,-36360000.0,-18413000.0,-104172000.0
,freeCashFlow,-108675000.0,-66241000.0,42955000.0,14333000.0,43913000.0,46597000.0,55540000.0,51077000.0,65919000.0,-53014000.0
