date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1071000000.0,1243000000.0,1341000000.0,1591000000.0,877000000.0,1406000000.0,2102000000.0,3231000000.0,941000000.0,1095000000.0,769000000.0,336000000.0,538000000.0,834000000.0,711000000.0,596000000.0,683000000.0,494000000.0,-69000000.0,387000000.0,620000000.0,568000000.0,801000000.0,714000000.0,744000000.0,767600000.0,514600000.0
,depreciationAndAmortization,509000000.0,511000000.0,497000000.0,460000000.0,462000000.0,495000000.0,476000000.0,475000000.0,465000000.0,467000000.0,470000000.0,480000000.0,563000000.0,380000000.0,380000000.0,372000000.0,388000000.0,394000000.0,398000000.0,447000000.0,447000000.0,419000000.0,383000000.0,373000000.0,362600000.0,351600000.0,335200000.0
,deferredIncomeTax,-47000000.0,-5000000.0,45000000.0,36000000.0,155000000.0,0.0,-89000000.0,-36000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,44000000.0,39000000.0,37000000.0,42000000.0,39000000.0,56000000.0,73000000.0,81000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,341000000.0,207000000.0,-995000000.0,371000000.0,314000000.0,-76000000.0,-1105000000.0,-175000000.0,262000000.0,-441000000.0,1029000000.0,266000000.0,-337000000.0,670000000.0,135000000.0,-163000000.0,435000000.0,373000000.0,277000000.0,198000000.0,-128000000.0,-70000000.0,-174000000.0,394500000.0,-118600000.0,-97600000.0,-84700000.0
,accountsReceivables,0.0,0.0,-69000000.0,-76000000.0,-59000000.0,-149000000.0,-119000000.0,44000000.0,90000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,111000000.0,145000000.0,-109000000.0,-116000000.0,61000000.0,46000000.0,-95000000.0,43000000.0,29000000.0,-73000000.0,-34000000.0,232000000.0,79000000.0,-55000000.0,-78000000.0,-59000000.0,-45000000.0,11000000.0,-9000000.0,187000000.0,-92000000.0,-7000000.0,-73000000.0,-60000000.0,-56100000.0,-47100000.0,-25600000.0
,accountsPayables,127000000.0,-63000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-25000000.0,1795000000.0,1588000000.0,2583000000.0,2212000000.0,1898000000.0,1974000000.0,3079000000.0,3254000000.0,2992000000.0,3433000000.0,2404000000.0,2138000000.0,2475000000.0,1805000000.0,1670000000.0,1833000000.0,1398000000.0,1025000000.0,748000000.0,550000000.0,678000000.0,748000000.0,922000000.0,527500000.0,646100000.0,743700000.0
,otherNonCashItems,58000000.0,149000000.0,-42000000.0,-67000000.0,99000000.0,-211000000.0,334000000.0,-5000000.0,218000000.0,-11000000.0,85000000.0,5000000.0,118000000.0,164000000.0,52000000.0,59000000.0,39000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159000000.0
,netCashProvidedByOperatingActivites,2130000000.0,2080000000.0,1467000000.0,1568000000.0,1325000000.0,1837000000.0,1528000000.0,1791000000.0,1787000000.0,1436000000.0,1310000000.0,1345000000.0,1358000000.0,996000000.0,1130000000.0,1065000000.0,1018000000.0,1123000000.0,872000000.0,1060000000.0,870000000.0,902000000.0,942000000.0,1007000000.0,1007900000.0,1072000000.0,691100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-411000000.0,-390000000.0,-307000000.0,-239000000.0,-383000000.0,-353000000.0,-372000000.0,-288000000.0,-244000000.0,-217000000.0,-238000000.0,-291000000.0,-561000000.0,-490000000.0,-487000000.0,-466000000.0,-475900000.0,-447800000.0,-321800000.0
,acquisitionsNet,0.0,-643000000.0,-378000000.0,368000000.0,745000000.0,-273000000.0,-488000000.0,-43000000.0,-122000000.0,-31000000.0,-34000000.0,-26000000.0,-1448000000.0,-233000000.0,-402000000.0,-91000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-5000000.0,-8000000.0,-28000000.0,-35000000.0,-36000000.0,-131000000.0,-1249000000.0,-1269000000.0,-1355000000.0,-125000000.0,-624000000.0,0.0,0.0,0.0,-963000000.0,-1990000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,22000000.0,28000000.0,23000000.0,37000000.0,116000000.0,458000000.0,1384000000.0,1833000000.0,251000000.0,749000000.0,0.0,0.0,0.0,0.0,963000000.0,2040000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,9000000.0,27000000.0,3000000.0,27000000.0,27000000.0,27000000.0,84000000.0,-2000000.0,-16000000.0,142000000.0,-10000000.0,19000000.0,1911000000.0,-1716000000.0,64000000.0,-67000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1447000000.0,-1009000000.0,-764000000.0,-63000000.0,450000000.0,-395000000.0,-856000000.0,4000000.0,-1611000000.0,353000000.0,-949000000.0,-203000000.0,125000000.0,-2234000000.0,-662000000.0,-365000000.0,-260000000.0,-166000000.0,-212000000.0,-245000000.0,-636000000.0,-1644000000.0,-581000000.0,-583000000.0,-468400000.0,-275500000.0,-245400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
