date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,4932000000.0,4476000000.0,4305000000.0,4970000000.0,3172000000.0,3345000000.0,3294000000.0,2932000000.0,2458000000.0,2337000000.0,2063000000.0,875000000.0,786000000.0,995272000.0,322602000.0,233908000.0,143141000.0,155402000.0,133249000.0,107434000.0,87361000.0,59417000.0,35600000.0
,depreciationAndAmortization,358000000.0,405000000.0,220000000.0,240000000.0,229000000.0,247000000.0,278000000.0,291000000.0,295000000.0,299000000.0,310000000.0,239000000.0,232000000.0,198824000.0,72809000.0,30902000.0,20686000.0,21366000.0,20238000.0,26021000.0,19995000.0,18153000.0,12900000.0
,deferredIncomeTax,-157000000.0,17000000.0,-226000000.0,-1221000000.0,-14000000.0,-156000000.0,-104000000.0,-193000000.0,-61000000.0,-137000000.0,3000000.0,-89000000.0,-232000000.0,-104654000.0,-42509000.0,18895000.0,-25149000.0,-2311000.0,7053000.0,-8460000.0,0.0,0.0,0.0
,stockBasedCompensation,622000000.0,567000000.0,564000000.0,542000000.0,521000000.0,514000000.0,453000000.0,448000000.0,451000000.0,497000000.0,445000000.0,317000000.0,278000000.0,188256000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,169000000.0,-1012000000.0,-723000000.0,1145000000.0,31000000.0,314000000.0,1372000000.0,-347000000.0,2827000000.0,274000000.0,1333000000.0,59000000.0,616063000.0,8262267000.0,-7310330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0
,accountsReceivables,-313000000.0,-433000000.0,4000000.0,-521000000.0,-86000000.0,-154000000.0,78000000.0,14000000.0,-292000000.0,124000000.0,-364000000.0,-223000000.0,339000000.0,-273199000.0,-185809000.0,-204577000.0,-27852000.0,-8045000.0,16884000.0,-13346000.0,-22093000.0,37393000.0,-68800000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,43000000.0,308000000.0,51000000.0,14000000.0,-69000000.0,7000000.0,114000000.0,0.0,0.0,0.0,0.0,0.0,385533000.0,97443000.0,22637000.0,25124000.0,-2665000.0,45612000.0,-17885000.0,21242000.0,72300000.0
,otherWorkingCapital,597000000.0,6841000000.0,7853000000.0,8576000000.0,7431000000.0,7400000000.0,7086000000.0,5714000000.0,6061000000.0,3234000000.0,2960000000.0,1627000000.0,1568000000.0,951937000.0,-7310330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-1918000000.0,-1723000000.0,-1563000000.0,-501000000.0,-917000000.0,-373000000.0,-352000000.0,302000000.0,-150000000.0,154000000.0,-72000000.0,3000000.0,-269000000.0,-505361000.0,168258000.0,78366000.0,97895000.0,-11941000.0,-2714000.0,10112000.0,1478000.0,0.0,-1800000.0
,netCashProvidedByOperatingActivites,3743000000.0,2884000000.0,3075000000.0,3828000000.0,2154000000.0,3004000000.0,3081000000.0,3642000000.0,2240000000.0,2826000000.0,2488000000.0,1399000000.0,1916000000.0,587449000.0,720884000.0,254937000.0,231358000.0,179595000.0,172045000.0,167373000.0,108607000.0,116326000.0,53700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-194000000.0,-254000000.0,-204000000.0,-155000000.0,-119000000.0,-221000000.0,-66000000.0,-94000000.0,-150000000.0,-247000000.0,-132000000.0,-67000000.0,-77000000.0,-111317000.0,-83993000.0,-55154000.0,-25592000.0,-13453000.0,-42827000.0,-40479000.0,-32761000.0,-18925000.0,-8400000.0
,acquisitionsNet,0.0,-1510000000.0,-699000000.0,-102000000.0,-30000000.0,-273000000.0,0.0,-298000000.0,-267000000.0,0.0,-23000000.0,-5755000000.0,25000000.0,-592000000.0,272000000.0,-275000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-430000000.0,-803000000.0,-378000000.0,-528000000.0,-451000000.0,-493000000.0,-492000000.0,-460000000.0,-617000000.0,-204000000.0,-708000000.0,-73000000.0,-420000000.0,-638328000.0,-212629000.0,-51579000.0,-97636000.0,-177775000.0,-52245000.0,-126576000.0,-12899000.0,0.0,0.0
,salesMaturitiesOfInvestments,187000000.0,417000000.0,449000000.0,166000000.0,378000000.0,456000000.0,654000000.0,286000000.0,695000000.0,247000000.0,234000000.0,287000000.0,122000000.0,265561000.0,25662000.0,169865000.0,192254000.0,180509000.0,0.0,0.0,0.0,29000.0,3400000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546878000.0,-7700000.0,-61925000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-254000000.0,-2014000000.0,-808000000.0,-587000000.0,-188000000.0,-465000000.0,239000000.0,-483000000.0,-266000000.0,-204000000.0,-627000000.0,-5519000000.0,-394000000.0,-1068832000.0,3565000.0,-219786000.0,7027000.0,-19649000.0,-96805000.0,-167055000.0,-45660000.0,-18896000.0,-5000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-1000000000.0,0.0,-700000000.0,0.0,-750000000.0,-488000000.0,-1260000000.0,-500000000.0,-792000000.0,-2310000000.0,-7000000.0,-401000000.0,0.0,0.0,-523680000.0,0.0,-842000.0,0.0,0.0,-28200000.0,-168800000.0,-28200000.0
