date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,7000000.0,5000000.0,6000000.0,2804000000.0,6000000.0,76842000.0,9332000.0,15847000.0,15369000.0,7538000.0,5038000.0,1940000.0,1229000.0,118245000.0,34200000.0
,commonStockRepurchased,-1809000000.0,-1911000000.0,-2087000000.0,-1421000000.0,-1399000000.0,-1331000000.0,-1344000000.0,-1243000000.0,-1645000000.0,-2885000000.0,-264000000.0,-46000000.0,-46000000.0,-383310000.0,-30973000.0,-77466000.0,-57607000.0,-83418000.0,-12444000.0,-7407000.0,-16000.0,-550000.0,-200000.0
,dividendsPaid,-2260000000.0,-2096000000.0,-1968000000.0,-1662000000.0,-1545000000.0,-1476000000.0,-1338000000.0,-1168000000.0,-1060000000.0,-1014000000.0,-776000000.0,-397000000.0,-419000000.0,-353463000.0,-135665000.0,-76606000.0,-63660000.0,-25614000.0,0.0,0.0,0.0,0.0,-12300000.0
,otherFinancingActivites,2017000000.0,1321000000.0,1250000000.0,456000000.0,1233000000.0,580000000.0,314000000.0,244000000.0,381000000.0,89000000.0,164000000.0,-222000000.0,-351000000.0,624938000.0,72405000.0,797000.0,6258000.0,0.0,-766000.0,-696000.0,-91000.0,-2646000.0,2100000.0
,netCashUsedProvidedByFinancingActivities,244000000.0,-2583000000.0,-2765000000.0,-2630000000.0,-1685000000.0,-2064000000.0,-1855000000.0,-3392000000.0,-944000000.0,-2485000000.0,-3170000000.0,6749000000.0,-887000000.0,958861000.0,-84901000.0,-4268000.0,-99640000.0,-102336000.0,-8172000.0,-6163000.0,-27078000.0,-53751000.0,-4400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,102000000.0,54000000.0,-93000000.0,192000000.0,-273000000.0,-115000000.0,-132000000.0,17000000.0,70000000.0,2000000.0,-32000000.0,47000000.0,-259000000.0,18418000.0,36533000.0,-4333000.0,2987000.0,3097000.0,1715000.0,-294000.0,-408000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3835000000.0,-1659000000.0,-591000000.0,803000000.0,8000000.0,360000000.0,1333000000.0,-216000000.0,1100000000.0,139000000.0,-1341000000.0,2676000000.0,376000000.0,495896000.0,676081000.0,26550000.0,141732000.0,60707000.0,68783000.0,-6139000.0,35461000.0,43679000.0,44400000.0
,cashAtEndOfPeriod,8681000000.0,4846000000.0,6505000000.0,6894000000.0,6091000000.0,6083000000.0,5723000000.0,4390000000.0,4606000000.0,3506000000.0,3367000000.0,4708000000.0,2032000000.0,1656200000.0,1160304000.0,484223000.0,457673000.0,315941000.0,255234000.0,186451000.0,192590000.0,157129000.0,113500000.0
,cashAtBeginningOfPeriod,4846000000.0,6505000000.0,7096000000.0,6091000000.0,6083000000.0,5723000000.0,4390000000.0,4606000000.0,3506000000.0,3367000000.0,4708000000.0,2032000000.0,1656000000.0,1160304000.0,484223000.0,457673000.0,315941000.0,255234000.0,186451000.0,192590000.0,157129000.0,113450000.0,69100000.0
,operatingCashFlow,3743000000.0,2884000000.0,3075000000.0,3828000000.0,2154000000.0,3004000000.0,3081000000.0,3642000000.0,2240000000.0,2826000000.0,2488000000.0,1399000000.0,1916000000.0,587449000.0,720884000.0,254937000.0,231358000.0,179595000.0,172045000.0,167373000.0,108607000.0,116326000.0,53700000.0
,capitalExpenditure,-194000000.0,-254000000.0,-204000000.0,-155000000.0,-119000000.0,-221000000.0,-66000000.0,-94000000.0,-150000000.0,-247000000.0,-132000000.0,-67000000.0,-77000000.0,-111317000.0,-83993000.0,-55154000.0,-25592000.0,-13453000.0,-42827000.0,-40479000.0,-32761000.0,-18925000.0,-8400000.0
,freeCashFlow,3549000000.0,2630000000.0,2871000000.0,3673000000.0,2035000000.0,2783000000.0,3015000000.0,3548000000.0,2090000000.0,2579000000.0,2356000000.0,1332000000.0,1839000000.0,476132000.0,636891000.0,199783000.0,205766000.0,166142000.0,129218000.0,126894000.0,75846000.0,97401000.0,45300000.0
