date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1341900000.0,827000000.0,-1590800000.0,1714300000.0,896200000.0,282400000.0,599200000.0,597000000.0,619000000.0,488000000.0,397000000.0,321000000.0,229500000.0,201000000.0,192000000.0,174000000.0,180000000.0,177583000.0,-11000000.0,154647000.0,123081000.0,121622000.0,98500000.0,68900000.0,48600000.0,33800000.0
,depreciationAndAmortization,686600000.0,645400000.0,621100000.0,611200000.0,637500000.0,487600000.0,205900000.0,190500000.0,175300000.0,163900000.0,159700000.0,157800000.0,161700000.0,159300000.0,159000000.0,140700000.0,129300000.0,101495000.0,7200000.0,71615000.0,53763000.0,41971000.0,28100000.0,20500000.0,13100000.0,10500000.0
,deferredIncomeTax,30700000.0,9100000.0,-12100000.0,-473500000.0,-124100000.0,25600000.0,-18100000.0,6700000.0,-7700000.0,10900000.0,-14400000.0,-600000.0,17000000.0,-46800000.0,-21900000.0,-21500000.0,15600000.0,21059000.0,1100000.0,16439000.0,-6219000.0,-3294000.0,4700000.0,-1200000.0,-3200000.0,-1000000.0
,stockBasedCompensation,83900000.0,61400000.0,63100000.0,65700000.0,61600000.0,53200000.0,38300000.0,37000000.0,35500000.0,31600000.0,28300000.0,21000000.0,0.0,11000000.0,6000000.0,10667000.0,15105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,550200000.0,-1474700000.0,480400000.0,-114900000.0,-8400000.0,707500000.0,440000000.0,-105000000.0,170000000.0,-172000000.0,-30000000.0,166700000.0,280300000.0,-193000000.0,-73000000.0,-27000000.0,218533000.0,-44533000.0,-7629000.0,148872000.0,57161000.0,84096000.0,109800000.0,49500000.0,36700000.0,-4400000.0
,accountsReceivables,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,97100000.0,13000000.0,-369000000.0,-300000000.0,21000000.0,-87000000.0,-6000000.0,-67000000.0,-104000000.0,-64000000.0,26000000.0,-4000000.0,-34600000.0,-36000000.0,-6000000.0,38938000.0,-89840000.0,-61166000.0,-80000000.0,-61192000.0,-37786000.0,-65849000.0,-31100000.0,-31500000.0,-14000000.0,-18700000.0
,accountsPayables,142600000.0,-79800000.0,1700000.0,-10100000.0,24700000.0,-11900000.0,41900000.0,-11500000.0,-23200000.0,2000000.0,7100000.0,27000000.0,0.0,2000000.0,53000000.0,11360000.0,9223000.0,0.0,-79000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,81800000.0,722900000.0,2197600000.0,1717200000.0,1832100000.0,1840500000.0,1133000000.0,693000000.0,798000000.0,628000000.0,800000000.0,830000000.0,663300000.0,383000000.0,576000000.0,649000000.0,676000000.0,457467000.0,502000000.0,509629000.0,360757000.0,303596000.0,219500000.0,109700000.0,60200000.0,23500000.0
,otherNonCashItems,23000000.0,405800000.0,2969800000.0,110500000.0,126200000.0,125600000.0,4300000.0,40900000.0,-21200000.0,36000000.0,59600000.0,28500000.0,24600000.0,19300000.0,11800000.0,9300000.0,6000000.0,0.0,5300000.0,0.0,1318000.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,2716300000.0,1869800000.0,1766000000.0,1510200000.0,1673300000.0,802500000.0,926800000.0,793400000.0,677700000.0,686500000.0,518700000.0,581000000.0,403100000.0,367300000.0,412800000.0,365100000.0,276500000.0,234285000.0,-24000000.0,206877000.0,178726000.0,107652000.0,120700000.0,68700000.0,69700000.0,39200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-1034800000.0,-817100000.0,-632200000.0,-564700000.0,-480500000.0,0.0,-330100000.0,-312200000.0,-250100000.0,-178700000.0,-164800000.0,-131300000.0,-195600000.0,-179500000.0,-142900000.0,-188600000.0,-227316000.0,-11600000.0,-136127000.0,-121566000.0,-95038000.0,-48200000.0,-53500000.0,-57500000.0,-16500000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-6527700000.0,0.0,0.0,0.0,0.0,-49400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-200000000.0,0.0,0.0,-36000000.0,-23000000.0,-6800000.0,-1112100000.0,-340200000.0,-645900000.0,-417100000.0,-27000000.0,-63700000.0,-1119000000.0,-1044000000.0,-885480000.0,-465815000.0,-30360000.0,0.0,-60280000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,15800000.0,0.0,0.0,0.0,0.0,0.0,93400000.0,0.0,0.0,0.0,0.0,93885000.0,0.0,16500000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,214600000.0,400000.0,4300000.0,81100000.0,29800000.0,0.0,1114400000.0,389700000.0,809900000.0,271100000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2979000.0,0.0,6686000.0,0.0,0.0,-100000.0,0.0,-100000.0,-52200000.0
,netCashUsedForInvestingActivites,-889700000.0,-1020200000.0,-816700000.0,-627900000.0,-483600000.0,-6978400000.0,-315000000.0,-324300000.0,-261300000.0,-86100000.0,-374100000.0,-212500000.0,-102000000.0,-22700000.0,-190700000.0,-235500000.0,-315400000.0,-267363000.0,-31300000.0,-173818000.0,-121468000.0,-94767000.0,-48100000.0,-53300000.0,-57500000.0,-68700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
