Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,47758000.0,25961000.0,9866000.0,2789000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,47758000.0,25961000.0,9866000.0,2789000.0
Receivables,6294000.0,3991000.0,3635000.0,3635000.0
Inventories,6824000.0,8105000.0,9384000.0,10784000.0
Total current assets,62076000.0,39472000.0,24144000.0,18806000.0
Property, Plant & Equipment Net,6097000.0,5469000.0,10219000.0,12091000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,6544000.0,5617000.0,10372000.0,12370000.0
Total assets,68620000.0,45089000.0,34516000.0,31176000.0
Payables,4916000.0,5644000.0,4591000.0,7419000.0
Short-term debt,123000.0,0.0,0.0,69133000.0
Total current liabilities,13890000.0,13080000.0,11746000.0,84378000.0
Long-term debt,40332000.0,36009000.0,58978000.0,0.0
Total debt,40455000.0,36009000.0,58978000.0,69133000.0
Deferred revenue,0.0,1638000.0,1623000.0,1895000.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,40441000.0,36067000.0,59270000.0,143000.0
Total liabilities,54331000.0,49147000.0,71016000.0,84521000.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-519871000.0,-473921000.0,-424239000.0,-377872000.0
Total shareholders equity,14289000.0,-4058000.0,-36500000.0,-53345000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-7303000.0,10048000.0,49112000.0,66344000.0
Other Assets,1200000.0,1415000.0,1259000.0,1598000.0
Other Liabilities,8851000.0,7436000.0,7155000.0,7826000.0
