date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-27500000.0,-93145000.0,-18982000.0,-74365000.0,-450000000.0,-80000000.0,0.0,-15844000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,1557898000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147283000.0,1430053000.0,151708000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-63674000.0,-398911000.0,-169941000.0,36353000.0,-243749000.0,256114000.0,0.0,-264200000.0,-691800000.0,-507800000.0,-539600000.0,-393600000.0,-156200000.0,-607100000.0,-889400000.0,-2523900000.0,-283000000.0,-397100000.0,145400000.0,79000000.0,80700000.0,413600000.0,831700000.0,7200000.0,1200000.0
,dividendsPaid,0.0,0.0,-105126000.0,0.0,0.0,-113196000.0,-97300000.0,-79200000.0,-68200000.0,-10700000.0,-11355000.0,0.0,0.0,-144069000.0,-192635000.0,-9600000.0,-13100000.0,-13100000.0,-10200000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,2385195000.0,0.0,-74217000.0,-35335000.0,307883000.0,1128004000.0,1006763000.0,377169000.0,804294000.0,146200000.0,-177612000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,4351919000.0,399831000.0,-197738000.0,-196869000.0,-492140000.0,678390000.0,-81000000.0,17700000.0,33500000.0,-372200000.0,-717200000.0,-405800000.0,-674100000.0,-808700000.0,-899300000.0,-2751100000.0,-254100000.0,-567600000.0,612200000.0,7000000.0,58200000.0,55900000.0,1297700000.0,108100000.0,14100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2019000.0,-1568000.0,-118000.0,11604000.0,-6434000.0,-10298000.0,-13200000.0,3500000.0,2600000.0,-4500000.0,-1800000.0,5600000.0,-23000000.0,23300000.0,31800000.0,-27100000.0,5500000.0,14600000.0,9800000.0,-3700000.0,-2700000.0,-100000.0,-1500000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2636378000.0,1006673000.0,500003000.0,273483000.0,-141474000.0,491042000.0,-110000000.0,350500000.0,45800000.0,-37900000.0,-503900000.0,-499000000.0,355800000.0,157200000.0,441100000.0,-12600000.0,240100000.0,-1134200000.0,1601700000.0,173100000.0,-179000000.0,-22800000.0,330700000.0,73400000.0,23500000.0
,cashAtEndOfPeriod,3477110000.0,3138305000.0,2130812000.0,1602670000.0,1339973000.0,1481042000.0,990000000.0,1100500000.0,749800000.0,704100000.0,742100000.0,1246000000.0,1940800000.0,1585200000.0,1428100000.0,987400000.0,1000100000.0,863800000.0,2579700000.0,417100000.0,244000000.0,422200000.0,446700000.0,116400000.0,42500000.0
,cashAtBeginningOfPeriod,840732000.0,2131632000.0,1630809000.0,1329187000.0,1481447000.0,990000000.0,1100000000.0,750000000.0,704000000.0,742000000.0,1246000000.0,1745000000.0,1585000000.0,1428000000.0,987000000.0,1000000000.0,760000000.0,1998000000.0,978000000.0,244000000.0,423000000.0,445000000.0,116000000.0,43000000.0,19000000.0
,operatingCashFlow,154581000.0,937939000.0,988128000.0,416699000.0,344238000.0,405671000.0,423900000.0,409100000.0,351100000.0,364000000.0,333200000.0,323800000.0,118900000.0,870800000.0,827400000.0,681400000.0,1240300000.0,1188300000.0,308900000.0,691600000.0,173600000.0,335300000.0,236400000.0,47700000.0,12000000.0
,capitalExpenditure,-61570000.0,-136652000.0,-85634000.0,-75523000.0,-78039000.0,-62049000.0,-57233000.0,-80311000.0,-51201000.0,-39954000.0,-39829000.0,-33900000.0,-59000000.0,-112900000.0,-144900000.0,-216700000.0,-156000000.0,-138500000.0,-114100000.0,-127400000.0,-160400000.0,-108900000.0,-76500000.0,-45900000.0,-1100000.0
,freeCashFlow,93011000.0,801287000.0,902494000.0,341176000.0,266199000.0,343622000.0,366700000.0,328800000.0,299900000.0,324000000.0,293400000.0,289900000.0,59900000.0,757900000.0,682500000.0,464700000.0,1084300000.0,1049800000.0,194800000.0,564200000.0,13200000.0,226400000.0,159900000.0,1800000.0,10900000.0
