Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,37172000.0,9774000.0,5682000.0
Short-term investments,203906000.0,57740000.0,20768000.0
Cash and short-term investments,241078000.0,67514000.0,26450000.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,244347000.0,69424000.0,27203000.0
Property Plant & Equipment Net,1215000.0,1150000.0,481000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,2287000.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,3502000.0,1150000.0,481000.0
Total assets,247849000.0,70574000.0,27684000.0
Payables,8460000.0,3861000.0,2104000.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,14804000.0,11222000.0,8240000.0
Long-term debt,38071000.0,0.0,0.0
Total debt,38071000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,1297000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,38520000.0,323000.0,189000.0
Total liabilities,53324000.0,11545000.0,8429000.0
Other comprehensive income,386830000,-13000.0,0.0
Retained earnings (deficit),-192194000.0,-89386000.0,-48096000.0
Total shareholders equity,194525000.0,-88041000.0,-47628000.0
Investments,206193000.0,57740000.0,20768000.0
Net Debt,899000.0,-67514000.0,-26450000.0
Other Assets,0.0,1910000.0,753000.0
Other Liabilities,0.0,7361000.0,6136000.0
